"","C.Open","C.High","C.Low","C.Close","C.Volume","C.Adjusted"
"2022-01-11",66.379997,67.279999,66.169998,67.110001,23453000,65.2631
"2022-01-12",67.779999,68.650002,66.919998,67.279999,27976200,65.428421
"2022-01-13",67.529999,68.440002,67.019997,67.779999,29222000,65.914658
"2022-01-14",65.360001,67.080002,65.080002,66.93,35994400,65.088051
"2022-01-18",66.690002,66.839996,65.099998,65.300003,26353600,63.502918
"2022-01-19",65.660004,65.660004,63.970001,64.239998,22817100,62.47208
"2022-01-20",64.290001,65.449997,63.700001,64.459999,22794100,62.686028
"2022-01-21",63.990002,64.449997,62.75,63.27,28637900,61.528778
"2022-01-24",61.509998,62.799999,60.029999,62.700001,38601700,60.974464
"2022-01-25",61.970001,64.459999,61.130001,64.110001,34371100,62.345657
"2022-01-26",64.699997,65.779999,63.869999,64.75,31803400,62.968052
"2022-01-27",65.220001,65.849998,63.900002,64.150002,24674000,62.38456
"2022-01-28",63.619999,64.709999,62.830002,64.690002,20953500,62.909695
"2022-01-31",64.010002,65.25,63.599998,65.120003,23067400,63.327866
"2022-02-01",65.440002,66.690002,65.040001,66.559998,26868400,64.728226
"2022-02-02",66.349998,66.800003,65.580002,66.230003,18194200,64.407318
"2022-02-03",66.260002,66.379997,65.029999,65.260002,18219100,63.464012
"2022-02-04",65.040001,66.660004,64.839996,66.080002,23267900,64.767593
"2022-02-07",66.089996,66.790001,65.5,66.360001,20081600,65.042038
"2022-02-08",67.059998,67.970001,66.599998,67.120003,23191000,65.786942
"2022-02-09",67.410004,68.190002,67.139999,67.839996,20902700,66.492638
"2022-02-10",67.949997,68.550003,67.220001,67.5,22522300,66.159393
"2022-02-11",67.25,69.110001,66.599998,67.150002,27226700,65.816345
"2022-02-14",66.870003,67.220001,65.82,66.459999,24544000,65.140045
"2022-02-15",67.160004,67.480003,66.529999,67,15487600,65.669327
"2022-02-16",66.540001,67.43,66.43,66.949997,13067400,65.620316
"2022-02-17",66.330002,66.639999,64.209999,64.709999,23150000,63.424805
"2022-02-18",64.110001,64.970001,63.700001,64.139999,18114800,62.866127
"2022-02-22",63.07,64.360001,63.07,63.889999,19057000,62.62109
"2022-02-23",64.419998,64.760002,63.040001,63.220001,17563500,61.964401
"2022-02-24",60.490002,61.060001,58.369999,60.669998,46453500,59.465042
"2022-02-25",61.310001,62.889999,61.009998,61.98,30518900,60.749027
"2022-02-28",59.93,60.419998,58.400002,59.23,48212900,58.053642
"2022-03-01",58.389999,59.32,57.919998,58.59,51389000,57.426353
"2022-03-02",56.970001,59.860001,55.93,59.560001,60206500,58.37709
"2022-03-03",58.75,58.990002,56.990002,57.619999,54027300,56.475616
"2022-03-04",55.91,56.66,55.189999,56.59,54263000,55.466072
"2022-03-07",55.029999,56.27,54.07,55.549999,49710700,54.446728
"2022-03-08",56.560001,57.290001,54.759998,54.869999,43858100,53.780235
"2022-03-09",56.900002,57.279999,55.810001,55.950001,32757100,54.838787
"2022-03-10",55.02,55.369999,53.950001,54.880001,31942500,53.790035
"2022-03-11",55.369999,55.689999,54.07,54.16,20550900,53.084335
"2022-03-14",54.700001,55.27,53.830002,54.23,25046000,53.152946
"2022-03-15",54.459999,55.619999,54.349998,55.110001,20747100,54.015469
"2022-03-16",56.02,57.540001,55.970001,56.799999,31659800,55.671906
"2022-03-17",55.709999,57.299999,55.029999,57.290001,21432300,56.152176
"2022-03-18",56.939999,57.630001,56.73,57.349998,30900500,56.210979
"2022-03-21",57.830002,57.830002,56.75,56.98,21661200,55.848328
"2022-03-22",57.82,58.25,57.310001,57.5,23407400,56.358002
"2022-03-23",57.119999,57.5,56,56.349998,23070200,55.230843
"2022-03-24",56.610001,56.639999,56.200001,56.419998,16770200,55.29945
"2022-03-25",56.529999,57.23,56.439999,56.740002,21206300,55.613094
"2022-03-28",56.200001,56.279999,54.73,55.919998,25546300,54.80938
"2022-03-29",57.279999,57.400002,56.130001,56.470001,21463500,55.348461
"2022-03-30",56.009998,56.450001,54.549999,54.970001,32222400,53.87825
"2022-03-31",54.509998,54.860001,53.360001,53.400002,29202400,52.339432
"2022-04-01",53.470001,53.740002,51.77,52.330002,40073100,51.290684
"2022-04-04",52.25,53,51.66,52.799999,29296200,51.751347
"2022-04-05",52.060001,52.48,51.419998,51.580002,23065500,50.55558
"2022-04-06",51.009998,51.09,50.400002,50.529999,25196600,49.526428
"2022-04-07",50.560001,50.610001,49.040001,50.029999,28689900,49.036362
"2022-04-08",49.84,51.299999,49.830002,50.880001,26853300,49.86948
"2022-04-11",50.790001,52.25,50.380001,50.549999,20895700,49.546032
"2022-04-12",50.599998,51.119999,50.049999,50.34,18755500,49.340206
"2022-04-13",49.279999,50.18,49.200001,50.150002,21194200,49.15398
"2022-04-14",50.66,51.900002,50.279999,50.93,34043100,49.918488
"2022-04-18",50.84,53.209999,50.779999,52.310001,28396300,51.27108
"2022-04-19",52.73,53.18,52.5,52.919998,19996800,51.868965
"2022-04-20",53.400002,53.98,52.889999,53.099998,20532800,52.045387
"2022-04-21",53.540001,53.77,52.52,52.630001,15952900,51.584724
"2022-04-22",52.439999,52.599998,51.169998,51.23,23073900,50.212528
"2022-04-25",50.779999,51.240002,49.68,51.130001,22079300,50.114513
"2022-04-26",50.529999,51.599998,50.220001,50.23,18335800,49.232388
"2022-04-27",49.759998,50.619999,49.540001,49.599998,24707500,48.614902
"2022-04-28",49.91,50.029999,49.009998,50.02,20112100,49.026562
"2022-04-29",49.66,49.91,48.049999,48.209999,21844900,47.739254
"2022-05-02",48.459999,48.860001,47.779999,48.709999,25904000,48.234371
"2022-05-03",49.330002,50.810001,49.080002,50.099998,25374500,49.610798
"2022-05-04",50.169998,52.400002,50.040001,52.23,26643600,51.720001
"2022-05-05",51.439999,52.130001,50.689999,51.310001,25756000,50.808987
"2022-05-06",51.240002,52,50.580002,51.619999,25912900,51.115955
"2022-05-09",50.990002,51.220001,49.59,49.889999,28888400,49.402847
"2022-05-10",50.540001,50.689999,47.66,48.75,31054700,48.273979
"2022-05-11",48.950001,49.939999,47.560001,47.66,30179000,47.194626
"2022-05-12",47.259998,47.400002,45.400002,46.560001,36301500,46.105366
"2022-05-13",46.810001,47.849998,46.810001,47.639999,21739400,47.17482
"2022-05-16",47.59,48.07,47,47.459999,16919100,46.996574
"2022-05-17",49.84,51.610001,49.700001,51.049999,46643400,50.551521
"2022-05-18",50.73,51.060001,49.009998,49.32,32181600,48.838413
"2022-05-19",48.66,50.299999,48.59,49.779999,27279400,49.293922
"2022-05-20",50.259998,50.73,48.509998,49.75,29025500,49.264217
"2022-05-23",51.349998,53.599998,51.150002,52.77,35166800,52.254726
"2022-05-24",52.470001,53.009998,51.490002,52.68,24344800,52.165607
"2022-05-25",52.560001,53.119999,52.02,52.700001,23507900,52.185413
"2022-05-26",53.459999,54.25,53.169998,54.09,19140700,53.56184
"2022-05-27",54,54,53.040001,53.619999,19509300,53.096428
"2022-05-31",53.029999,53.860001,52.439999,53.41,25805400,52.888477
"2022-06-01",53.5,53.740002,51.73,52.389999,23902000,51.878437
"2022-06-02",52.400002,52.5,51.599998,52.43,17473600,51.918049
"2022-06-03",52.07,52.330002,51.220001,51.330002,16550000,50.828789
"2022-06-06",51.799999,52.57,51.369999,51.400002,18473200,50.898106
"2022-06-07",51.029999,52.23,50.830002,52.099998,15528800,51.591267
"2022-06-08",51.700001,52.110001,51.060001,51.41,13207700,50.908009
"2022-06-09",51.540001,51.599998,49.959999,49.970001,14272900,49.482071
"2022-06-10",48.720001,49.150002,47.369999,47.709999,28910800,47.244137
"2022-06-13",46.66,47.009998,45.400002,45.689999,30308400,45.243858
"2022-06-14",46.189999,46.73,45.549999,45.959999,25223600,45.511223
"2022-06-15",46.470001,48.18,46.450001,47.580002,30001500,47.115406
"2022-06-16",46.799999,47.189999,45.959999,46.889999,24744900,46.432144
"2022-06-17",47.119999,47.290001,45.990002,46.52,35111400,46.065758
"2022-06-21",47.959999,48.34,47.52,47.959999,20289700,47.491695
"2022-06-22",47.330002,47.990002,46.939999,47.200001,19752800,46.739117
"2022-06-23",46.869999,46.91,45.59,46.349998,24137200,45.897415
"2022-06-24",45.560001,48.259998,45.529999,47.860001,27322600,47.392673
"2022-06-27",48.060001,48.400002,47.25,47.830002,21198200,47.362965
"2022-06-28",48.400002,49.110001,46.939999,47.209999,21643600,46.749016
"2022-06-29",47.259998,47.799999,46.630001,47.099998,20981000,46.640091
