"","ORLY.Open","ORLY.High","ORLY.Low","ORLY.Close","ORLY.Volume","ORLY.Adjusted"
"2022-01-24",630.890015,660.530029,630.890015,657.77002,607100,657.77002
"2022-01-25",655,656.97998,642.409973,646.369995,686400,646.369995
"2022-01-26",649,654.640015,629.98999,630.820007,704700,630.820007
"2022-01-27",638.47998,644.099976,631,634.669983,499500,634.669983
"2022-01-28",640.590027,643.52002,629.51001,643.52002,681700,643.52002
"2022-01-31",640,653.169983,636.109985,651.75,608400,651.75
"2022-02-01",651.359985,657.73999,645.27002,656.98999,440800,656.98999
"2022-02-02",658.409973,674.73999,652.679993,672.419983,563800,672.419983
"2022-02-03",666.390015,673.299988,658.140015,660.47998,511900,660.47998
"2022-02-04",656.219971,656.219971,634.159973,646.429993,493200,646.429993
"2022-02-07",647.02002,650.97998,633,634.030029,513100,634.030029
"2022-02-08",636.380005,645.450012,628.830017,637.130005,481300,637.130005
"2022-02-09",645.450012,651.080017,634.369995,640.219971,669000,640.219971
"2022-02-10",632.47998,670.539978,631.200012,658.450012,1291500,658.450012
"2022-02-11",660.659973,674.47998,655,668.280029,688400,668.280029
"2022-02-14",672.809998,672.809998,651.119995,661.039978,783100,661.039978
"2022-02-15",664.909973,677.809998,661.570007,674.76001,671200,674.76001
"2022-02-16",676.909973,680.960022,669.780029,678.440002,588100,678.440002
"2022-02-17",676.619995,683.23999,670.01001,674.940002,602200,674.940002
"2022-02-18",673.929993,684.440002,673.400024,676.960022,569400,676.960022
"2022-02-22",674.919983,677.460022,647.109985,652.210022,975000,652.210022
"2022-02-23",653,655.5,626.409973,631.75,626400,631.75
"2022-02-24",622.919983,638.27002,620.820007,637.159973,620100,637.159973
"2022-02-25",638.27002,655.280029,635.830017,654.710022,403900,654.710022
"2022-02-28",649.700012,653.669983,640.22998,649.23999,729200,649.23999
"2022-03-01",647.419983,660.419983,645.710022,656.52002,748700,656.52002
"2022-03-02",656.52002,681.440002,654.650024,675.869995,580800,675.869995
"2022-03-03",680.75,687.22998,673.710022,684.190002,744400,684.190002
"2022-03-04",679.419983,686.690002,671.679993,674.090027,725300,674.090027
"2022-03-07",674,682.409973,657.070007,660.429993,574100,660.429993
"2022-03-08",661.219971,672.780029,650.549988,655.169983,584600,655.169983
"2022-03-09",665.390015,679.77002,661.940002,674.700012,493600,674.700012
"2022-03-10",665.299988,676.950012,660.150024,675.580017,454300,675.580017
"2022-03-11",682.710022,689.75,674.679993,675.109985,404900,675.109985
"2022-03-14",678.070007,686.590027,670.330017,674.820007,726400,674.820007
"2022-03-15",679.73999,697.409973,675.590027,695.840027,603400,695.840027
"2022-03-16",698.219971,701.530029,683.330017,700.859985,591100,700.859985
"2022-03-17",696.049988,701.75,691.159973,701.320007,488000,701.320007
"2022-03-18",694.23999,696.150024,670.049988,689.97998,958400,689.97998
"2022-03-21",689.849976,691.190002,678.380005,685.469971,515200,685.469971
"2022-03-22",690.690002,690.75,681.559998,687,567800,687
"2022-03-23",686.840027,689.369995,680.01001,688.25,670500,688.25
"2022-03-24",688.179993,701.419983,684.799988,700.23999,612400,700.23999
"2022-03-25",702.869995,704.25,694.390015,703.359985,521700,703.359985
"2022-03-28",705,705,682.609985,686.549988,578800,686.549988
"2022-03-29",692.440002,703.619995,689.539978,702.52002,538200,702.52002
"2022-03-30",702.51001,704.159973,693.679993,696.530029,484200,696.530029
"2022-03-31",700.73999,700.73999,684.400024,684.960022,563600,684.960022
"2022-04-01",688.409973,692.159973,665.01001,667.429993,532200,667.429993
"2022-04-04",668.200012,687.559998,662.179993,686.849976,532500,686.849976
"2022-04-05",682.820007,697.950012,682.340027,690.48999,662800,690.48999
"2022-04-06",688.349976,702.590027,682.51001,701.140015,496500,701.140015
"2022-04-07",695.330017,728.450012,695.330017,726.830017,750500,726.830017
"2022-04-08",725,747,723.380005,736.469971,476700,736.469971
"2022-04-11",733.72998,739.349976,721.039978,723.940002,364900,723.940002
"2022-04-12",725.169983,732.210022,714.109985,717.549988,455900,717.549988
"2022-04-13",720.219971,724.940002,713.119995,724.099976,384600,724.099976
"2022-04-14",724.570007,729.5,712.869995,713.880005,407900,713.880005
"2022-04-18",710,727.349976,709.909973,721.619995,469700,721.619995
"2022-04-19",723.099976,733.419983,722.179993,730.289978,475100,730.289978
"2022-04-20",734.059998,744.719971,733.409973,743.859985,431600,743.859985
"2022-04-21",746.599976,748.679993,726.599976,728.150024,433700,728.150024
"2022-04-22",725.179993,725.5,706.130005,707.77002,483100,707.77002
"2022-04-25",706.940002,715.900024,699.210022,713.419983,471200,713.419983
"2022-04-26",713.719971,722.48999,707.409973,714.25,551100,714.25
"2022-04-27",714.25,722.48999,707.559998,713.289978,643900,713.289978
"2022-04-28",654.179993,666.48999,621.539978,623.280029,1983800,623.280029
"2022-04-29",624.890015,630.27002,606.01001,606.549988,1149400,606.549988
"2022-05-02",603.210022,624.700012,601.580017,610.650024,917600,610.650024
"2022-05-03",612.119995,613.869995,596.309998,603.48999,676600,603.48999
"2022-05-04",601.780029,629.47998,599.900024,628.080017,816800,628.080017
"2022-05-05",624.27002,627.5,596.929993,603.549988,683100,603.549988
"2022-05-06",599.049988,609.429993,586.820007,608.400024,683500,608.400024
"2022-05-09",603.789978,614.51001,600.150024,610.070007,872500,610.070007
"2022-05-10",622.349976,627.98999,604.27002,611.809998,842800,611.809998
"2022-05-11",608.109985,619.809998,603.780029,607.530029,810100,607.530029
"2022-05-12",606.340027,628.179993,606.340027,622.340027,770900,622.340027
"2022-05-13",619.51001,643.130005,619.01001,635.619995,594600,635.619995
"2022-05-16",634.349976,643.969971,629.700012,638.830017,566100,638.830017
"2022-05-17",648.98999,652.299988,636.099976,648.340027,533700,648.340027
"2022-05-18",637.320007,638.51001,592.549988,599.869995,963700,599.869995
"2022-05-19",597.609985,609.830017,586.349976,601.530029,805500,601.530029
"2022-05-20",602.27002,602.609985,562.900024,572.570007,1513500,572.570007
"2022-05-23",580.570007,583.219971,567.669983,579.109985,875600,579.109985
"2022-05-24",585.530029,611.609985,578.109985,608.179993,768900,608.179993
"2022-05-25",608.169983,619.080017,604,615.789978,690100,615.789978
"2022-05-26",620,642.719971,617.619995,639.150024,525600,639.150024
"2022-05-27",639.02002,649.880005,639.02002,647.340027,513500,647.340027
"2022-05-31",641.27002,647.359985,634.159973,637.169983,659100,637.169983
"2022-06-01",640,641,623.969971,624.609985,544900,624.609985
"2022-06-02",624.869995,634.47998,613.599976,634.119995,502100,634.119995
"2022-06-03",631.76001,637.72998,612.5,631.609985,350800,631.609985
"2022-06-06",634.469971,639.559998,629.030029,637.799988,314700,637.799988
"2022-06-07",632.369995,637,626.030029,634.840027,330700,634.840027
"2022-06-08",635.030029,636,624.090027,624.830017,406000,624.830017
"2022-06-09",620,633.580017,618.609985,619.130005,546000,619.130005
"2022-06-10",612.52002,615.150024,605.469971,607.440002,525400,607.440002
"2022-06-13",595.909973,604.599976,590,594.27002,751100,594.27002
"2022-06-14",598.869995,607.969971,593.780029,596.690002,548100,596.690002
"2022-06-15",607.179993,607.179993,593.820007,599.01001,486600,599.01001
"2022-06-16",591.780029,593.080017,580.01001,585,640100,585
"2022-06-17",585.070007,592.809998,581.320007,586.719971,1092500,586.719971
"2022-06-21",595.070007,599.369995,590.330017,597.349976,549000,597.349976
"2022-06-22",593.23999,614.01001,591.76001,608.820007,620900,608.820007
"2022-06-23",620.599976,628.349976,615.01001,628.190002,663800,628.190002
"2022-06-24",630.090027,640.210022,625.780029,639.059998,878300,639.059998
"2022-06-27",639.059998,644.72998,634.619995,641.119995,477000,641.119995
"2022-06-28",642.200012,650.530029,630.049988,630.52002,457600,630.52002
"2022-06-29",640.340027,646.380005,630.530029,637.130005,635100,637.130005
