"","PVH.Open","PVH.High","PVH.Low","PVH.Close","PVH.Volume","PVH.Adjusted"
"2022-01-19",102.019997,103.809998,100.660004,100.699997,548700,100.595398
"2022-01-20",100.389999,102.230003,97.480003,97.75,771100,97.648468
"2022-01-21",97.790001,99.120003,95.660004,96.199997,674700,96.100075
"2022-01-24",93.910004,96.620003,92.260002,96.550003,3916300,96.449715
"2022-01-25",94.519997,95.510002,90.639999,94.040001,3231400,93.942322
"2022-01-26",95.93,96.309998,91.449997,92.050003,2577200,91.954391
"2022-01-27",94.32,96.5,92.349998,92.849998,1262400,92.753555
"2022-01-28",92.150002,93.07,89.540001,93.040001,911300,92.943359
"2022-01-31",91.440002,95.07,91.029999,95.010002,1093600,94.911316
"2022-02-01",95.230003,97.169998,94.410004,97.040001,932000,96.939209
"2022-02-02",97.699997,98.400002,93.760002,96.059998,990400,95.96022
"2022-02-03",97.709999,98.900002,95.68,95.720001,1460900,95.620575
"2022-02-04",95.529999,97.059998,94.5,96.389999,1329900,96.289879
"2022-02-07",97,97.93,95.029999,96.389999,917400,96.289879
"2022-02-08",97.110001,99.120003,96.410004,98.57,739800,98.467621
"2022-02-09",99.800003,103.650002,99.650002,103.080002,1691000,102.972939
"2022-02-10",100.690002,105.43,100.690002,102.160004,1140400,102.053886
"2022-02-11",101.769997,102.93,97.449997,98.129997,1152600,98.028069
"2022-02-14",98.349998,99.190002,96.620003,97.220001,1234800,97.119019
"2022-02-15",98.93,101.169998,98.93,100.849998,1069100,100.745247
"2022-02-16",100.18,102.239998,99.82,101.300003,859200,101.194778
"2022-02-17",101.269997,102.900002,98.449997,98.519997,829600,98.417664
"2022-02-18",98.43,101.459999,98.43,100.129997,1126700,100.025993
"2022-02-22",99.580002,101.290001,98.150002,98.669998,1382500,98.567513
"2022-02-23",99.769997,100.199997,96.860001,97.440002,769900,97.338791
"2022-02-24",94.010002,97.209999,93.660004,97.160004,1194600,97.059082
"2022-02-25",97.650002,100.669998,96.400002,100.199997,786300,100.095917
"2022-02-28",98.110001,99.040001,96.699997,97.889999,1139700,97.788322
"2022-03-01",97.32,97.709999,88.900002,89.440002,1983400,89.347107
"2022-03-02",90.080002,94.870003,89.470001,94.099998,1588300,94.002258
"2022-03-03",94.029999,94.029999,88.800003,89.519997,1135900,89.42701
"2022-03-04",86.839996,87.330002,78.330002,79.160004,2208500,79.077782
"2022-03-07",77.860001,78.309998,66.099998,66.989998,3702400,66.920418
"2022-03-08",67.739998,72.300003,66.839996,69.349998,2856300,69.277969
"2022-03-09",73.669998,77.5,73.5,75.360001,2081400,75.281723
"2022-03-10",73.150002,77,72.650002,74.260002,1380700,74.220291
"2022-03-11",75.510002,75.730003,72.459999,72.519997,1251700,72.481216
"2022-03-14",72.959999,74.879997,72.019997,72.480003,1252500,72.441246
"2022-03-15",73.589996,76.5,73.300003,75.029999,1735400,74.989876
"2022-03-16",76.550003,83.07,76.550003,80.690002,1706100,80.646858
"2022-03-17",79.379997,82.690002,78.940002,81.949997,1348800,81.906174
"2022-03-18",80.970001,84.019997,80.220001,83.730003,1768100,83.685234
"2022-03-21",83.360001,83.660004,80.68,81.25,1027500,81.206558
"2022-03-22",82.839996,84,80.410004,81.540001,1031300,81.496399
"2022-03-23",80.489998,81.510002,79.800003,80.169998,1438200,80.127129
"2022-03-24",80.879997,82.169998,80.099998,81.489998,1334700,81.446426
"2022-03-25",82.169998,83.93,81.57,83.720001,1628800,83.675232
"2022-03-28",83.900002,84.410004,82.040001,84.309998,1727900,84.264915
"2022-03-29",87.120003,89.300003,86.209999,88.480003,1690800,88.432693
"2022-03-30",86.489998,88.220001,81.910004,82.690002,3226900,82.64579
"2022-03-31",80.099998,81.290001,76.480003,76.610001,4104800,76.569038
"2022-04-01",77.489998,78.449997,75.07,77.190002,3092800,77.148727
"2022-04-04",76.75,78.879997,75.489998,78.059998,1790700,78.018257
"2022-04-05",76.830002,77.760002,73.559998,73.599998,1783200,73.560646
"2022-04-06",72.519997,72.709999,69.699997,71.510002,1912100,71.471764
"2022-04-07",71.959999,72.290001,69.150002,71.580002,1988900,71.541725
"2022-04-08",71.5,73.690002,70.360001,72.839996,1656800,72.801048
"2022-04-11",72.139999,76.260002,71.889999,75,2198800,74.9599
"2022-04-12",76.019997,78.400002,76.019997,76.599998,1881900,76.559036
"2022-04-13",79.419998,82.07,78.5,80.699997,2612500,80.656845
"2022-04-14",81.43,83.400002,79.169998,79.339996,2437500,79.297569
"2022-04-18",79.989998,80.910004,76.620003,77.040001,1787200,76.99881
"2022-04-19",76.82,80.790001,76.779999,80.050003,1429100,80.007202
"2022-04-20",80.879997,81.620003,79.010002,79.519997,1251200,79.477478
"2022-04-21",81.330002,81.610001,77.580002,78.32,1069500,78.278122
"2022-04-22",77.25,78.220001,74.959999,75.290001,936500,75.249741
"2022-04-25",74.07,76.239998,73.550003,76.190002,934500,76.149261
"2022-04-26",74.720001,75.370003,72.459999,72.510002,884400,72.47123
"2022-04-27",71.830002,73.959999,71.760002,72.650002,1062400,72.611153
"2022-04-28",74.190002,75.239998,72.669998,74.809998,896700,74.769997
"2022-04-29",74.699997,76.110001,72.629997,72.779999,844800,72.741081
"2022-05-02",73,74.800003,72.050003,74.769997,1283300,74.730019
"2022-05-03",74.580002,75.580002,72.150002,73.010002,1244900,72.970963
"2022-05-04",72.699997,73.120003,68.550003,72.459999,3561500,72.421257
"2022-05-05",71.029999,71.739998,65.650002,66.800003,2405000,66.764282
"2022-05-06",66.230003,69.050003,64.639999,67.730003,2260700,67.693787
"2022-05-09",66.519997,68.559998,65.720001,67,3012000,66.964172
"2022-05-10",67.970001,67.989998,65.050003,66.010002,2617400,65.974709
"2022-05-11",66.199997,67.190002,64.400002,64.480003,3947300,64.445526
"2022-05-12",64.970001,68.220001,62.720001,64.5,2227200,64.465508
"2022-05-13",65.029999,68.470001,65.029999,67.949997,1230500,67.913666
"2022-05-16",67.389999,68.610001,66.410004,67,1172500,66.964172
"2022-05-17",69.360001,70.57,67.330002,69.25,1221600,69.212975
"2022-05-18",67.040001,69,65.300003,65.480003,1588900,65.444992
"2022-05-19",64.419998,65.93,63.709999,64.489998,1282500,64.455513
"2022-05-20",65.800003,65.800003,62.209999,64.870003,1162300,64.83532
"2022-05-23",65.370003,66.029999,63.52,64.209999,1068300,64.175667
"2022-05-24",62.98,62.98,60.349998,62.279999,1333000,62.246696
"2022-05-25",61.310001,66.269997,61.23,65.720001,1139100,65.68486
"2022-05-26",67.260002,70.599998,67.260002,69.980003,1538400,69.942581
"2022-05-27",69.800003,70.860001,69.68,70.760002,1345700,70.722168
"2022-05-31",70.360001,71.709999,69.029999,70.870003,1707300,70.832108
"2022-06-01",72.370003,74.370003,70.050003,71.110001,1915600,71.071976
"2022-06-02",73.949997,74.32,71.519997,72.470001,3071800,72.431252
"2022-06-03",70.080002,72.18,70.080002,71.959999,1503500,71.921524
"2022-06-06",72.010002,72.610001,70.669998,71.07,1299600,71.031998
"2022-06-07",68.650002,71.529999,68.650002,70.839996,1275200,70.839996
"2022-06-08",69.889999,71.419998,69.220001,70.620003,1237600,70.620003
"2022-06-09",70.480003,70.480003,67.650002,67.699997,1240900,67.699997
"2022-06-10",65.669998,66.970001,65,65.620003,1321400,65.620003
"2022-06-13",63.209999,63.84,60.540001,61.099998,1796300,61.099998
"2022-06-14",61.509998,62.650002,61.049999,61.639999,1694900,61.639999
"2022-06-15",62.68,64.410004,62.220001,63.400002,1751900,63.400002
"2022-06-16",61.48,61.560001,57.82,58.82,1842400,58.82
"2022-06-17",58.970001,61.73,58.599998,61.560001,2709700,61.560001
"2022-06-21",62.98,63.560001,60.43,60.529999,1057000,60.529999
"2022-06-22",59.59,61.060001,59.57,59.799999,1783400,59.799999
"2022-06-23",60.400002,61.799999,60.009998,61.57,1137500,61.57
"2022-06-24",62.57,64.089996,62.369999,63.349998,1364900,63.349998
"2022-06-27",63.43,63.66,61.849998,62,1198300,62
"2022-06-28",62.93,63.830002,60.66,60.810001,1149300,60.810001
"2022-06-29",60.639999,60.639999,57.360001,58.310001,986000,58.310001
