"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"2022-01-13",83.940002,84.860001,83.190002,83.620003,6814000,81.946915
"2022-01-14",84.220001,86.870003,83.870003,86.739998,7946600,85.004494
"2022-01-18",88,89.110001,85.82,87.510002,10782900,85.759087
"2022-01-19",87.889999,88.440002,85.720001,87.279999,7370100,85.533691
"2022-01-20",86.050003,88.470001,85.400002,85.629997,7707700,83.916695
"2022-01-21",84.910004,85.110001,82.150002,82.720001,10625600,81.064926
"2022-01-24",80.699997,83.449997,78.779999,83.019997,9505400,81.358925
"2022-01-25",83.120003,87.260002,81.32,87.110001,8514800,85.367096
"2022-01-26",88.720001,89.190002,86.360001,87.059998,9416400,85.318085
"2022-01-27",88.949997,89.739998,87.809998,89.660004,9624600,87.866074
"2022-01-28",87.980003,89.720001,87.699997,89.220001,11561400,87.434868
"2022-01-31",88.779999,89.43,86.919998,88.620003,7539800,86.846886
"2022-02-01",87.400002,91.889999,87.220001,91.540001,9424900,89.70845
"2022-02-02",90.449997,92.610001,88.980003,92.209999,8803400,90.365051
"2022-02-03",92.779999,92.949997,89.470001,90.870003,13258500,89.051865
"2022-02-04",92,94.93,91.75,91.870003,12035300,90.031853
"2022-02-07",90.419998,94.230003,89.68,92.940002,8420600,91.080444
"2022-02-08",91.949997,93.150002,90,91.330002,7481500,89.502655
"2022-02-09",91.529999,94.040001,91.25,92.949997,6973200,91.09024
"2022-02-10",92.239998,94.330002,91.290001,91.910004,7149900,90.071053
"2022-02-11",91.839996,93.690002,91.349998,93.519997,9580800,92.109833
"2022-02-14",92.5,92.720001,90.209999,91.550003,7274400,90.169548
"2022-02-15",88.68,89.919998,87.730003,89.68,8379300,88.327744
"2022-02-16",89.769997,91.900002,89.639999,90.209999,6854400,88.849747
"2022-02-17",90.160004,91.849998,90.160004,91.160004,6842800,89.785431
"2022-02-18",89.610001,90.639999,88.699997,89.629997,6574800,88.278488
"2022-02-22",92.730003,92.849998,86.419998,87.830002,9267500,86.50563
"2022-02-23",88,89.480003,87.349998,88.230003,7355000,86.899612
"2022-02-24",90,90.25,85.290001,87.730003,11509300,86.40715
"2022-02-25",88.379997,91.519997,87.82,91.269997,10563000,89.893761
"2022-02-28",90.669998,95.07,89.849998,94.860001,15096000,93.429634
"2022-03-01",95.849998,98.459999,94.800003,96.959999,14453500,95.497971
"2022-03-02",98.370003,99.970001,97.190002,98.040001,16168000,96.561684
"2022-03-03",97.199997,98.190002,95.629997,97.410004,8704900,95.941185
"2022-03-04",97.610001,100.339996,97.440002,100.269997,10977300,98.758057
"2022-03-07",101.489998,103.769997,99.120003,101.269997,13788800,99.742973
"2022-03-08",101.510002,104.440002,95.860001,98.800003,17231400,97.310219
"2022-03-09",95.360001,98.720001,92.760002,96.209999,12656200,94.759277
"2022-03-10",97.279999,99.830002,96.440002,99.720001,9481000,98.216354
"2022-03-11",98.830002,101.059998,98.160004,98.410004,7666500,96.926109
"2022-03-14",97.379997,97.550003,94.209999,96.550003,10532200,95.094154
"2022-03-15",92.860001,95.82,92.32,95.050003,8863600,93.616776
"2022-03-16",95.199997,95.760002,94.099998,94.82,9314200,93.390236
"2022-03-17",96.650002,99.07,96.510002,98.830002,8868300,97.339775
"2022-03-18",99.110001,100.150002,98.470001,99.599998,16146900,98.09816
"2022-03-21",101.169998,103.970001,100.870003,102.760002,8107400,101.21051
"2022-03-22",102.669998,102.870003,100.32,101.769997,6377500,100.235428
"2022-03-23",103.220001,105.019997,103.190002,104.370003,7681500,102.796242
"2022-03-24",104.970001,105.849998,103.75,104.540001,6192500,102.963669
"2022-03-25",104.169998,107.519997,103.82,107.5,7833800,105.879036
"2022-03-28",105.059998,105.139999,103.010002,103.5,6091100,101.939354
"2022-03-29",99.989998,100.940002,97.839996,100.690002,10977600,99.171722
"2022-03-30",101.339996,102.760002,100.599998,101.099998,6069200,99.873108
"2022-03-31",100,102.449997,99.400002,100,9777900,98.786461
"2022-04-01",100.150002,101.660004,99.279999,100.580002,6934100,99.359421
"2022-04-04",101.410004,101.910004,99.620003,100.550003,4946500,99.329781
"2022-04-05",100.849998,101.660004,97.900002,98.050003,5708100,96.860123
"2022-04-06",99.75,100.169998,96.82,97.540001,5680000,96.356316
"2022-04-07",98.730003,100.199997,96.910004,99.959999,6285300,98.746941
"2022-04-08",100.690002,103.309998,100.529999,103.050003,6175200,101.799446
"2022-04-11",101.900002,102,97.790001,97.980003,7002200,96.79097
"2022-04-12",100.050003,101.879997,99.410004,100,7412100,98.786461
"2022-04-13",101.080002,101.730003,98.919998,100.230003,7365100,99.013672
"2022-04-14",100.190002,102.379997,99.839996,101.370003,6337800,100.139832
"2022-04-18",102.709999,104.110001,101.699997,103.470001,4867000,102.214348
"2022-04-19",102.830002,103.580002,101.019997,101.559998,5331700,100.32753
"2022-04-20",102.099998,103.470001,101.379997,102.669998,6059200,101.424049
"2022-04-21",103.120003,103.760002,98.309998,98.669998,6290600,97.472595
"2022-04-22",97.870003,99.449997,95.769997,96.010002,6483900,94.844879
"2022-04-25",93,93.419998,88.800003,91.660004,11913400,90.547668
"2022-04-26",92.510002,94.290001,91.300003,91.32,5970100,90.211792
"2022-04-27",91.720001,93.93,88.769997,93.059998,6765800,91.930679
"2022-04-28",93.040001,98.459999,91.199997,97.550003,9520600,96.366188
"2022-04-29",97.75,98.809998,94.919998,95.519997,8777700,94.360817
"2022-05-02",94.269997,96.050003,92.580002,95.919998,6980500,94.755966
"2022-05-03",96.68,99.529999,96.139999,98.93,5748000,97.729446
"2022-05-04",101,104.190002,99.110001,103.860001,7989800,102.599617
"2022-05-05",104.589996,106.589996,100.529999,102.860001,10593000,101.611748
"2022-05-06",104.169998,107.709999,102.800003,107.690002,9213100,106.383141
"2022-05-09",105.169998,105.5,96.480003,97.199997,9750900,96.020432
"2022-05-10",98.879997,101.519997,95.970001,98,7845900,96.810722
"2022-05-11",99.709999,102.889999,98.800003,99.040001,6651600,97.838104
"2022-05-12",98.449997,99.660004,95.470001,99.599998,7244400,98.391312
"2022-05-13",100.830002,103.809998,100.699997,102.910004,6549900,101.661148
"2022-05-16",103.080002,107.089996,102.639999,105.5,7990600,104.68766
"2022-05-17",107.080002,108.300003,105.709999,107.019997,6577500,106.195953
"2022-05-18",107.720001,108.099998,102.760002,104.480003,8957000,103.675514
"2022-05-19",101.830002,106.709999,101.830002,104.610001,6784100,103.804512
"2022-05-20",105.129997,107.550003,102.190002,105.019997,6717700,104.211349
"2022-05-23",106.040001,109.43,105.769997,109.019997,8646900,108.18055
"2022-05-24",107.949997,109.980003,106.300003,109.480003,6859100,108.637016
"2022-05-25",109.949997,111.529999,109.550003,111.199997,6707000,110.343765
"2022-05-26",112.629997,114.599998,112.18,113.150002,6159000,112.278755
"2022-05-27",112.150002,114.599998,111.870003,114.599998,6788700,113.71759
"2022-05-31",116.230003,117.989998,111.32,112.360001,17278500,111.494843
"2022-06-01",114.360001,117.300003,114.18,115.75,7246600,114.858734
"2022-06-02",114.260002,115.949997,113.110001,114.959999,5042700,114.074821
"2022-06-03",115.449997,118.419998,115.120003,118.120003,5387100,117.210487
"2022-06-06",118.190002,118.809998,116.620003,117.379997,5608400,116.476181
"2022-06-07",117.18,122.709999,117.129997,122.709999,8559000,121.765144
"2022-06-08",122.720001,124.080002,121.5,121.860001,7010900,120.921692
"2022-06-09",120.620003,121.779999,118.43,118.559998,6643000,117.647095
"2022-06-10",117,119.639999,115.300003,116.830002,7298800,115.93042
"2022-06-13",112.449997,114.019997,108.370003,111.760002,9516900,110.89946
"2022-06-14",114.019997,116.160004,110.040001,111.489998,7737700,110.631538
"2022-06-15",111.489998,112.059998,107.589996,109.330002,7681400,108.488174
"2022-06-16",105.010002,106.209999,101.129997,102.419998,11848400,101.631371
"2022-06-17",101.489998,102.339996,92.809998,93.739998,24455100,93.018211
"2022-06-21",96.019997,100.099998,95.980003,99.279999,10454900,98.515549
"2022-06-22",92.849998,95.050003,91.459999,93.059998,11284200,92.343445
"2022-06-23",93.75,94.199997,87.260002,87.889999,13554900,87.213257
"2022-06-24",90,92.050003,88.360001,90.910004,12282400,90.210007
"2022-06-27",91.580002,93.790001,90.949997,92.230003,8986100,92.230003
"2022-06-28",94.980003,97.07,93.550003,95.220001,8903000,95.220001
"2022-06-29",96.889999,97.449997,91.279999,91.459999,7990100,91.459999
