"","LIN.Open","LIN.High","LIN.Low","LIN.Close","LIN.Volume","LIN.Adjusted"
"2022-01-04",338.959991,345.630005,338.269989,344.809998,1919900,342.174835
"2022-01-05",347.690002,352.179993,346.320007,346.410004,1654900,343.762573
"2022-01-06",344.679993,345.5,337.700012,338.01001,1649400,335.426788
"2022-01-07",338.019989,338.190002,333.299988,336.279999,1441000,333.710022
"2022-01-10",333.420013,335.549988,330.649994,335.429993,1415600,332.866486
"2022-01-11",334.190002,336.470001,331,336.429993,1571700,333.858856
"2022-01-12",338.309998,341.920013,337.179993,341.290009,1274400,338.681732
"2022-01-13",338.279999,339.940002,332.790009,333.410004,1446200,330.861969
"2022-01-14",329.149994,330.73999,325.170013,328.630005,1850700,326.1185
"2022-01-18",322.829987,323.799988,318.459991,321.160004,2207400,318.705566
"2022-01-19",325.359985,326.820007,321.859985,322.190002,1442400,319.727692
"2022-01-20",323.820007,327.600006,321.25,321.679993,1611700,319.221588
"2022-01-21",320.700012,322.019989,315.5,316.119995,1921800,313.704071
"2022-01-24",313.799988,316.779999,304.130005,316.160004,2877700,313.743774
"2022-01-25",310.369995,316.220001,306.299988,313.589996,1941600,311.19342
"2022-01-26",317.100006,317.73999,305.76001,308.929993,2092900,306.569
"2022-01-27",310.730011,314.059998,307.299988,311.350006,2151600,308.97052
"2022-01-28",307.359985,314.970001,305.420013,314.940002,1898400,312.533081
"2022-01-31",310.059998,318.899994,309.549988,318.679993,2381400,316.244476
"2022-02-01",320.440002,322.079987,315.929993,321.410004,1875800,318.953644
"2022-02-02",320.329987,324.51001,320,322.290009,1730400,319.826935
"2022-02-03",319.070007,319.519989,310.980011,311.799988,1556300,309.417053
"2022-02-04",301.410004,304.410004,297.51001,297.980011,3291600,295.702728
"2022-02-07",296.709991,299.640015,295.51001,296.470001,2533400,294.204254
"2022-02-08",296.519989,299.640015,294.920013,298.709991,1993000,296.427124
"2022-02-09",302.769989,304.970001,301.75,304.149994,1880800,301.825531
"2022-02-10",309.690002,316.850006,307.290009,308.850006,2497900,306.489655
"2022-02-11",306.980011,309.100006,293.51001,294.730011,2209700,292.47757
"2022-02-14",294.220001,295.850006,290.320007,293.51001,1774400,291.266907
"2022-02-15",300.570007,302.619995,298.920013,301.899994,1697600,299.592743
"2022-02-16",301.309998,305.269989,299.109985,303.829987,1805400,301.507996
"2022-02-17",301.970001,302.649994,298,298.970001,2055900,296.68515
"2022-02-18",299.809998,305.26001,298.630005,302.859985,2871400,300.54541
"2022-02-22",291.200012,295.070007,289.73999,293.589996,3590700,291.346252
"2022-02-23",295.850006,297.119995,290.649994,291.089996,3391600,288.865356
"2022-02-24",276.75,285.899994,276.75,285.25,4444500,283.070007
"2022-02-25",287.679993,297.649994,287.600006,297.48999,2888900,295.216431
"2022-02-28",287.959991,294.720001,287.959991,293.23999,3233300,290.998932
"2022-03-01",292,293.130005,280.549988,282.559998,3439200,280.400543
"2022-03-02",284.119995,292.029999,282.440002,290.200012,2964500,287.982178
"2022-03-03",290.579987,291.850006,285.670013,287.410004,3092200,285.21347
"2022-03-04",278.359985,281.540009,276.369995,281.429993,3849600,279.279175
"2022-03-07",280.839996,281.220001,269.869995,270.98999,3732000,268.918976
"2022-03-08",273.5,278.579987,267.51001,271.440002,3117300,269.36557
"2022-03-09",284.320007,296.299988,281.940002,292.769989,4117600,290.532501
"2022-03-10",280.540009,288.179993,280.160004,283.480011,2525900,282.442261
"2022-03-11",288.350006,289.5,280.329987,280.76001,2007300,279.732208
"2022-03-14",288.660004,292.640015,284.600006,285.359985,2541100,284.315369
"2022-03-15",290.170013,294.579987,287.339996,294.100006,3413500,293.023376
"2022-03-16",303.079987,308.309998,298.579987,304.529999,3535700,303.415192
"2022-03-17",302.890015,310.089996,302.140015,309.369995,2265300,308.237457
"2022-03-18",304.709991,312.570007,304.709991,311.660004,3242700,310.519104
"2022-03-21",311.529999,312.459991,308.320007,310.700012,1556300,309.562622
"2022-03-22",311.899994,313.399994,309.609985,312.130005,1721900,310.987366
"2022-03-23",307.73999,310.720001,306.950012,307.299988,1854000,306.175049
"2022-03-24",309.700012,318.130005,309.700012,318.040009,2115900,316.875732
"2022-03-25",320.640015,320.940002,315.75,318.73999,1813500,317.573181
"2022-03-28",319.369995,322.700012,319.040009,322.640015,1722500,321.458923
"2022-03-29",327.730011,329,320.73999,326.339996,2514200,325.145355
"2022-03-30",324.600006,326.540009,322.459991,325.619995,1526700,324.427979
"2022-03-31",323.529999,324.880005,319.220001,319.429993,2311300,318.260651
"2022-04-01",320.890015,322.899994,320.369995,322.730011,1477700,321.548584
"2022-04-04",320.369995,321.980011,319.179993,321.440002,1301800,320.263306
"2022-04-05",320.829987,325.040009,320.670013,321.769989,1376900,320.592072
"2022-04-06",316.019989,316.920013,312.130005,315.049988,2257600,313.896667
"2022-04-07",316.779999,319.5,314.359985,318.049988,1471400,316.885681
"2022-04-08",317.5,321.459991,317.130005,317.820007,1357200,316.656555
"2022-04-11",317.850006,319.420013,316.76001,317.149994,1235700,315.988983
"2022-04-12",314.910004,317.609985,312.890015,314,1827900,312.850525
"2022-04-13",314,319.429993,313.529999,319.25,1208900,318.081299
"2022-04-14",318.959991,320.700012,316.619995,318.519989,1785300,317.353973
"2022-04-18",318.48999,319.899994,315.690002,317.540009,915800,316.377563
"2022-04-19",315.089996,319.160004,314.559998,318.149994,1944600,316.985321
"2022-04-20",319.920013,327.869995,319.920013,326.369995,1957100,325.175232
"2022-04-21",331.190002,332.309998,323.579987,324.369995,1475000,323.182556
"2022-04-22",322.660004,322.660004,309.029999,309.720001,2339100,308.586212
"2022-04-25",311.299988,314.170013,306.519989,313.98999,2293300,312.840546
"2022-04-26",311.640015,313.549988,303.529999,303.529999,2500300,302.418854
"2022-04-27",304.369995,310.059998,303.470001,307.040009,2610900,305.916016
"2022-04-28",305.5,316.519989,303.019989,315.190002,3304900,314.036163
"2022-04-29",313.529999,318.899994,310.970001,311.959991,2534900,310.817993
"2022-05-02",314.559998,315.649994,306.899994,313.290009,2195400,312.143127
"2022-05-03",314.119995,316.690002,311.920013,314.01001,1771900,312.860504
"2022-05-04",314.809998,322.899994,312.140015,322.23999,1730100,321.060364
"2022-05-05",318.880005,319.679993,309.429993,312.609985,1769500,311.465607
"2022-05-06",305.480011,309.820007,303.790009,308.660004,2273000,307.53009
"2022-05-09",303.720001,305.600006,299.820007,300.269989,2027000,299.170776
"2022-05-10",306.200012,306.649994,298.089996,299.380005,2524900,298.284058
"2022-05-11",298.079987,306.730011,297.399994,300.450012,1759200,299.350128
"2022-05-12",296.51001,302.329987,296.320007,301.339996,2455200,300.236877
"2022-05-13",303.290009,311.179993,302.589996,308.769989,1845400,307.639648
"2022-05-16",307.350006,311.630005,304.929993,309.440002,1598800,308.30722
"2022-05-17",316.920013,318.899994,314.929993,318.769989,1396600,317.603058
"2022-05-18",314.619995,316.290009,308.910004,310.070007,1737200,308.934937
"2022-05-19",308.470001,314.100006,307.950012,310.700012,1957800,309.562622
"2022-05-20",315.51001,316.75,307.329987,315.179993,2372000,314.026215
"2022-05-23",319.920013,323.529999,318.730011,320.420013,1981100,319.24704
"2022-05-24",321,321.640015,315.690002,320.48999,1707700,319.316772
"2022-05-25",318.76001,320.040009,313.290009,315.850006,2260100,314.693756
"2022-05-26",317.549988,321.75,317.179993,320.329987,2651600,319.157349
"2022-05-27",323.910004,329.809998,323.359985,329.630005,1879000,328.423309
"2022-05-31",324.450012,327.850006,322.899994,324.679993,2510400,323.491425
"2022-06-01",323.529999,325.130005,317.799988,319.609985,1853800,318.439972
"2022-06-02",323.540009,333.399994,322.929993,333.179993,2282400,333.179993
"2022-06-03",330.290009,333.559998,329.820007,331.899994,1332800,331.899994
"2022-06-06",336.380005,337.98999,333.359985,335.51001,1728400,335.51001
"2022-06-07",331.540009,336.130005,331.200012,335.76001,1726100,335.76001
"2022-06-08",330.929993,333.75,327.290009,328.600006,1917000,328.600006
"2022-06-09",324.25,326.600006,318.589996,318.690002,1666100,318.690002
"2022-06-10",312.450012,313.290009,307.859985,310.890015,2007900,310.890015
"2022-06-13",302.630005,304.5,299.75,301.329987,2039600,301.329987
"2022-06-14",299.26001,300.109985,293.220001,295.619995,2420300,295.619995
"2022-06-15",299.600006,302.839996,294.059998,299.98999,1979500,299.98999
"2022-06-16",289.839996,291.609985,287.829987,289.720001,2986900,289.720001
"2022-06-17",285.040009,292.51001,283.670013,290.679993,5565600,290.679993
"2022-06-21",293.390015,300.609985,292.839996,298.779999,3779400,298.779999
"2022-06-22",293.589996,300.899994,293.339996,298.399994,2768900,298.399994
"2022-06-23",296.959991,299.790009,293,296.829987,2812400,296.829987
"2022-06-24",297.51001,304.619995,297.459991,303.230011,23958800,303.230011
"2022-06-27",299.619995,300.799988,295.48999,296.26001,2714300,296.26001
"2022-06-28",296.25,299,292.190002,293.399994,2535500,293.399994
"2022-06-29",291.130005,292.339996,288.640015,291.410004,1951200,291.410004
