"","CPB.Open","CPB.High","CPB.Low","CPB.Close","CPB.Volume","CPB.Adjusted"
"2022-01-14",45.849998,46.43,45.529999,46.380001,1814700,45.644905
"2022-01-18",46.25,46.43,45.639999,46.290001,2993000,45.556335
"2022-01-19",46.220001,46.77,45.91,46.040001,3406600,45.310299
"2022-01-20",45.959999,46.040001,44.799999,44.830002,5925300,44.119476
"2022-01-21",44.990002,45.540001,44.889999,45.299999,2199300,44.582024
"2022-01-24",45.439999,46.040001,44.529999,45.32,2421600,44.601707
"2022-01-25",45.130001,45.240002,44.310001,44.389999,2721400,43.686443
"2022-01-26",44.16,44.59,43.259998,43.529999,4375500,42.840076
"2022-01-27",43.779999,44.669998,43.779999,44.209999,1758300,43.509296
"2022-01-28",44.029999,44.310001,43.689999,44.220001,2465400,43.519142
"2022-01-31",44.040001,44.349998,43.740002,44.119999,4713900,43.420723
"2022-02-01",44.080002,44.360001,43.490002,44.150002,2444800,43.450253
"2022-02-02",44.049999,44.810001,43.990002,44.540001,2105800,43.834072
"2022-02-03",44.549999,44.970001,44.290001,44.599998,1681200,43.893116
"2022-02-04",44.450001,44.450001,42.939999,43.09,3403100,42.407051
"2022-02-07",43.200001,43.75,42.849998,43.540001,1871600,42.849918
"2022-02-08",43.75,43.900002,43.490002,43.619999,1838600,42.92865
"2022-02-09",43.689999,43.75,43.41,43.459999,1684300,42.771187
"2022-02-10",43.459999,43.799999,43.080002,43.189999,2090500,42.505466
"2022-02-11",43.32,44.259998,43.220001,44.150002,2167400,43.450253
"2022-02-14",44.279999,44.450001,43.130001,44.029999,1769300,43.33215
"2022-02-15",44.16,44.59,43.93,44.130001,1911200,43.430569
"2022-02-16",44.209999,44.610001,43.380001,43.669998,2240600,42.977856
"2022-02-17",43.599998,44.360001,43.59,44.189999,3976600,43.489613
"2022-02-18",44.16,44.98,44.099998,44.950001,6644600,44.237572
"2022-02-22",44.950001,45.23,44.389999,44.689999,2858000,43.981689
"2022-02-23",44.900002,45.07,44.52,44.669998,2343000,43.962009
"2022-02-24",44.32,44.540001,42.419998,43.540001,3558800,42.849918
"2022-02-25",43.73,45.23,43.59,45.189999,1959100,44.473766
"2022-02-28",44.560001,45.099998,44.389999,44.970001,2060200,44.257252
"2022-03-01",44.84,45.279999,44.09,44.41,2365000,43.706127
"2022-03-02",44.5,45.549999,44.18,45.150002,3468700,44.434402
"2022-03-03",45.209999,45.91,45.169998,45.549999,2194100,44.828064
"2022-03-04",45,45.869999,44.91,45.549999,3354300,44.828064
"2022-03-07",45.310001,45.869999,44.720001,45.52,3639700,44.798538
"2022-03-08",45.400002,45.66,42.290001,42.299999,6265800,41.62957
"2022-03-09",42.779999,43.98,42.540001,42.630001,3872000,41.954342
"2022-03-10",42.360001,43.400002,41.73,41.869999,2580000,41.206387
"2022-03-11",41.990002,42.5,41.849998,42.169998,2412600,41.501629
"2022-03-14",41.900002,43.099998,41.740002,42.810001,2087100,42.131493
"2022-03-15",43.009998,43.68,42.959999,43.470001,2424100,42.781029
"2022-03-16",43.490002,43.5,42.27,42.66,1988600,41.983864
"2022-03-17",42.700001,43.099998,42.34,42.740002,1439400,42.062599
"2022-03-18",42.669998,42.77,42.200001,42.43,3758900,41.757511
"2022-03-21",42.610001,43.18,42.450001,42.470001,1528000,41.796879
"2022-03-22",42.560001,43.189999,42.470001,42.990002,1999700,42.30864
"2022-03-23",43.299999,43.82,42.990002,43.009998,2260100,42.328316
"2022-03-24",43.029999,43.560001,43,43.32,1405000,42.633404
"2022-03-25",43.48,44.549999,43.389999,44.529999,1947300,43.824226
"2022-03-28",44.200001,44.299999,43.509998,44.150002,1513800,43.450253
"2022-03-29",44.540001,44.950001,44.369999,44.73,1665700,44.021057
"2022-03-30",44.439999,44.59,43.77,44.099998,3071700,43.401039
"2022-03-31",44.119999,44.73,43.919998,44.57,1952700,43.863594
"2022-04-01",44.5,45.060001,43.990002,45.049999,1885500,44.335987
"2022-04-04",44.950001,45.009998,44.049999,44.990002,1893500,44.276936
"2022-04-05",44.98,45.540001,44.779999,44.880001,2552600,44.168678
"2022-04-06",44.610001,45.040001,44.349998,44.889999,2165300,44.545765
"2022-04-07",44.900002,45.27,44.66,45.16,1545400,44.813698
"2022-04-08",45.310001,45.540001,45.02,45.470001,1665900,45.121319
"2022-04-11",45.73,46.09,45.57,45.77,1428900,45.419018
"2022-04-12",45.610001,46.080002,45.349998,45.709999,1536900,45.359478
"2022-04-13",45.59,45.84,45.330002,45.810001,1451900,45.458714
"2022-04-14",46,46.43,45.869999,46.200001,1424400,45.845722
"2022-04-18",46.200001,46.290001,45.290001,45.470001,1118300,45.121319
"2022-04-19",45.529999,46.34,45.529999,46.200001,1458800,45.845722
"2022-04-20",46.240002,47.25,46.240002,47.139999,1427700,46.778511
"2022-04-21",47.139999,47.799999,47,47.48,1774900,47.115906
"2022-04-22",47.57,47.790001,46.919998,46.939999,1964200,46.580044
"2022-04-25",47.080002,47.34,45.939999,46.830002,2012300,46.47089
"2022-04-26",46.810001,47.200001,46.330002,46.360001,1892700,46.004494
"2022-04-27",46.599998,47.299999,46.439999,47.040001,2526900,46.679279
"2022-04-28",47.299999,48.290001,46.990002,48.27,2802300,47.899849
"2022-04-29",48.040001,48.32,47.150002,47.220001,2354700,46.857899
"2022-05-02",47.59,47.939999,45.73,46.900002,2969300,46.540356
"2022-05-03",46.990002,47.669998,46.799999,47.119999,2125700,46.758663
"2022-05-04",47.130001,48.049999,47,48,1837400,47.63192
"2022-05-05",47.799999,48.880001,47.799999,48.619999,3219400,48.247162
"2022-05-06",48.57,49.849998,48.509998,49.669998,3050400,49.289108
"2022-05-09",49.509998,51.939999,49.34,51.389999,6194400,50.995922
"2022-05-10",51.169998,51.490002,49.419998,49.580002,3560500,49.199802
"2022-05-11",49.5,50.200001,49.16,49.349998,1953100,48.971565
"2022-05-12",49.700001,50.259998,49.540001,50.009998,2036900,49.626503
"2022-05-13",50.200001,50.57,49.84,50.549999,1706000,50.162361
"2022-05-16",50.630001,50.880001,50.169998,50.66,1143000,50.271519
"2022-05-17",50.279999,50.650002,48.59,50.279999,2909600,49.894432
"2022-05-18",49.52,49.93,46.029999,46.220001,3912200,45.86557
"2022-05-19",45.799999,46.57,45.02,46.060001,2583200,45.706795
"2022-05-20",46.18,46.490002,44.950001,46.029999,3409700,45.677025
"2022-05-23",46.5,46.889999,45.939999,46.16,2285900,45.806026
"2022-05-24",46.360001,47.869999,46.240002,47.759998,2615900,47.393757
"2022-05-25",47.759998,48.060001,47.32,47.98,2121100,47.612072
"2022-05-26",47.810001,48.34,47.650002,47.900002,1849100,47.532688
"2022-05-27",47.990002,48.240002,47.669998,48.209999,1554200,47.840305
"2022-05-31",47.959999,48.130001,47.07,47.91,5458500,47.542606
"2022-06-01",47.860001,47.98,46.220001,47,2458200,46.639587
"2022-06-02",46.860001,46.93,44.66,45.75,4454700,45.39917
"2022-06-03",45.810001,46.110001,45.389999,45.73,2478400,45.379326
"2022-06-06",46,46.18,45.630001,45.91,1998600,45.557945
"2022-06-07",45.360001,46.639999,45.310001,46.599998,3181400,46.242653
"2022-06-08",47.450001,48.240002,46.119999,47.310001,5123400,46.947212
"2022-06-09",47.560001,48.799999,46.970001,47,3877100,46.639587
"2022-06-10",46.75,47.77,46.470001,46.93,2851300,46.570122
"2022-06-13",46.700001,47.080002,45.650002,45.860001,2676800,45.508327
"2022-06-14",45.959999,46.43,44.84,45.439999,2569100,45.091549
"2022-06-15",45.509998,45.93,45,45.310001,2610500,44.962547
"2022-06-16",44.959999,45.57,44.369999,45.18,2649600,44.833542
"2022-06-17",45.470001,46.049999,44.689999,45.389999,8967700,45.041931
"2022-06-21",46.439999,47.279999,45.43,47,3000100,46.639587
"2022-06-22",46.869999,47.400002,46.389999,46.970001,2385600,46.609818
"2022-06-23",47,47.599998,46.830002,47.400002,2255700,47.036522
"2022-06-24",47.610001,48.52,47.02,48.439999,3771800,48.068542
"2022-06-27",48.290001,48.5,47.900002,48.139999,1895100,47.770844
"2022-06-28",48.330002,48.450001,47.599998,47.889999,2188100,47.522762
"2022-06-29",48.169998,48.860001,48.029999,48.400002,2371800,48.028851
