"","ADBE.Open","ADBE.High","ADBE.Low","ADBE.Close","ADBE.Volume","ADBE.Adjusted"
"2022-01-11",525.549988,535.179993,520.97998,529.890015,3422200,529.890015
"2022-01-12",533.090027,541.590027,529.280029,532.369995,2901800,532.369995
"2022-01-13",532.219971,535.27002,516.320007,516.900024,3406500,516.900024
"2022-01-14",514.48999,522.570007,511.269989,520.599976,2659800,520.599976
"2022-01-18",510.390015,519.390015,504.980011,513.340027,3461000,513.340027
"2022-01-19",516.47998,528.919983,515.299988,516.580017,2985900,516.580017
"2022-01-20",522.380005,532.030029,509.640015,510.850006,3208100,510.850006
"2022-01-21",508.5,513.859985,499.269989,499.910004,4276100,499.910004
"2022-01-24",491.070007,520.429993,483.309998,519.659973,7538000,519.659973
"2022-01-25",505.51001,514.26001,500.01001,502.720001,4051500,502.720001
"2022-01-26",514,520.48999,494.220001,500.809998,4449500,500.809998
"2022-01-27",508.940002,513.22998,485.619995,493.049988,5865400,493.049988
"2022-01-28",494.089996,519,480.619995,518.159973,4339000,518.159973
"2022-01-31",518.97998,534.940002,514.390015,534.299988,3995100,534.299988
"2022-02-01",536,538.77002,527.719971,535.97998,2307400,535.97998
"2022-02-02",536.25,540.460022,529.320007,533.090027,2494100,533.090027
"2022-02-03",522.869995,525.179993,508.75,510.829987,3058700,510.829987
"2022-02-04",503.769989,519.969971,503.769989,513.539978,2583700,513.539978
"2022-02-07",516,516,500.950012,507.100006,3120500,507.100006
"2022-02-08",501.630005,513.51001,501.070007,511.309998,3205500,511.309998
"2022-02-09",520.349976,522.47998,515.059998,521.75,2542200,521.75
"2022-02-10",508.079987,514.47998,492.279999,495.019989,4735800,495.019989
"2022-02-11",497.920013,499.929993,472.899994,473.970001,5027000,473.970001
"2022-02-14",473.200012,478.570007,469.209991,474.01001,3372100,474.01001
"2022-02-15",482.529999,482.529999,472.390015,479.5,3743100,479.5
"2022-02-16",476.48999,480.209991,467.269989,477.700012,3750500,477.700012
"2022-02-17",473.140015,476.450012,456.049988,457.709991,4021100,457.709991
"2022-02-18",458.690002,459.299988,441.769989,442.559998,5194200,442.559998
"2022-02-22",440.350006,451.089996,435.049988,438.399994,4287600,438.399994
"2022-02-23",447.779999,449.589996,428.059998,429.450012,4263000,429.450012
"2022-02-24",418.589996,465.929993,416.809998,463.820007,6448800,463.820007
"2022-02-25",465.390015,468.519989,456.019989,465.540009,2869700,465.540009
"2022-02-28",462.399994,468.480011,458.859985,467.679993,3302300,467.679993
"2022-03-01",468,479.209991,462.920013,466.679993,3352800,466.679993
"2022-03-02",471.940002,477.48999,466.040009,471.179993,2948500,471.179993
"2022-03-03",475.829987,476.049988,455.450012,459.079987,2906300,459.079987
"2022-03-04",455.48999,463.519989,447,452.130005,2751600,452.130005
"2022-03-07",456.220001,457.679993,437.179993,437.970001,3676100,437.970001
"2022-03-08",432.51001,443.799988,421.359985,431.529999,3734800,431.529999
"2022-03-09",443.799988,453.109985,438.929993,450.869995,2905700,450.869995
"2022-03-10",444.679993,447.649994,433.01001,438.950012,2722300,438.950012
"2022-03-11",439.660004,440.609985,415.429993,416.380005,4434500,416.380005
"2022-03-14",413.359985,422.380005,407.940002,411.5,3731400,411.5
"2022-03-15",415.970001,422.959991,413.170013,421.660004,3201700,421.660004
"2022-03-16",431.73999,442.519989,424.350006,442.359985,4141200,442.359985
"2022-03-17",441.26001,446.820007,436.51001,444.359985,3556700,444.359985
"2022-03-18",439.200012,453.73999,435.790009,453.329987,5898100,453.329987
"2022-03-21",451.420013,459.579987,445.950012,453.589996,3704200,453.589996
"2022-03-22",453.5,471.980011,450.690002,466.450012,5377000,466.450012
"2022-03-23",437.51001,437.980011,416.470001,422.899994,13979800,422.899994
"2022-03-24",426.079987,432.209991,421.48999,432.140015,5544300,432.140015
"2022-03-25",435.440002,438.619995,426,431.619995,3283600,431.619995
"2022-03-28",433.420013,450.320007,433.149994,450.01001,4472600,450.01001
"2022-03-29",459.160004,467.799988,452.440002,466.329987,4323800,466.329987
"2022-03-30",461.519989,466.769989,456.839996,460.059998,3889200,460.059998
"2022-03-31",461.589996,465.429993,455.429993,455.619995,4141300,455.619995
"2022-04-01",455,461.549988,450.959991,458.190002,2718400,458.190002
"2022-04-04",461.040009,473.48999,460.609985,468.809998,2974500,468.809998
"2022-04-05",469.320007,471.76001,455.070007,458.579987,2481900,458.579987
"2022-04-06",448.23999,450.01001,439.570007,444.329987,3824900,444.329987
"2022-04-07",444.089996,455.920013,440.76001,452.720001,2757800,452.720001
"2022-04-08",449.950012,454.410004,443.369995,445.339996,2260700,445.339996
"2022-04-11",438.809998,440,429.73999,434.440002,2932100,434.440002
"2022-04-12",442.690002,444.440002,425.160004,426.769989,2199000,426.769989
"2022-04-13",427.299988,433.519989,425.670013,431.670013,3078900,431.670013
"2022-04-14",435.859985,435.950012,420.029999,420.440002,2597000,420.440002
"2022-04-18",419.399994,429.690002,418.730011,425.470001,2594700,425.470001
"2022-04-19",422.019989,437.48999,420.640015,436.399994,1962700,436.399994
"2022-04-20",440.589996,442.440002,427.200012,428.109985,2094400,428.109985
"2022-04-21",432.690002,438.940002,416.359985,417.480011,2390100,417.480011
"2022-04-22",420.709991,424.329987,408.019989,408.670013,3198800,408.670013
"2022-04-25",405.700012,414.079987,401.670013,413.950012,3368800,413.950012
"2022-04-26",410.170013,411.609985,397.470001,399.119995,2820100,399.119995
"2022-04-27",401.440002,412.459991,396.809998,397.899994,3080700,397.899994
"2022-04-28",406.130005,414.269989,398.48999,410.529999,2593900,410.529999
"2022-04-29",407.470001,413,394.640015,395.950012,3033200,395.950012
"2022-05-02",397.130005,407.980011,394.040009,407.290009,3010000,407.290009
"2022-05-03",406.589996,413.929993,403.5,407.579987,2196100,407.579987
"2022-05-04",407.290009,424.230011,395.049988,423.350006,3330400,423.350006
"2022-05-05",415.549988,417.98999,395.709991,400.51001,3507700,400.51001
"2022-05-06",395,401.26001,382.820007,391.01001,3522200,391.01001
"2022-05-09",381.950012,389.630005,374.859985,376.910004,4324900,376.910004
"2022-05-10",385.720001,400.829987,374.779999,393.029999,5334400,393.029999
"2022-05-11",389.98999,409.98999,377.809998,379.329987,3822000,379.329987
"2022-05-12",373.399994,390.130005,370.269989,388.48999,4048200,388.48999
"2022-05-13",396.470001,408.970001,393.940002,405.450012,3379300,405.450012
"2022-05-16",399.73999,407.170013,396.600006,402.859985,2645200,402.859985
"2022-05-17",413.079987,416.720001,403.540009,409.649994,2614700,409.649994
"2022-05-18",404.380005,411.660004,396.109985,397.880005,2915900,397.880005
"2022-05-19",399.01001,403.040009,391.570007,394.380005,2797200,394.380005
"2022-05-20",401.390015,406.23999,385.619995,399.089996,3432400,399.089996
"2022-05-23",404.01001,407.880005,398.890015,406.76001,2337500,406.76001
"2022-05-24",401.609985,404.329987,391.040009,398.410004,2630800,398.410004
"2022-05-25",395.320007,406.100006,394.709991,402.5,2726700,402.5
"2022-05-26",405.089996,411.549988,402.459991,408.600006,2419500,408.600006
"2022-05-27",414.799988,428.549988,414.630005,428.220001,3560400,428.220001
"2022-05-31",427.220001,427.290009,412.790009,416.480011,7944200,416.480011
"2022-06-01",428,437.549988,413.790009,418.160004,3409900,418.160004
"2022-06-02",418.109985,441.899994,415.839996,441.279999,3415700,441.279999
"2022-06-03",430.709991,438.01001,427.26001,429.76001,2355300,429.76001
"2022-06-06",437.589996,440,427.040009,429.459991,1563800,429.459991
"2022-06-07",423.980011,435.200012,423.119995,433.420013,1611200,433.420013
"2022-06-08",430.540009,433.75,426.420013,428.839996,1790100,428.839996
"2022-06-09",424.170013,436.040009,423.480011,426.420013,2572400,426.420013
"2022-06-10",412.899994,413.959991,390.190002,393.839996,4406100,393.839996
"2022-06-13",377.359985,385.649994,371.089996,371.649994,4724800,371.649994
"2022-06-14",371.440002,376.890015,367.309998,370.820007,3197200,370.820007
"2022-06-15",376.029999,382.75,368.5,376.920013,3664500,376.920013
"2022-06-16",369.369995,376.119995,360.899994,365.079987,5775300,365.079987
"2022-06-17",349.23999,367.320007,338,360.790009,9475100,360.790009
"2022-06-21",355.019989,372.799988,353.51001,362.98999,5343500,362.98999
"2022-06-22",360.790009,372.549988,358.220001,365.329987,3168200,365.329987
"2022-06-23",371.709991,378.179993,367.470001,376.640015,2534300,376.640015
"2022-06-24",380.640015,388.059998,378.220001,387.720001,3305300,387.720001
"2022-06-27",388.799988,389.390015,379.380005,381.070007,2244600,381.070007
"2022-06-28",381,382.980011,364.450012,365.630005,2654500,365.630005
"2022-06-29",367.940002,370.369995,362.640015,368.5,2027900,368.5
