"","ISRG.Open","ISRG.High","ISRG.Low","ISRG.Close","ISRG.Volume","ISRG.Adjusted"
"2022-01-05",352.48999,355.700012,341.649994,341.950012,1804800,341.950012
"2022-01-06",339.880005,341.709991,333.380005,334.179993,1701800,334.179993
"2022-01-07",330.940002,333.070007,323.230011,324.290009,1746900,324.290009
"2022-01-10",321.179993,325.809998,315.25,325.529999,2057500,325.529999
"2022-01-11",325.769989,328.160004,318.73999,328.019989,1825200,328.019989
"2022-01-12",324.809998,327.140015,319.559998,323.160004,2106800,323.160004
"2022-01-13",324.980011,325.01001,312.390015,313.209991,1717800,313.209991
"2022-01-14",310.390015,311.51001,303.890015,307.73999,2299900,307.73999
"2022-01-18",301.369995,301.480011,294.670013,295.48999,2313900,295.48999
"2022-01-19",296.070007,299.630005,293,293.459991,1917900,293.459991
"2022-01-20",296,304.429993,291.820007,292.730011,2772300,292.730011
"2022-01-21",275.040009,281.579987,267.299988,269.529999,5584200,269.529999
"2022-01-24",264.619995,272.779999,254.199997,271.980011,4706500,271.980011
"2022-01-25",261.640015,268.399994,260.299988,264.140015,2768200,264.140015
"2022-01-26",269,275.01001,261.200012,264.459991,3512700,264.459991
"2022-01-27",267.589996,270.829987,261.019989,262.769989,2584300,262.769989
"2022-01-28",264.420013,272.040009,258.119995,271.790009,2712800,271.790009
"2022-01-31",276.230011,285.230011,273.809998,284.179993,2993400,284.179993
"2022-02-01",285.179993,289.700012,281.609985,286.51001,2098700,286.51001
"2022-02-02",292.079987,295.26001,289.070007,292.940002,2328900,292.940002
"2022-02-03",286.839996,291.959991,284.910004,285.600006,1920200,285.600006
"2022-02-04",282.850006,288.290009,280.459991,285.730011,1633900,285.730011
"2022-02-07",284.410004,290.899994,283.559998,284.890015,1721500,284.890015
"2022-02-08",283.649994,285.350006,277.809998,283.390015,2047900,283.390015
"2022-02-09",287.109985,292.940002,287.109985,292.179993,2141900,292.179993
"2022-02-10",287.690002,294.980011,286.73999,292.48999,2882900,292.48999
"2022-02-11",291.529999,294.480011,282.200012,283.160004,2267400,283.160004
"2022-02-14",283.23999,286.170013,279.029999,281.140015,1563300,281.140015
"2022-02-15",285,290.609985,284.799988,289.309998,1413700,289.309998
"2022-02-16",289,292.359985,282.720001,291.140015,1797200,291.140015
"2022-02-17",289.470001,290,283.5,284.079987,1573500,284.079987
"2022-02-18",283.369995,286.600006,280.23999,280.779999,1423600,280.779999
"2022-02-22",278.119995,287.320007,277.350006,284,2116800,284
"2022-02-23",284.950012,286.450012,275.559998,276.5,1706000,276.5
"2022-02-24",266.220001,289.290009,266.019989,288.380005,2733700,288.380005
"2022-02-25",289.079987,293.619995,284.649994,293.51001,1454800,293.51001
"2022-02-28",290.209991,293.329987,286.470001,290.329987,1644400,290.329987
"2022-03-01",289.959991,293.790009,287.01001,291.549988,1645700,291.549988
"2022-03-02",294.149994,300.720001,291.809998,299.01001,1748300,299.01001
"2022-03-03",301.220001,304.279999,298.410004,299.820007,2098600,299.820007
"2022-03-04",296.709991,303,294.720001,302.279999,1995700,302.279999
"2022-03-07",300.5,304.679993,291.609985,292.690002,2866200,292.690002
"2022-03-08",286.660004,288.980011,268.920013,269.320007,3452100,269.320007
"2022-03-09",277.450012,279.799988,272.73999,278.820007,2080700,278.820007
"2022-03-10",272.890015,276.720001,271,275.720001,1331100,275.720001
"2022-03-11",278.25,281.75,273.459991,273.690002,1841900,273.690002
"2022-03-14",272.339996,277.809998,262.529999,263.799988,2722100,263.799988
"2022-03-15",267.649994,270.839996,265,270,3024600,270
"2022-03-16",273.549988,279.769989,268.709991,277.850006,2429800,277.850006
"2022-03-17",277.73999,283.5,276.529999,282.950012,1799900,282.950012
"2022-03-18",283.309998,291.200012,278.559998,290.109985,3152700,290.109985
"2022-03-21",287.660004,290.089996,279.51001,283.279999,1646000,283.279999
"2022-03-22",283.109985,287.910004,281.73999,286.440002,1529300,286.440002
"2022-03-23",284.519989,284.519989,274.519989,275.200012,1639600,275.200012
"2022-03-24",276.820007,281.190002,273.649994,281.079987,1513300,281.079987
"2022-03-25",285.089996,286.940002,282.279999,286.869995,1435100,286.869995
"2022-03-28",286.040009,295.459991,285.320007,294.950012,1963600,294.950012
"2022-03-29",298.350006,302.51001,298.350006,302,1618900,302
"2022-03-30",301.679993,306.589996,299.519989,304.440002,1914800,304.440002
"2022-03-31",305.079987,307.850006,301.589996,301.679993,2733600,301.679993
"2022-04-01",304,306.070007,301.200012,305.540009,1470400,305.540009
"2022-04-04",306.5,308.970001,301.089996,302.25,1561100,302.25
"2022-04-05",301.98999,303.799988,293.339996,295.920013,1488800,295.920013
"2022-04-06",290.950012,291.769989,283.25,288.670013,1939600,288.670013
"2022-04-07",286.380005,293.559998,286.119995,291.820007,1329400,291.820007
"2022-04-08",290.040009,293,287.079987,289.859985,959800,289.859985
"2022-04-11",286.279999,286.679993,278.470001,278.959991,1391300,278.959991
"2022-04-12",281.059998,286.399994,276.190002,277.850006,1138800,277.850006
"2022-04-13",279.170013,286.25,278.600006,285.220001,1133500,285.220001
"2022-04-14",286.100006,287.149994,278.950012,279.700012,1582500,279.700012
"2022-04-18",278.98999,280.279999,273.410004,276.350006,1127100,276.350006
"2022-04-19",278.5,295.690002,278.040009,294.859985,2660000,294.859985
"2022-04-20",297.079987,307.369995,294.929993,302.899994,2161000,302.899994
"2022-04-21",303.320007,308,293.809998,294.570007,2496800,294.570007
"2022-04-22",275,276.320007,251.520004,252.339996,6845300,252.339996
"2022-04-25",250.289993,259.720001,250.289993,255.119995,3253900,255.119995
"2022-04-26",253.039993,255.639999,244.440002,244.520004,2484400,244.520004
"2022-04-27",244.440002,247.929993,235.070007,235.350006,3849100,235.350006
"2022-04-28",236.289993,244.589996,235.949997,243.259995,3142500,243.259995
"2022-04-29",241.449997,246.300003,238.5,239.300003,2913500,239.300003
"2022-05-02",239.990005,242.240005,234.149994,240.660004,2421200,240.660004
"2022-05-03",239.5,242,236.139999,238.110001,1648000,238.110001
"2022-05-04",236.990005,246.990005,233.820007,246.309998,2135700,246.309998
"2022-05-05",242.929993,244.669998,231.130005,233.979996,3058200,233.979996
"2022-05-06",232.070007,232.270004,221.070007,224.850006,3013800,224.850006
"2022-05-09",221.550003,221.550003,207.179993,208.710007,3754700,208.710007
"2022-05-10",214.699997,217.309998,206.600006,211.389999,2253000,211.389999
"2022-05-11",210.740005,217.889999,208.479996,210.869995,2690200,210.869995
"2022-05-12",208.080002,214.059998,207.240005,211.690002,2035900,211.690002
"2022-05-13",215,224.679993,215,223.690002,2250600,223.690002
"2022-05-16",221.119995,223.300003,217.570007,219.529999,1569600,219.529999
"2022-05-17",223.520004,226.289993,220.610001,225.179993,1324100,225.179993
"2022-05-18",221.210007,223.399994,214.309998,215.350006,2031700,215.350006
"2022-05-19",215.059998,221.169998,213.960007,218.139999,1722800,218.139999
"2022-05-20",222.309998,223.270004,212.910004,219.070007,1817900,219.070007
"2022-05-23",222.279999,222.990005,216.899994,221.610001,1496400,221.610001
"2022-05-24",219.210007,219.690002,214.880005,218.389999,1519000,218.389999
"2022-05-25",216.179993,224.259995,216.169998,222.580002,1466100,222.580002
"2022-05-26",223.410004,226.059998,221.139999,223.300003,2562800,223.300003
"2022-05-27",226.5,229.889999,224.440002,229.160004,2132900,229.160004
"2022-05-31",228.399994,230,224.800003,227.639999,2046500,227.639999
"2022-06-01",227.740005,230,212.199997,216.389999,2426100,216.389999
"2022-06-02",216.399994,227.339996,214.070007,227.210007,2099500,227.210007
"2022-06-03",224.039993,224.509995,216.970001,217.789993,1524400,217.789993
"2022-06-06",221.449997,222.839996,215.479996,216.429993,1374300,216.429993
"2022-06-07",215.289993,222.570007,214.580002,221.949997,1351900,221.949997
"2022-06-08",221.039993,222.820007,218.149994,218.600006,1104500,218.600006
"2022-06-09",216.350006,216.970001,209.910004,209.949997,1595300,209.949997
"2022-06-10",206.800003,208,203.660004,205.270004,1602600,205.270004
"2022-06-13",199,200.240005,193.759995,194.970001,3539900,194.970001
"2022-06-14",194.630005,195.330002,188.809998,191.100006,3184200,191.100006
"2022-06-15",194,200.149994,192.360001,196.130005,2409500,196.130005
"2022-06-16",191.869995,193.050003,186.830002,190.710007,2449300,190.710007
"2022-06-17",191.800003,195.5,189.899994,192.080002,3802200,192.080002
"2022-06-21",195.639999,197.649994,193.929993,194.320007,1859500,194.320007
"2022-06-22",192.910004,203.699997,191.899994,200.619995,2580900,200.619995
"2022-06-23",202.899994,206.929993,201.809998,204.5,1612000,204.5
"2022-06-24",207.610001,209.850006,203.820007,209.669998,2270300,209.669998
"2022-06-27",208.800003,209.880005,205.880005,207.940002,1900800,207.940002
"2022-06-28",209.020004,211.470001,201.169998,201.990005,1662000,201.990005
"2022-06-29",201.850006,203.850006,197.850006,202.589996,1655400,202.589996
