"","T.Open","T.High","T.Low","T.Close","T.Volume","T.Adjusted"
"2021-12-28",18.685801,18.972811,18.648035,18.746223,55695649,17.75601
"2021-12-29",18.73867,18.821753,18.580059,18.610271,44728560,17.627237
"2021-12-30",18.632931,18.844412,18.625378,18.716011,53706074,17.727392
"2021-12-31",18.670694,18.753777,18.557402,18.580059,59608069,17.598623
"2022-01-03",18.716011,19.320242,18.716011,19.206949,76970210,18.192398
"2022-01-04",19.373112,19.546827,19.214502,19.365559,72918108,18.34263
"2022-01-05",19.637463,20.256798,19.637463,19.796074,125367971,18.750404
"2022-01-06",20.173716,20.234138,19.592146,19.720545,93758133,18.678864
"2022-01-07",19.569487,20.03021,19.463745,19.856495,98164670,19.316994
"2022-01-10",19.932024,20.120846,19.788521,19.984894,77030717,19.441902
"2022-01-11",20.128399,20.188822,19.743202,19.89426,60054124,19.353733
"2022-01-12",19.848944,20.022659,19.750755,19.977341,48477730,19.434555
"2022-01-13",20.015106,20.44562,19.879154,20.241692,65005487,19.691725
"2022-01-14",20.10574,20.566465,19.992447,20.528702,72617163,19.970936
"2022-01-18",20.551359,20.747734,20.324774,20.626888,80247772,20.066454
"2022-01-19",20.732628,20.755287,20.226585,20.604231,67442309,20.044413
"2022-01-20",20.490936,20.702417,20.362537,20.407854,55659239,19.853371
"2022-01-21",20.271902,20.39275,19.977341,20.098186,79715392,19.552116
"2022-01-24",19.780968,20.075529,19.478851,19.89426,102910548,19.353733
"2022-01-25",19.758308,20.098186,19.410875,20,115467364,19.456598
"2022-01-26",20.377644,20.377644,18.172205,18.31571,188252808,17.818071
"2022-01-27",18.172205,18.527189,17.794561,18.217524,116707158,17.722553
"2022-01-28",18.179758,19.063444,18.081572,19.040785,102063320,18.523445
"2022-01-31",18.859516,19.29003,18.595165,19.259819,129691758,18.736528
"2022-02-01",18.270393,18.580059,18.217524,18.444109,172591344,17.942982
"2022-02-02",18.285498,18.655588,18.179758,18.534742,93834925,18.031153
"2022-02-03",18.504532,18.814199,18.459215,18.549849,63825671,18.045849
"2022-02-04",18.512085,18.534742,18.111782,18.187311,69719192,17.693161
"2022-02-07",18.157101,18.187311,17.854984,18.074018,73169536,17.582947
"2022-02-08",18.036255,18.217524,17.990936,18.081572,42150732,17.590296
"2022-02-09",18.134441,18.542295,18.111782,18.504532,53029907,18.001762
"2022-02-10",18.474319,18.617825,18.285498,18.31571,58431827,17.818071
"2022-02-11",18.330816,18.474319,18.134441,18.225077,60084576,17.7299
"2022-02-14",18.157101,18.330816,18.006042,18.164654,57458290,17.67112
"2022-02-15",18.255287,18.474319,18.20997,18.383686,43586610,17.884201
"2022-02-16",18.255287,18.383686,17.960726,18.081572,60662502,17.590296
"2022-02-17",17.998489,18.089125,17.824774,17.94562,61712434,17.458036
"2022-02-18",17.907854,18.096678,17.787008,18.028702,62595410,17.53886
"2022-02-22",17.953173,18.202417,17.802114,17.938066,62168288,17.450689
"2022-02-23",17.97583,18.074018,17.681269,17.756798,50233222,17.274345
"2022-02-24",17.341391,17.590633,17.10725,17.545317,92965719,17.068609
"2022-02-25",17.711479,18.20997,17.703926,18.058912,59026965,17.568251
"2022-02-28",17.817221,17.938066,17.681269,17.89275,62788449,17.406603
"2022-03-01",17.832327,17.94562,17.5,17.771902,57663378,17.28904
"2022-03-02",17.794561,18.164654,17.771902,17.990936,45624775,17.502121
"2022-03-03",18.089125,18.202417,17.885197,18.058912,49218641,17.568251
"2022-03-04",17.900303,18.043806,17.703926,18.028702,48190952,17.53886
"2022-03-07",17.877644,18.028702,17.734138,17.802114,50113532,17.318432
"2022-03-08",17.756798,17.847431,17.371601,17.371601,67277074,16.899612
"2022-03-09",17.590633,17.764351,17.522659,17.567976,58010928,17.090652
"2022-03-10",17.537764,17.537764,17.326284,17.515106,53623059,17.039219
"2022-03-11",17.824774,17.900303,17.484894,17.515106,72142244,17.039219
"2022-03-14",17.537764,17.55287,17.228098,17.288521,65683375,16.81879
"2022-03-15",17.356495,17.522659,17.303625,17.439577,47089252,16.965744
"2022-03-16",17.484894,17.590633,17.348944,17.515106,49791138,17.039219
"2022-03-17",17.462236,17.575529,17.326284,17.515106,41109008,17.039219
"2022-03-18",17.522659,17.635952,17.386707,17.537764,89500414,17.061262
"2022-03-21",17.537764,17.756798,17.439577,17.492447,50990418,17.017178
"2022-03-22",17.567976,17.741692,17.507553,17.53021,39631954,17.053913
"2022-03-23",17.53021,17.711479,17.5,17.53021,38180320,17.053913
"2022-03-24",17.55287,17.635952,17.492447,17.620846,37218434,17.142088
"2022-03-25",17.673716,18.006042,17.620846,18.006042,42137094,17.516817
"2022-03-28",18.126888,18.179758,17.907854,18.028702,50968704,17.53886
"2022-03-29",18.081572,18.172205,18.013596,18.119335,43979838,17.627031
"2022-03-30",18.164654,18.240181,18.066465,18.232628,42385080,17.737247
"2022-03-31",18.126888,18.232628,17.839878,17.847431,69574611,17.362514
"2022-04-01",17.915407,18.126888,17.666162,18.111782,53381429,17.619682
"2022-04-04",18.013596,18.277946,17.802114,18.26284,47195569,17.766638
"2022-04-05",18.104231,18.240181,18.013596,18.043806,43936808,17.553555
"2022-04-06",17.960726,18.232628,17.824774,18.149548,49327209,17.656424
"2022-04-07",18.058912,18.111782,17.824774,17.92296,62815724,17.435993
"2022-04-08",17.877644,18.308157,17.779455,18.232628,73121078,17.737247
"2022-04-11",18.889999,19.77,18.85,19.629999,157485300,19.096651
"2022-04-12",19.75,20.120001,19.51,19.559999,104795900,19.028553
"2022-04-13",19.120001,19.49,19.030001,19.42,64100500,19.16474
"2022-04-14",19.32,19.59,19.209999,19.540001,52731100,19.283163
"2022-04-18",19.43,19.57,19.290001,19.459999,54812700,19.204212
"2022-04-19",19.49,19.639999,19.389999,19.49,57496000,19.23382
"2022-04-20",19.52,19.59,19.299999,19.43,48751400,19.174608
"2022-04-21",19.68,20.35,19.629999,20.209999,81259800,19.944355
"2022-04-22",20.049999,20.049999,19.5,19.52,68483600,19.263426
"2022-04-25",19.77,19.889999,19.110001,19.51,71861400,19.253557
"2022-04-26",19.450001,19.65,19.299999,19.299999,50825900,19.046316
"2022-04-27",19.23,19.360001,18.99,19.07,66767000,18.81934
"2022-04-28",19.25,19.59,19.1,19.42,67479400,19.16474
"2022-04-29",19.360001,19.370001,18.809999,18.860001,70195400,18.612101
"2022-05-02",19,19.389999,18.860001,19.120001,67551600,18.868685
"2022-05-03",19.18,19.68,19.040001,19.33,62675300,19.075922
"2022-05-04",19.280001,19.98,19.209999,19.950001,60771800,19.687775
"2022-05-05",19.74,19.99,19.68,19.950001,55503900,19.687775
"2022-05-06",19.799999,20.110001,19.66,20.030001,51506800,19.766722
"2022-05-09",19.98,20.040001,19.469999,19.549999,51563300,19.29303
"2022-05-10",19.66,19.85,19.24,19.360001,42465900,19.10553
"2022-05-11",19.5,19.66,19.290001,19.43,50074200,19.174608
"2022-05-12",19.4,19.74,19.389999,19.719999,52687000,19.460796
"2022-05-13",19.74,19.860001,19.540001,19.84,34107300,19.57922
"2022-05-16",19.93,20.379999,19.68,20.280001,40027000,20.013437
"2022-05-17",20.4,20.67,20.24,20.57,42938400,20.299623
"2022-05-18",20.51,20.629999,20.129999,20.23,43342800,19.964092
"2022-05-19",19.92,20.34,19.91,20.209999,41588100,19.944355
"2022-05-20",20.209999,20.42,20.09,20.4,47415800,20.131859
"2022-05-23",20.530001,20.91,20.42,20.74,46775100,20.46739
"2022-05-24",20.799999,21.23,20.6,21.16,49841200,20.881868
"2022-05-25",21.120001,21.370001,21.059999,21.299999,40179400,21.020027
"2022-05-26",21.379999,21.530001,21.27,21.32,28495500,21.039766
"2022-05-27",21.309999,21.41,21.15,21.290001,34169600,21.01016
"2022-05-31",21.190001,21.43,20.969999,21.290001,61515300,21.01016
"2022-06-01",21.440001,21.469999,21.120001,21.219999,35928900,20.94108
"2022-06-02",21.26,21.26,20.940001,21.190001,27085200,20.911474
"2022-06-03",21.059999,21.15,20.799999,20.9,27796900,20.625286
"2022-06-06",20.92,21.049999,20.83,20.940001,22002900,20.664761
"2022-06-07",20.9,21.190001,20.77,21.139999,24977700,20.862131
"2022-06-08",21.09,21.200001,20.99,21.049999,20732900,20.773314
"2022-06-09",21.02,21.16,20.870001,20.879999,24934500,20.605549
"2022-06-10",20.68,20.85,20.629999,20.690001,33572700,20.418047
"2022-06-13",20.4,20.49,19.68,19.76,56215900,19.500271
"2022-06-14",19.879999,19.959999,19.299999,19.450001,42638300,19.194345
"2022-06-15",19.6,19.709999,19.18,19.440001,38941900,19.184477
"2022-06-16",19.280001,19.290001,18.67,18.959999,67896400,18.710785
"2022-06-17",19.139999,19.42,19,19.379999,97645400,19.125265
"2022-06-21",19.65,20.049999,19.469999,19.959999,49307700,19.697641
"2022-06-22",19.85,20.549999,19.82,20.32,46607400,20.05291
"2022-06-23",20.43,20.780001,20.08,20.610001,51713600,20.339098
"2022-06-24",20.700001,21.059999,20.51,20.99,47641700,20.714104
"2022-06-27",20.950001,21.040001,20.67,20.780001,32339900,20.506865
"2022-06-28",20.93,21.059999,20.6,20.610001,26754000,20.339098
"2022-06-29",20.67,21.02,20.540001,20.950001,26585700,20.674629
