"","SYK.Open","SYK.High","SYK.Low","SYK.Close","SYK.Volume","SYK.Adjusted"
"2022-01-11",264.670013,269.720001,262.940002,268.170013,1019700,266.547363
"2022-01-12",268.5,269.980011,267.160004,268.029999,807100,266.408203
"2022-01-13",268.75,271.869995,267.089996,267.890015,1062000,266.269104
"2022-01-14",265.820007,267.089996,261.26001,266.709991,1661300,265.096191
"2022-01-18",263.350006,264.149994,259.480011,260.480011,1349800,258.903931
"2022-01-19",260.75,262.980011,258.01001,258.299988,1498000,256.737091
"2022-01-20",259,265.25,256.549988,257.019989,1339600,255.464813
"2022-01-21",258.420013,258.420013,252.440002,254.679993,2589500,253.138992
"2022-01-24",250.619995,252.460007,242,251.919998,2307300,250.395691
"2022-01-25",244.320007,251.039993,242.559998,249.270004,1692400,247.761734
"2022-01-26",252.440002,254.960007,245.199997,248.259995,1569600,246.757828
"2022-01-27",249.820007,250.820007,243.429993,245.330002,1730900,243.845566
"2022-01-28",240.419998,248.820007,237.449997,248.389999,1903600,246.887039
"2022-01-31",246.990005,249.399994,244.449997,248.050003,2021700,246.549118
"2022-02-01",248,249.070007,243.889999,248.600006,2323300,247.095795
"2022-02-02",249.990005,255.339996,247.949997,254.470001,1602900,252.930252
"2022-02-03",253.830002,254.770004,250.270004,250.759995,1004800,249.242706
"2022-02-04",249.25,253.220001,248.630005,250.949997,792300,249.431564
"2022-02-07",248.839996,251.089996,246.059998,248.190002,1262000,246.688263
"2022-02-08",248.490005,256.100006,248.490005,255.100006,1134600,253.556458
"2022-02-09",257.859985,262.5,257.859985,260.220001,1341500,258.645477
"2022-02-10",255.600006,259.299988,254.490005,255.440002,1890700,253.894394
"2022-02-11",255.880005,256.850006,250,251.649994,1307500,250.127319
"2022-02-14",251.520004,252.889999,248.649994,250.449997,1325900,248.934586
"2022-02-15",254.710007,259.890015,254,258.720001,1513400,257.154541
"2022-02-16",256.309998,260.480011,254.279999,259.589996,1329000,258.019287
"2022-02-17",256.040009,258.049988,250.899994,251.580002,1374300,250.057755
"2022-02-18",250.960007,253.210007,246.789993,248.139999,1290900,246.638565
"2022-02-22",247.559998,252.5,247.320007,250.210007,1678600,248.696045
"2022-02-23",253.100006,257.019989,251.470001,253.619995,1975400,252.085403
"2022-02-24",249.259995,258.480011,246,257.700012,1889900,256.140747
"2022-02-25",258.480011,266.079987,257.149994,265.790009,1433200,264.181763
"2022-02-28",262.109985,264.459991,260.320007,263.350006,1300600,261.756531
"2022-03-01",263.170013,264.679993,259.329987,262.619995,1937800,261.030945
"2022-03-02",265,271.390015,263.880005,268.48999,1816200,266.865417
"2022-03-03",269.200012,270.850006,263.959991,266.470001,924900,264.857666
"2022-03-04",263.570007,267.230011,260.720001,267.100006,1114000,265.483856
"2022-03-07",265.420013,266.880005,251.690002,253.410004,1766600,251.876678
"2022-03-08",251.210007,252.839996,244.229996,245.710007,1956900,244.223267
"2022-03-09",252.699997,252.699997,245.729996,249.690002,1731100,248.179184
"2022-03-10",245.779999,248.970001,243.850006,248.369995,1696900,246.867172
"2022-03-11",250.419998,251.979996,247.570007,247.770004,1261200,246.270813
"2022-03-14",250.229996,251.720001,243.300003,245.850006,1582900,244.362427
"2022-03-15",249.369995,254.889999,248.679993,254.339996,1474600,252.801041
"2022-03-16",258,263.570007,256.5,262.160004,1530000,260.57373
"2022-03-17",258.579987,264.019989,258.579987,264,1454400,262.402588
"2022-03-18",263.619995,267.790009,261.540009,267.339996,2190100,265.722382
"2022-03-21",266.959991,267.649994,263.350006,265.790009,1078000,264.181763
"2022-03-22",266.119995,268.48999,265.799988,266.970001,1487600,265.354614
"2022-03-23",265.040009,265.269989,254.830002,255.470001,1778000,253.92421
"2022-03-24",257.440002,263.049988,256.709991,263.01001,1177300,261.418579
"2022-03-25",264,266.25,262.609985,266,829600,264.390503
"2022-03-28",267.269989,270.230011,264.790009,270.119995,1004500,268.485565
"2022-03-29",272.190002,274.130005,269.890015,272.970001,1025400,271.318329
"2022-03-30",270.899994,272.450012,267.579987,269.140015,939800,268.194366
"2022-03-31",267.890015,271.579987,267.01001,267.350006,1566000,266.410645
"2022-04-01",268.269989,270.75,266.769989,269.049988,1044600,268.104645
"2022-04-04",267.720001,267.980011,262.160004,265.119995,1264600,264.188446
"2022-04-05",264.200012,269.920013,264.059998,268.5,2199700,267.55658
"2022-04-06",257.980011,268.730011,257.640015,268.200012,4085800,267.25766
"2022-04-07",267.119995,271.470001,265.450012,270.170013,1372600,269.220734
"2022-04-08",269.850006,271.410004,266.73999,269.470001,1097200,268.523193
"2022-04-11",267.51001,268.429993,262.929993,263.339996,1046500,262.414703
"2022-04-12",263.579987,265.359985,260.51001,262.420013,945900,261.497955
"2022-04-13",259.5,264.109985,259.5,263.640015,864900,262.713684
"2022-04-14",265.529999,265.540009,261.170013,261.700012,913000,260.780487
"2022-04-18",260.420013,262.630005,257.709991,258.959991,590800,258.05011
"2022-04-19",260.380005,273.829987,260.380005,271.670013,2345400,270.715454
"2022-04-20",271.589996,279.279999,271.589996,276.369995,1459500,275.398926
"2022-04-21",277.279999,278.5,269.899994,270.029999,1354300,269.081207
"2022-04-22",263.040009,265.079987,246.440002,248.309998,3099300,247.437531
"2022-04-25",247.600006,254.550003,246.789993,253.830002,1800400,252.938141
"2022-04-26",252.5,253.509995,248.899994,248.899994,1354100,248.025452
"2022-04-27",248.490005,251.979996,246.210007,249.149994,1751200,248.274567
"2022-04-28",251.449997,253.619995,247.199997,252.100006,1628100,251.214218
"2022-04-29",248.839996,249.029999,240.800003,241.259995,3090500,240.412292
"2022-05-02",241.699997,243.729996,230.160004,236.970001,1911600,236.137375
"2022-05-03",236.970001,240.089996,236.509995,237.869995,1148100,237.03421
"2022-05-04",238.470001,247.75,236.110001,245.970001,1654400,245.105759
"2022-05-05",244.020004,246.800003,237.910004,241.360001,1879900,240.511948
"2022-05-06",239.960007,241.199997,235.179993,240.080002,1506300,239.23645
"2022-05-09",235.5,236.5,227.839996,229.009995,2011000,228.205338
"2022-05-10",231.5,233.369995,224.020004,227.509995,1858000,226.710602
"2022-05-11",227.179993,233.070007,226.039993,226.720001,1429600,225.923386
"2022-05-12",224.039993,228.5,224.039993,228,1375500,227.198898
"2022-05-13",231.710007,235.880005,230.529999,233.270004,1261300,232.450378
"2022-05-16",231.970001,235.300003,231.470001,233.850006,985500,233.028336
"2022-05-17",237.559998,239.509995,235.660004,239.130005,1058400,238.289795
"2022-05-18",236.130005,237.369995,231.199997,232.210007,1101300,231.394104
"2022-05-19",228.639999,232.259995,227.220001,230.5,1920100,229.690109
"2022-05-20",233.039993,234.070007,226.679993,232.25,1086600,231.43396
"2022-05-23",235,235.559998,230.589996,233.050003,925000,232.231155
"2022-05-24",232.369995,234.25,229.669998,233.279999,771800,232.460342
"2022-05-25",232.350006,236.580002,231.020004,235.009995,1115400,234.18425
"2022-05-26",235.940002,237.330002,232.830002,234.940002,907900,234.114502
"2022-05-27",237.059998,238.570007,236.169998,236.5,1021300,235.669022
"2022-05-31",234.449997,235.279999,231.520004,234.5,2090100,233.676056
"2022-06-01",235.440002,236.009995,225.589996,228,1156600,227.198898
"2022-06-02",229.380005,234.550003,224.199997,234.389999,1011500,233.566437
"2022-06-03",232.410004,232.410004,228.710007,229.020004,747300,228.215317
"2022-06-06",231.050003,231.449997,227.25,228.149994,794700,227.348358
"2022-06-07",226,231.029999,225.630005,230.699997,739900,229.889404
"2022-06-08",229.559998,229.970001,226.300003,226.669998,660400,225.873566
"2022-06-09",225.199997,225.649994,218.720001,218.970001,983800,218.200623
"2022-06-10",215.179993,219.039993,214.169998,216.399994,1346700,215.639648
"2022-06-13",210.389999,212.179993,205.970001,207.100006,1762500,206.37233
"2022-06-14",205.889999,206.600006,198.289993,200.580002,1792800,199.875244
"2022-06-15",203.580002,205.740005,199.380005,202.509995,1651900,201.798447
"2022-06-16",196.639999,197.639999,193.660004,195.699997,1438500,195.012375
"2022-06-17",196.160004,199.770004,193.940002,194.089996,2265200,193.408035
"2022-06-21",197.419998,198.259995,194.360001,195.699997,1411400,195.012375
"2022-06-22",194.199997,199.199997,193.339996,196.75,1300900,196.058685
"2022-06-23",197.410004,201.339996,197.089996,200.059998,1293000,199.357056
"2022-06-24",202.039993,205.050003,199.929993,204.429993,1546200,203.7117
"2022-06-27",204.589996,205.539993,201.740005,203.130005,1126100,202.416275
"2022-06-28",204.320007,205.339996,197.649994,197.800003,1313400,197.105011
"2022-06-29",198.710007,200.449997,196.580002,199.429993,904600,199.429993
