"","SEE.Open","SEE.High","SEE.Low","SEE.Close","SEE.Volume","SEE.Adjusted"
"2022-01-12",66.529999,66.870003,65.760002,66.470001,520200,66.049652
"2022-01-13",66.650002,67.900002,66.650002,67.769997,808000,67.341415
"2022-01-14",67.07,67.919998,66.970001,67.699997,840400,67.271866
"2022-01-18",67.07,67.220001,66.230003,66.43,768500,66.009903
"2022-01-19",66.900002,68.989998,66.669998,68.639999,1561200,68.205917
"2022-01-20",69.970001,70.309998,68,68.099998,1672400,67.669334
"2022-01-21",67.989998,68.599998,66.550003,66.769997,1604400,66.347748
"2022-01-24",65.900002,66.410004,64.260002,66.300003,1806300,65.88073
"2022-01-25",65.25,66.550003,64.080002,65.800003,1076400,65.383881
"2022-01-26",66,67.260002,65.190002,65.699997,956200,65.284515
"2022-01-27",66.489998,68.089996,65.940002,66.57,857000,66.14901
"2022-01-28",66.489998,68.010002,65.68,67.879997,1296200,67.450729
"2022-01-31",67.080002,68.160004,67.080002,67.919998,757700,67.490471
"2022-02-01",68.059998,68.989998,67.43,68,879600,67.569969
"2022-02-02",67.669998,68.559998,67.080002,68.260002,847300,67.828323
"2022-02-03",67.889999,68.440002,66.699997,66.82,639200,66.397438
"2022-02-04",66.029999,66.309998,64.18,64.360001,1353400,63.952991
"2022-02-07",64.610001,64.769997,63.459999,63.549999,1046900,63.148109
"2022-02-08",63.889999,65.32,63.290001,64.959999,720600,64.549194
"2022-02-09",65.599998,65.900002,65.029999,65.230003,572000,64.81749
"2022-02-10",64.629997,65.559998,64.029999,64.379997,662300,63.972858
"2022-02-11",64.089996,65.080002,63.349998,63.700001,692400,63.297165
"2022-02-14",63.580002,63.790001,62.650002,63.310001,869100,62.90963
"2022-02-15",63.889999,64.910004,63.799999,64.400002,789400,63.992741
"2022-02-16",64.309998,64.949997,63.799999,64.139999,1192500,63.734379
"2022-02-17",63.290001,67.540001,63.02,67.349998,1634800,66.92408
"2022-02-18",67.519997,70.370003,67.519997,69.309998,1697000,68.871681
"2022-02-22",69.699997,70.010002,68.580002,69.32,1120200,68.881615
"2022-02-23",69.639999,70.099998,68.769997,69.32,1071000,68.881615
"2022-02-24",68.18,68.589996,65.32,66.760002,1442400,66.337814
"2022-02-25",66.269997,69.089996,66.269997,68.459999,1263600,68.027054
"2022-02-28",66.860001,67.879997,66.019997,67.129997,1889600,66.705467
"2022-03-01",67.029999,67.419998,65.25,66.089996,968400,65.672043
"2022-03-02",66.489998,67,65.949997,66.239998,909500,65.821098
"2022-03-03",66.629997,67.720001,66.349998,67.510002,1433700,67.083076
"2022-03-04",66.629997,67.18,65.410004,66.160004,1065600,65.741608
"2022-03-07",65.910004,65.989998,60.91,61.02,1996800,60.634109
"2022-03-08",61.650002,62.759998,59.040001,61.09,1525300,60.703667
"2022-03-09",62.630001,64.879997,62.150002,64.410004,1218400,64.00267
"2022-03-10",62.93,64.300003,62.549999,64.25,1494900,64.042542
"2022-03-11",64.699997,65.440002,64.25,64.769997,833900,64.56086
"2022-03-14",65.650002,67.269997,64.910004,66.110001,672600,65.896538
"2022-03-15",66.580002,67.040001,65.779999,66.699997,1309700,66.484627
"2022-03-16",67.330002,68.169998,66.18,67.239998,921800,67.022888
"2022-03-17",66.209999,68.459999,65.970001,68.279999,674000,68.059532
"2022-03-18",68.230003,68.480003,66.75,68.360001,1478400,68.139275
"2022-03-21",68.5,68.989998,67.889999,68.43,530100,68.209045
"2022-03-22",69.019997,69.330002,68.339996,68.389999,714700,68.169174
"2022-03-23",68.230003,68.360001,67.169998,67.589996,589300,67.371758
"2022-03-24",67.879997,68.32,66.830002,67.220001,603300,67.002953
"2022-03-25",67.339996,69.32,67.339996,69.25,809900,69.026398
"2022-03-28",69.07,69.720001,68.589996,69.400002,628400,69.175919
"2022-03-29",70,70.720001,69.370003,70.169998,873600,69.943428
"2022-03-30",69.959999,70.25,67.959999,68.279999,1078900,68.059532
"2022-03-31",68.129997,68.519997,66.919998,66.959999,925100,66.74379
"2022-04-01",67.730003,68.019997,66.610001,67.599998,939900,67.381721
"2022-04-04",67.370003,67.769997,66.529999,67.660004,629600,67.441536
"2022-04-05",67.199997,67.989998,66.32,66.510002,553000,66.29525
"2022-04-06",66.089996,67.190002,65.709999,66.519997,608700,66.305206
"2022-04-07",66.110001,67.230003,65.629997,66.900002,642900,66.68399
"2022-04-08",67.110001,69.059998,66.830002,68.690002,916100,68.468208
"2022-04-11",68.82,69.970001,67.599998,67.68,570200,67.461472
"2022-04-12",67.610001,68.580002,66.68,67,630500,66.783661
"2022-04-13",66.809998,67.709999,66.75,67.300003,459400,67.082695
"2022-04-14",67.510002,68.300003,67.019997,67.419998,450000,67.202309
"2022-04-18",67.330002,67.480003,65.940002,66.080002,474200,65.866638
"2022-04-19",66.269997,67.959999,66.269997,67.699997,555600,67.4814
"2022-04-20",68.269997,69.519997,68.029999,69.129997,438300,68.906784
"2022-04-21",69.349998,69.839996,67.849998,68.18,602800,67.959854
"2022-04-22",67.809998,67.980003,65.269997,65.370003,711300,65.158928
"2022-04-25",65.169998,65.589996,62.970001,65.370003,1233400,65.158928
"2022-04-26",65.779999,66.010002,63.959999,64.32,507800,64.11232
"2022-04-27",64.730003,66.029999,64.629997,65.110001,445800,64.899765
"2022-04-28",65.639999,66.220001,64.440002,66.120003,538100,65.906509
"2022-04-29",65.730003,66.480003,63.889999,64.209999,603100,64.00267
"2022-05-02",64.650002,65.059998,62.869999,64.349998,723900,64.14222
"2022-05-03",64.940002,66.510002,63.880001,65.57,956900,65.358284
"2022-05-04",66.169998,68.709999,65.760002,68.480003,1234300,68.258888
"2022-05-05",67.230003,67.480003,64.239998,64.800003,785700,64.590767
"2022-05-06",64.410004,66.059998,63.709999,65.599998,762100,65.388184
"2022-05-09",64.709999,66,64.040001,64.209999,883000,64.00267
"2022-05-10",64.949997,65.339996,62.18,63.18,813800,62.975998
"2022-05-11",62.91,65.050003,62.470001,62.849998,921900,62.64706
"2022-05-12",62.950001,63.869999,62.07,63.130001,891100,62.926159
"2022-05-13",63.360001,63.91,62,62.400002,864000,62.198517
"2022-05-16",62.169998,62.77,61.200001,62.43,815600,62.22842
"2022-05-17",63.540001,65.040001,63.400002,64.629997,578500,64.42131
"2022-05-18",64.019997,64.169998,60.73,61.029999,817300,60.832939
"2022-05-19",60.41,61.029999,59,59.810001,1220400,59.616882
"2022-05-20",60.470001,60.48,58.439999,59.889999,927300,59.696621
"2022-05-23",60.98,61.75,60.09,60.950001,1103100,60.753201
"2022-05-24",60.860001,61.279999,59.830002,61.16,691900,60.962521
"2022-05-25",60.740002,61.610001,60.509998,61.150002,855000,60.952553
"2022-05-26",61.84,63.139999,61.84,62.799999,710700,62.597225
"2022-05-27",63.349998,63.799999,62.799999,63.779999,494800,63.574059
"2022-05-31",62.849998,63.139999,61.970001,62.18,1493100,61.979229
"2022-06-01",61.380001,62.400002,60.93,62.25,1100000,62.049
"2022-06-02",62.810001,63.73,61.810001,63.669998,944800,63.464413
"2022-06-03",63.09,63.450001,62.669998,62.790001,477000,62.587257
"2022-06-06",63.209999,64.010002,62.5,63.59,677300,63.384674
"2022-06-07",63.080002,64.07,62.5,63.950001,745500,63.743511
"2022-06-08",63.27,63.27,61.23,61.939999,1122200,61.740002
"2022-06-09",61.610001,62.779999,61.049999,61.09,761800,61.09
"2022-06-10",59.860001,60.59,59.41,59.919998,692600,59.919998
"2022-06-13",58.580002,58.860001,57.84,58.07,779600,58.07
"2022-06-14",58.040001,59.009998,57.93,58.580002,895500,58.580002
"2022-06-15",59.259998,59.73,57.950001,58.889999,1023100,58.889999
"2022-06-16",57.560001,58.119999,56.099998,56.669998,1209200,56.669998
"2022-06-17",56.740002,57.52,56.16,56.240002,1456900,56.240002
"2022-06-21",56.669998,57.540001,56.560001,57.400002,929300,57.400002
"2022-06-22",56.630001,58.669998,56.630001,57.439999,1312200,57.439999
"2022-06-23",57.27,58.150002,57.07,57.73,1039300,57.73
"2022-06-24",58.130001,60.240002,58.130001,59.650002,2200300,59.650002
"2022-06-27",59.59,60,59.07,59.470001,1225800,59.470001
"2022-06-28",59.689999,60.099998,58.220001,58.310001,809900,58.310001
"2022-06-29",58.419998,58.73,57.830002,58.41,497300,58.41
