"","SBUX.Open","SBUX.High","SBUX.Low","SBUX.Close","SBUX.Volume","SBUX.Adjusted"
"2022-01-05",114.400002,114.959999,110.400002,110.440002,8662300,109.114342
"2022-01-06",110,111.879997,109.989998,111.139999,6099900,109.805931
"2022-01-07",108.220001,109.709999,107.480003,107.57,11266400,106.278786
"2022-01-10",106.620003,107.010002,104.419998,106.029999,8499400,104.757263
"2022-01-11",106.040001,106.169998,103.709999,104.040001,13073200,102.791161
"2022-01-12",104.440002,105.32,103.68,103.870003,11810500,102.623199
"2022-01-13",104.150002,104.669998,102.089996,102.400002,9818500,101.170845
"2022-01-14",101.910004,101.910004,99.089996,100.120003,13703200,98.918213
"2022-01-18",99.169998,99.360001,97.510002,97.730003,11396000,96.5569
"2022-01-19",97.940002,98.389999,96.779999,96.870003,10856800,95.707222
"2022-01-20",97.489998,98.940002,95.589996,95.720001,20311500,94.57103
"2022-01-21",95.900002,98.410004,95.470001,96.309998,13438300,95.153946
"2022-01-24",94.75,98.349998,94.410004,98.099998,17201400,96.922455
"2022-01-25",96.669998,98.089996,95.129997,97.010002,12368500,95.845543
"2022-01-26",97.699997,98.639999,94.900002,95.580002,11863000,94.432709
"2022-01-27",96.620003,97.169998,95.059998,95.32,7322200,94.175827
"2022-01-28",95.059998,97.220001,93.790001,97.209999,8345400,96.043144
"2022-01-31",97.029999,98.400002,96.419998,98.32,8807700,97.139816
"2022-02-01",98.419998,99.029999,96.800003,98.760002,11601900,97.574539
"2022-02-02",95.800003,99.150002,94.739998,97.730003,15578800,96.5569
"2022-02-03",96.839996,97.470001,95.669998,95.940002,8901100,94.788391
"2022-02-04",95.410004,95.940002,93.830002,95,8267600,93.859673
"2022-02-07",95.349998,96.110001,94.879997,95.190002,6849000,94.047394
"2022-02-08",95.290001,96.029999,94.349998,94.919998,7161000,93.780624
"2022-02-09",96.25,97.970001,96.199997,97.129997,9353700,95.964096
"2022-02-10",95.459999,96.809998,94.980003,95.309998,9098800,94.643402
"2022-02-11",95.589996,96.489998,93.360001,93.730003,6924800,93.074455
"2022-02-14",93.75,94.489998,92.419998,93.650002,7948500,92.99501
"2022-02-15",95.150002,95.459999,94.360001,94.510002,7722200,93.848999
"2022-02-16",94.339996,95.550003,93.160004,95.18,6545800,94.514313
"2022-02-17",94.419998,94.629997,92.779999,93.050003,6578200,92.399208
"2022-02-18",92.559998,94.050003,92.529999,93.339996,6210600,92.687172
"2022-02-22",93.599998,94.040001,92.360001,93.110001,8622500,92.458786
"2022-02-23",93.879997,93.879997,89.440002,89.650002,9674800,89.022987
"2022-02-24",87.5,91.199997,87.25,91.010002,9260500,90.373474
"2022-02-25",91.300003,92.790001,90.279999,92.580002,7039400,91.932495
"2022-02-28",91.290001,92.309998,90.620003,91.790001,8591500,91.148018
"2022-03-01",91.489998,91.510002,89.650002,90.139999,7100700,89.50956
"2022-03-02",90.769997,93.279999,90.589996,92.769997,10721100,92.121162
"2022-03-03",93.480003,93.5,91.080002,91.529999,6587400,90.889839
"2022-03-04",90.970001,91.160004,89.449997,90.029999,7179800,89.40033
"2022-03-07",90.040001,90.050003,84.349998,84.459999,14608700,83.869286
"2022-03-08",84.760002,86.919998,83.760002,84,10692000,83.412506
"2022-03-09",86.5,88.129997,86.330002,87.599998,8811600,86.98732
"2022-03-10",86.089996,87.360001,85.599998,87.160004,9114300,86.550407
"2022-03-11",88.349998,88.809998,82.540001,82.730003,15351700,82.15139
"2022-03-14",82.32,82.339996,78.919998,79.290001,18199300,78.735443
"2022-03-15",80.5,83.440002,80.279999,83.120003,12542300,82.538658
"2022-03-16",88.010002,90.089996,85.620003,87.410004,21207900,86.79866
"2022-03-17",87.459999,87.949997,86.010002,87.660004,8554200,87.046906
"2022-03-18",86.120003,89.75,84.980003,89.599998,23784200,88.973335
"2022-03-21",89.610001,89.720001,85.970001,86.860001,11925300,86.252502
"2022-03-22",87.400002,89.099998,87.150002,87.889999,8447400,87.275299
"2022-03-23",87.360001,87.709999,86.099998,86.220001,7670500,85.616982
"2022-03-24",86.830002,87.150002,85.559998,87.120003,6163400,86.510681
"2022-03-25",87.389999,87.669998,86.220001,87.449997,7048100,86.838371
"2022-03-28",87.480003,88.419998,86.75,88.379997,5981000,87.761864
"2022-03-29",89.699997,91.900002,89.660004,91.230003,8963200,90.591942
"2022-03-30",90.75,91.540001,90.400002,91.029999,8122100,90.393333
"2022-03-31",91.32,92.629997,90.970001,90.970001,11306100,90.333755
"2022-04-01",91.5,91.889999,90.480003,91.489998,6516300,90.850113
"2022-04-04",87.889999,88.459999,86.18,88.089996,16243100,87.473892
"2022-04-05",86.559998,86.620003,83.82,84.120003,17525800,83.53167
"2022-04-06",83.650002,83.889999,82.07,83.360001,10567000,82.776978
"2022-04-07",82.989998,83.5,81.449997,83.120003,10869100,82.538658
"2022-04-08",83.190002,83.190002,81.339996,81.519997,9286800,80.949844
"2022-04-11",80.879997,81.739998,80.290001,80.68,8623200,80.115723
"2022-04-12",80.830002,81.269997,79.650002,79.790001,8472500,79.231949
"2022-04-13",79.879997,81.309998,79.610001,80.919998,8604400,80.354042
"2022-04-14",80.75,81.080002,79.25,79.5,9567200,78.943977
"2022-04-18",79.040001,79.970001,78.879997,79.599998,7797300,79.043274
"2022-04-19",79.620003,81.540001,79.410004,81.220001,8622100,80.651947
"2022-04-20",81.309998,81.519997,80,80.169998,8368800,79.609291
"2022-04-21",81.050003,81.190002,78.730003,78.959999,8152500,78.407753
"2022-04-22",78.889999,79.480003,77.779999,77.919998,10315500,77.375023
"2022-04-25",77.379997,78.080002,76.730003,77.980003,10259000,77.434608
"2022-04-26",77.489998,77.580002,75.629997,75.629997,8800500,75.101044
"2022-04-27",75.379997,76.43,74.68,74.739998,8467300,74.217262
"2022-04-28",75.620003,77.099998,74.860001,76.580002,8818500,76.044403
"2022-04-29",76.019997,76.769997,74.480003,74.639999,9199300,74.117966
"2022-05-02",75.25,75.720001,73.470001,75.370003,12379000,74.842865
"2022-05-03",75.720001,75.790001,73.379997,74.330002,15570100,73.810135
"2022-05-04",79.309998,82.870003,77.919998,81.639999,30199700,81.069008
"2022-05-05",80.43,81.220001,77.129997,77.480003,19114700,76.93811
"2022-05-06",77.029999,77.199997,75.209999,76.519997,11165800,75.984818
"2022-05-09",75.239998,76.550003,73.330002,73.489998,12863600,72.976006
"2022-05-10",74.849998,75.050003,71.610001,71.860001,14085900,71.357414
"2022-05-11",71.550003,71.949997,69.959999,70.059998,12118100,69.57
"2022-05-12",69.150002,70.029999,68.389999,69.900002,15460600,69.900002
"2022-05-13",71.879997,75.730003,71.879997,75.599998,18156300,75.599998
"2022-05-16",74.940002,75.440002,72.309998,72.419998,11435300,72.419998
"2022-05-17",74.010002,74.349998,72.839996,73.720001,12454500,73.720001
"2022-05-18",73.150002,73.540001,70.779999,71.279999,10576500,71.279999
"2022-05-19",71.099998,72.419998,70.330002,71.93,11193700,71.93
"2022-05-20",72.879997,73.43,71.459999,73.389999,15941800,73.389999
"2022-05-23",73.730003,74.269997,72.57,73.419998,10741900,73.419998
"2022-05-24",72.970001,73.330002,71.269997,72.720001,9227700,72.720001
"2022-05-25",72.720001,73.5,71.93,72.480003,8344400,72.480003
"2022-05-26",72.949997,74.769997,72.870003,74.489998,8940900,74.489998
"2022-05-27",75.230003,76.720001,75.150002,76.709999,8498400,76.709999
"2022-05-31",76.970001,79.660004,76.550003,78.5,23361800,78.5
"2022-06-01",78.75,78.879997,76.050003,76.279999,7579000,76.279999
"2022-06-02",76.540001,79.5,75.849998,79.419998,10241500,79.419998
"2022-06-03",79,79.900002,78.32,79.050003,10415700,79.050003
"2022-06-06",79.699997,81.300003,78.529999,78.980003,7239400,78.980003
"2022-06-07",78.57,79.75,78.260002,79.470001,5517100,79.470001
"2022-06-08",78.900002,79.769997,78.260002,78.470001,5178300,78.470001
"2022-06-09",77.970001,80.269997,77.730003,78.910004,13248100,78.910004
"2022-06-10",77.019997,77.790001,75.660004,75.669998,8694300,75.669998
"2022-06-13",73.089996,74.010002,71.910004,72.360001,9282800,72.360001
"2022-06-14",72.849998,73.839996,71.529999,72.309998,7635600,72.309998
"2022-06-15",73.25,75.269997,73.110001,74.190002,7682300,74.190002
"2022-06-16",72.43,72.610001,70.349998,70.949997,10147000,70.949997
"2022-06-17",71.080002,72.440002,70.769997,71.870003,9824300,71.870003
"2022-06-21",73.059998,73.169998,72.029999,72.959999,7872500,72.959999
"2022-06-22",72.370003,73.82,72.220001,73.300003,6702200,73.300003
"2022-06-23",73.860001,75.360001,73.510002,75.199997,6586400,75.199997
"2022-06-24",75.660004,78.150002,75.550003,78.110001,18012000,78.110001
"2022-06-27",78,78.440002,77.269997,77.68,6672200,77.68
"2022-06-28",78.389999,79.889999,76.190002,76.339996,7206400,76.339996
"2022-06-29",76.209999,77.150002,75.639999,76.43,8983900,76.43
