"","OMC.Open","OMC.High","OMC.Low","OMC.Close","OMC.Volume","OMC.Adjusted"
"2022-01-11",77.919998,78.629997,76.75,77.519997,2249400,76.043678
"2022-01-12",77.480003,77.879997,76.300003,77,2483800,75.533585
"2022-01-13",77.110001,79.339996,76.760002,78.889999,1861100,77.387589
"2022-01-14",78.330002,79.669998,77.610001,79.599998,1685900,78.084068
"2022-01-18",79.300003,79.82,78.440002,78.889999,2049600,77.387589
"2022-01-19",78.830002,78.910004,76.940002,76.970001,1619500,75.504166
"2022-01-20",76.940002,77.760002,75.410004,75.540001,1424800,74.101387
"2022-01-21",75.290001,76.669998,74.610001,75.599998,1652000,74.160248
"2022-01-24",74.470001,75.839996,73.860001,75.610001,1666100,74.170059
"2022-01-25",74.669998,75.959999,73.330002,75.480003,1617400,74.042534
"2022-01-26",75.989998,76.400002,74.809998,75.610001,1599300,74.170059
"2022-01-27",76.139999,76.720001,72.900002,73.290001,1977700,71.894241
"2022-01-28",73.040001,74.650002,72.459999,74.629997,1212300,73.208717
"2022-01-31",74,75.610001,74,75.360001,2155900,73.92482
"2022-02-01",75.529999,76.620003,75.209999,76.400002,1336200,74.945015
"2022-02-02",76.120003,77.599998,76.029999,77.160004,1342900,75.690544
"2022-02-03",77.519997,78.169998,76.650002,77.68,2093400,76.200638
"2022-02-04",77.550003,77.870003,76.610001,76.739998,1773300,75.278534
"2022-02-07",76.970001,77.809998,76.57,77.410004,2075900,75.935776
"2022-02-08",78.019997,79.410004,77.75,78.919998,2904600,77.417023
"2022-02-09",89.300003,90.480003,86.43,90.120003,5883400,88.403725
"2022-02-10",90.699997,91.610001,86.010002,86.349998,3863600,84.705521
"2022-02-11",86.080002,86.660004,84.239998,84.800003,2130300,83.185043
"2022-02-14",85.029999,85.230003,83.550003,84.739998,1829000,83.126183
"2022-02-15",85.699997,86.900002,85.519997,86.419998,1618000,84.774185
"2022-02-16",85.480003,87.07,85.150002,86.339996,1682800,84.695709
"2022-02-17",85.370003,85.629997,83.980003,84.459999,1491400,82.851509
"2022-02-18",84.410004,85.800003,83.889999,84.120003,1594400,82.517998
"2022-02-22",83.790001,84.970001,83.57,84.099998,1513500,82.498367
"2022-02-23",84.410004,84.580002,82.639999,82.800003,1699700,81.223129
"2022-02-24",81.050003,82.379997,80.400002,82.129997,2037900,80.565887
"2022-02-25",82.169998,84.879997,82.169998,84.260002,1739500,82.655327
"2022-02-28",82.75,84.790001,82.410004,83.889999,2138900,82.292374
"2022-03-01",83.279999,83.540001,81.290001,81.629997,1518400,80.075401
"2022-03-02",82.440002,84.220001,82.440002,83.730003,1514700,82.135422
"2022-03-03",83.589996,84.040001,82.25,83.209999,1728600,81.62532
"2022-03-04",81.739998,82.269997,79.389999,79.730003,3482100,78.211594
"2022-03-07",79.330002,79.690002,75,75.099998,2778500,73.669769
"2022-03-08",75.620003,76.800003,73.199997,74.889999,2681100,73.463768
"2022-03-09",76.470001,77.519997,75.43,76.889999,1921900,76.137337
"2022-03-10",75.709999,77.550003,75.620003,76.940002,2523200,76.186852
"2022-03-11",77.870003,77.870003,76.160004,76.25,1780000,75.503601
"2022-03-14",76.059998,79.709999,75.809998,79.550003,3129500,78.771301
"2022-03-15",79.690002,80.910004,79.220001,80.730003,2154400,79.939751
"2022-03-16",81.139999,84.080002,81,84.059998,3049500,83.237152
"2022-03-17",82.959999,85.480003,82.959999,84.739998,2060800,83.910492
"2022-03-18",85.199997,85.410004,82.519997,84.220001,7036500,83.395584
"2022-03-21",84.160004,85.230003,83.139999,83.790001,1517500,82.969795
"2022-03-22",84.360001,85.209999,83.589996,84.129997,1245100,83.306465
"2022-03-23",83.629997,83.959999,82.470001,82.550003,1152000,81.741936
"2022-03-24",82.900002,84.18,82.480003,83.989998,1252200,83.167839
"2022-03-25",83.940002,85.75,83.879997,85.68,1377100,84.841293
"2022-03-28",85.360001,85.360001,83.589996,84.809998,1266800,83.979805
"2022-03-29",85.349998,87.309998,85.150002,86.779999,1464200,85.930527
"2022-03-30",86.669998,87.510002,86.25,86.339996,1223300,85.494827
"2022-03-31",85.879997,86.720001,84.809998,84.879997,2060300,84.049126
"2022-04-01",85.830002,85.919998,82.220001,82.699997,1944900,81.890465
"2022-04-04",82.080002,82.269997,80.57,82.040001,1651900,81.236923
"2022-04-05",82.080002,82.639999,81.099998,81.32,1846200,80.523972
"2022-04-06",80.900002,81.050003,79.599998,79.940002,1505400,79.157486
"2022-04-07",79.940002,79.940002,77.699997,78.889999,1946600,78.11776
"2022-04-08",78.660004,80.57,77.720001,77.910004,2213600,77.147354
"2022-04-11",77.68,79.5,77.370003,78.169998,1305600,77.404808
"2022-04-12",78.199997,79.169998,77.550003,77.919998,992300,77.157257
"2022-04-13",77.769997,78.43,77.599998,78.110001,1709400,77.345398
"2022-04-14",78.379997,79.410004,78.279999,78.690002,1710800,77.919724
"2022-04-18",78.440002,79.389999,78.209999,78.599998,1624600,77.830597
"2022-04-19",79.050003,81.110001,78.769997,80.82,2639400,80.02887
"2022-04-20",86,87.5,84.199997,84.419998,4109900,83.593628
"2022-04-21",84.790001,85.029999,80.980003,81.419998,2277900,80.622993
"2022-04-22",81.18,81.330002,78.940002,79.010002,1577800,78.236588
"2022-04-25",78.809998,79.150002,77.720001,79.099998,1527200,78.325706
"2022-04-26",78.459999,80.18,78.25,78.5,1670700,77.731575
"2022-04-27",78.639999,79.470001,77.57,78.529999,1477000,77.761284
"2022-04-28",79.349998,79.739998,77.720001,78.669998,1277600,77.89991
"2022-04-29",78.510002,78.709999,75.980003,76.129997,1387100,75.384773
"2022-05-02",76.809998,77.459999,75.400002,76.790001,1153800,76.038315
"2022-05-03",77.019997,78.760002,76.540001,78.209999,1426500,77.44442
"2022-05-04",78.199997,79.809998,77.190002,79.620003,1236000,78.840614
"2022-05-05",79.400002,79.639999,77.040001,77.879997,979100,77.117645
"2022-05-06",77.260002,78.279999,76.010002,77.379997,1478700,76.622536
"2022-05-09",76.379997,78.050003,76.290001,77.370003,1594900,76.61264
"2022-05-10",77.940002,78.470001,74.580002,75.629997,1396000,74.889671
"2022-05-11",75.5,77.199997,74.519997,74.769997,1255500,74.038086
"2022-05-12",74.82,75.550003,73.919998,75.529999,1543500,74.790649
"2022-05-13",76.089996,77.25,75.889999,77.010002,1187100,76.256165
"2022-05-16",77,77.309998,76.139999,77,970500,76.246262
"2022-05-17",78.400002,80.010002,78.220001,79.639999,1279800,78.86042
"2022-05-18",78.660004,79.110001,76.739998,77,1287700,76.246262
"2022-05-19",76.019997,76.75,74.650002,74.900002,1594700,74.166817
"2022-05-20",75.540001,75.970001,73.410004,74.849998,1369600,74.11731
"2022-05-23",75.800003,76.440002,74.949997,75.860001,1223600,75.117424
"2022-05-24",72.519997,72.529999,66.410004,69.470001,4003600,68.78997
"2022-05-25",69.360001,72.540001,69.160004,72.080002,2088600,71.374428
"2022-05-26",72.419998,73.489998,72.419998,73.040001,1705500,72.325027
"2022-05-27",73.57,75.040001,73.32,75,2049000,74.265839
"2022-05-31",74.93,75.309998,73.900002,74.610001,3955100,73.879654
"2022-06-01",74.690002,74.959999,72.650002,72.919998,1431300,72.2062
"2022-06-02",72.889999,73.650002,72.57,73.260002,1463200,72.542877
"2022-06-03",72.489998,73.120003,71.449997,71.629997,1349100,70.928825
"2022-06-06",71.879997,72.830002,71.419998,72.730003,1482700,72.018066
"2022-06-07",72.07,72.620003,71.290001,72.540001,1768800,71.829918
"2022-06-08",72.139999,72.370003,71.330002,71.510002,1242800,70.810005
"2022-06-09",70.82,70.910004,69.769997,69.849998,1185900,69.849998
"2022-06-10",68.080002,68.75,66.589996,67.989998,2251700,67.989998
"2022-06-13",66.709999,66.739998,65.120003,66.010002,1627600,66.010002
"2022-06-14",65.379997,66.099998,64.32,64.949997,2198900,64.949997
"2022-06-15",65.599998,66.150002,64.629997,65.43,1466100,65.43
"2022-06-16",63.869999,64.43,61.669998,62.029999,2126900,62.029999
"2022-06-17",62.720001,63.610001,62.32,63.099998,3406100,63.099998
"2022-06-21",64.059998,64.529999,62.860001,63.52,1913500,63.52
"2022-06-22",62.970001,63.959999,62.650002,63.150002,1389800,63.150002
"2022-06-23",62.23,63.009998,61.669998,62.580002,1351700,62.580002
"2022-06-24",63.25,64.919998,63.040001,64.599998,2361100,64.599998
"2022-06-27",65.080002,65.129997,64.019997,64.75,1282600,64.75
"2022-06-28",65.419998,65.82,63.549999,63.66,1273200,63.66
"2022-06-29",63.5,63.599998,62.529999,63.32,1110600,63.32
