"","VZ.Open","VZ.High","VZ.Low","VZ.Close","VZ.Volume","VZ.Adjusted"
"2022-01-14",53.59,53.700001,53.080002,53.279999,18695800,51.985008
"2022-01-18",53.099998,53.57,52.580002,53.43,21570300,52.131363
"2022-01-19",53.470001,53.68,52.869999,53.5,18374200,52.199661
"2022-01-20",53.490002,53.939999,53.080002,53.400002,24297100,52.102097
"2022-01-21",53.73,53.900002,53.07,53.16,25294800,51.867928
"2022-01-24",53.110001,53.709999,52.200001,52.959999,32500600,51.672787
"2022-01-25",53.130001,53.849998,52.259998,52.900002,32075900,51.61425
"2022-01-26",52.619999,52.860001,50.810001,51.02,41504700,49.779942
"2022-01-27",50.91,52.07,50.810001,51.189999,35339600,49.945808
"2022-01-28",51.439999,52.93,51.189999,52.900002,29490800,51.61425
"2022-01-31",52.52,53.32,52.209999,53.23,25182400,51.936226
"2022-02-01",53.400002,53.599998,52.209999,53.200001,33045600,51.906956
"2022-02-02",53.560001,54.279999,53.299999,53.799999,24160200,52.492371
"2022-02-03",54,54.57,53.700001,53.790001,21219800,52.482616
"2022-02-04",53.52,53.830002,53.23,53.310001,16199800,52.014282
"2022-02-07",53.23,53.360001,52.509998,53,15438900,51.711815
"2022-02-08",53.009998,53.169998,52.580002,52.82,13911700,51.53619
"2022-02-09",53.150002,53.66,52.880001,53.5,16449300,52.199661
"2022-02-10",53.34,53.540001,52.900002,53.040001,18644400,51.750847
"2022-02-11",52.950001,53.459999,52.700001,53.32,18833100,52.02404
"2022-02-14",53.25,53.450001,52.5,53.27,16081700,51.975254
"2022-02-15",53.299999,53.59,53.150002,53.360001,12824100,52.063065
"2022-02-16",53.189999,53.799999,53.09,53.400002,17277700,52.102097
"2022-02-17",53.099998,53.59,52.779999,53.580002,17462500,52.277721
"2022-02-18",53.560001,53.959999,53.279999,53.830002,20298500,52.521641
"2022-02-22",54,54.029999,53.59,53.900002,19858400,52.589939
"2022-02-23",53.900002,53.93,53.240002,53.41,17841900,52.111847
"2022-02-24",52.970001,53.16,51.709999,52.59,30079700,51.311779
"2022-02-25",53.080002,54.540001,53.080002,54.119999,31444200,52.804592
"2022-02-28",53.799999,54.099998,53.400002,53.669998,30593900,52.365532
"2022-03-01",53.5,54.189999,53.259998,53.610001,24693100,52.306992
"2022-03-02",53.669998,54.41,53.529999,54.139999,20712900,52.824108
"2022-03-03",54.380001,55.150002,54.18,54.66,27577700,53.331467
"2022-03-04",54.43,55.389999,54.259998,55.110001,26913800,53.770531
"2022-03-07",54.75,55.240002,54.5,54.68,24962800,53.350983
"2022-03-08",54.959999,55.34,53.189999,53.25,36526700,51.955742
"2022-03-09",53.720001,53.810001,53.009998,53.080002,23049800,51.789871
"2022-03-10",53,53.34,52.779999,53.23,17501800,51.936226
"2022-03-11",53.360001,53.580002,53.009998,53.040001,20838500,51.750847
"2022-03-14",53.43,53.669998,52.439999,52.5,23124100,51.223969
"2022-03-15",52.689999,53,52.209999,52.759998,20477600,51.47765
"2022-03-16",52.869999,53,51.950001,52.490002,28500700,51.214214
"2022-03-17",52.48,52.540001,52,52.360001,22931500,51.087372
"2022-03-18",52.119999,52.290001,50.799999,50.799999,70390600,49.565285
"2022-03-21",51.369999,51.810001,50.970001,51.099998,39892800,49.857994
"2022-03-22",51.189999,51.459999,50.950001,51,28676600,49.760426
"2022-03-23",51.049999,51.459999,50.959999,50.970001,25988800,49.731159
"2022-03-24",51.040001,51.189999,50.93,51,21087300,49.760426
"2022-03-25",51.060001,51.459999,50.970001,51.279999,18765800,50.033619
"2022-03-28",51.360001,51.389999,50.950001,51.169998,21688600,49.926292
"2022-03-29",51.32,51.34,50.959999,51.25,28193400,50.004353
"2022-03-30",51.220001,51.630001,51.080002,51.610001,23821200,50.355598
"2022-03-31",51.66,51.75,50.93,50.939999,31027600,49.701881
"2022-04-01",51.02,52.189999,50.82,52.119999,30550300,50.853203
"2022-04-04",52.02,52.5,51.639999,52.459999,25793000,51.18494
"2022-04-05",52.200001,52.900002,52.130001,52.779999,23150600,51.497162
"2022-04-06",52.810001,53.43,52.57,53.200001,28661700,51.906956
"2022-04-07",52.450001,52.98,52.040001,52.669998,22790600,52.015587
"2022-04-08",52.73,53.68,52.5,53.529999,24852200,52.864902
"2022-04-11",53.869999,54.700001,53.709999,53.900002,33614900,53.230305
"2022-04-12",53.869999,54.049999,53.419998,53.669998,21136400,53.003162
"2022-04-13",53.59,54.369999,53.59,54.139999,19798000,53.467323
"2022-04-14",54,54.189999,53.779999,53.830002,16915100,53.161175
"2022-04-18",53.759998,54.279999,53.220001,53.389999,14394300,52.726643
"2022-04-19",53.580002,53.91,53.459999,53.75,12890000,53.082169
"2022-04-20",53.759998,54.490002,53.700001,54.41,19563400,53.733967
"2022-04-21",54.610001,55.509998,54.470001,55.009998,32821100,54.326511
"2022-04-22",53.439999,53.540001,51.459999,51.91,44958400,51.26503
"2022-04-25",51.34,51.439999,49.540001,50.279999,46028400,49.655281
"2022-04-26",50.259998,50.650002,49.369999,49.41,29507700,48.796093
"2022-04-27",49.509998,49.509998,48.419998,48.459999,30582000,47.857895
"2022-04-28",48.689999,49.169998,48.299999,48.400002,33011700,47.798641
"2022-04-29",48.16,48.200001,46.169998,46.299999,41014200,45.724731
"2022-05-02",46.509998,47.060001,45.549999,46.23,33309400,45.655602
"2022-05-03",46.389999,47.41,46.060001,47.169998,33263100,46.583923
"2022-05-04",47.240002,48.419998,47,48.369999,29564600,47.769012
"2022-05-05",48.029999,48.330002,47.41,47.84,20664300,47.245598
"2022-05-06",47.599998,48.439999,47.52,48.27,19322000,47.670258
"2022-05-09",48.130001,48.860001,47.75,48.619999,24391300,48.015907
"2022-05-10",48.900002,49.439999,47.77,48.130001,23007300,47.531998
"2022-05-11",48.18,48.52,47.619999,47.880001,20133200,47.285103
"2022-05-12",47.810001,48.18,47.41,48.060001,21623900,47.462868
"2022-05-13",48.25,48.450001,47.610001,48.18,21080500,47.581375
"2022-05-16",47.98,49.200001,47.759998,49.040001,22754700,48.430691
"2022-05-17",48.950001,49.209999,48.529999,48.939999,22043100,48.331932
"2022-05-18",48.950001,49.459999,48.630001,48.889999,22365100,48.282551
"2022-05-19",48.459999,49.18,48.130001,49.099998,23186400,48.489941
"2022-05-20",49.040001,49.599998,48.919998,49.529999,24181800,48.9146
"2022-05-23",49.790001,50.27,49.5,49.669998,16761800,49.05286
"2022-05-24",49.689999,50.82,48.860001,50.68,25414700,50.050312
"2022-05-25",50.5,51.27,50.389999,51.240002,19831500,50.603355
"2022-05-26",51.310001,51.610001,50.91,50.990002,15500400,50.356464
"2022-05-27",50.75,51.43,50.529999,51.400002,13347300,50.761368
"2022-05-31",51.259998,51.560001,50.849998,51.290001,25016600,50.652733
"2022-06-01",51.439999,51.630001,51.049999,51.400002,15358100,50.761368
"2022-06-02",51.549999,51.59,50.389999,51.290001,13527800,50.652733
"2022-06-03",50.939999,51.25,50.689999,50.810001,10819800,50.178699
"2022-06-06",50.93,51.349998,50.720001,51.240002,12898100,50.603355
"2022-06-07",51.150002,51.700001,50.93,51.650002,15383000,51.008263
"2022-06-08",51.73,51.959999,51.439999,51.549999,13249700,50.909504
"2022-06-09",51.619999,51.77,50.919998,50.939999,12078400,50.307079
"2022-06-10",50.650002,51.400002,50.470001,50.82,19868500,50.188572
"2022-06-13",50.619999,50.790001,49.400002,49.59,23762500,48.973854
"2022-06-14",49.59,49.84,48.900002,49.16,20278700,48.549198
"2022-06-15",49.23,49.830002,48.599998,49.150002,22005600,48.539326
"2022-06-16",48.52,48.970001,48.009998,48.84,22029300,48.233173
"2022-06-17",48.610001,49.490002,48.529999,49.029999,36469500,48.420811
"2022-06-21",49.310001,50.91,49.220001,50.650002,34258500,50.020687
"2022-06-22",50.259998,51.169998,50.209999,50.790001,23650600,50.158947
"2022-06-23",51.029999,52.18,51.029999,52.09,21736400,51.442795
"2022-06-24",52.029999,52.150002,50.57,50.959999,28490700,50.326832
"2022-06-27",51.290001,51.490002,50.650002,50.959999,16974900,50.326832
"2022-06-28",51.07,51.299999,50.43,50.459999,16615700,49.833046
"2022-06-29",50.48,51,50.32,50.939999,13901400,50.307079
