"","DOV.Open","DOV.High","DOV.Low","DOV.Close","DOV.Volume","DOV.Adjusted"
"2022-01-18",176.529999,178.580002,174.570007,178.440002,975100,177.197357
"2022-01-19",179.289993,180,176.479996,177.600006,654300,176.363205
"2022-01-20",178.5,179.610001,174.410004,174.679993,989600,173.463531
"2022-01-21",174.800003,176.350006,172.710007,173.529999,650000,172.321533
"2022-01-24",170.970001,174.190002,166.529999,173.690002,1095100,172.480438
"2022-01-25",170.850006,172.440002,165.899994,170.669998,935500,169.481461
"2022-01-26",171.470001,174.839996,168.679993,169.919998,883600,168.736679
"2022-01-27",174.160004,175.100006,164.369995,168.710007,1438700,167.53511
"2022-01-28",168.619995,168.75,162.100006,167.029999,1205600,165.866806
"2022-01-31",165.860001,170,164.580002,169.910004,1536900,168.726761
"2022-02-01",169.830002,170.639999,166.169998,169.690002,1019600,168.508286
"2022-02-02",169.279999,171.410004,168.210007,170.259995,952400,169.07431
"2022-02-03",169.009995,170.220001,162.940002,163.559998,977800,162.420959
"2022-02-04",162.119995,164.860001,157.649994,163.149994,1466800,162.013824
"2022-02-07",163.25,163.850006,161.460007,162.149994,696400,161.020798
"2022-02-08",162.720001,165.399994,160.839996,164.820007,779400,163.672195
"2022-02-09",166.520004,168.539993,166.520004,167.589996,492800,166.422897
"2022-02-10",164.740005,167.300003,162.850006,163.940002,784100,162.798325
"2022-02-11",164.449997,164.850006,159.149994,160.210007,888900,159.094315
"2022-02-14",160.429993,161.860001,159.440002,161.160004,787400,160.037689
"2022-02-15",163.240005,164.199997,160.630005,161.619995,885800,160.494476
"2022-02-16",160.679993,163.899994,160.169998,162.949997,697200,161.815216
"2022-02-17",161.320007,162.169998,159.210007,159.389999,776400,158.280014
"2022-02-18",158.910004,160.770004,158.320007,159.029999,649500,157.922516
"2022-02-22",159.139999,160.690002,157.460007,158.160004,739800,157.058578
"2022-02-23",158.740005,159.070007,154.259995,154.910004,841900,153.831223
"2022-02-24",152,155.429993,151.309998,155.360001,825100,154.278076
"2022-02-25",155.389999,159.550003,155.389999,159.020004,631100,158.422455
"2022-02-28",156.619995,159.119995,155.119995,156.860001,1003400,156.270569
"2022-03-01",156.440002,157.080002,150.580002,151.669998,847400,151.100067
"2022-03-02",153.389999,158.710007,153.160004,157.149994,887500,156.559464
"2022-03-03",158.690002,158.990005,156.059998,157.070007,444500,156.479782
"2022-03-04",154.320007,155,150.75,150.940002,1227500,150.372818
"2022-03-07",150.440002,150.990005,146.669998,146.860001,1212200,146.308136
"2022-03-08",147.929993,150.309998,145.690002,146.190002,889200,145.640656
"2022-03-09",150.339996,153,149.820007,151.199997,711500,150.631836
"2022-03-10",148.880005,152.139999,148.610001,151.979996,893000,151.408905
"2022-03-11",153.520004,154.330002,150.5,150.630005,773300,150.06398
"2022-03-14",152.399994,154.229996,150.990005,151.419998,499600,150.850998
"2022-03-15",152.759995,153.160004,150.639999,152.190002,669500,151.618118
"2022-03-16",153.610001,157,152.570007,155.800003,862000,155.214554
"2022-03-17",154.059998,157.589996,154.059998,157.330002,457500,156.7388
"2022-03-18",157.699997,159.839996,155.619995,159.270004,1105100,158.671509
"2022-03-21",159.300003,159.830002,157.130005,158.160004,590100,157.565689
"2022-03-22",159.25,160.839996,158.690002,159.389999,889600,158.791061
"2022-03-23",158.25,159.710007,157.610001,157.830002,548600,157.236923
"2022-03-24",158.360001,158.820007,156.339996,157.229996,589700,156.639175
"2022-03-25",157.740005,158.360001,156.710007,158.279999,418600,157.685226
"2022-03-28",157.770004,158.699997,156.429993,158.649994,369000,158.053833
"2022-03-29",160.800003,162.880005,160.169998,162.740005,536000,162.128479
"2022-03-30",161.869995,162.429993,160.100006,160.580002,646200,159.976593
"2022-03-31",160.029999,160.619995,156.830002,156.899994,756500,156.31041
"2022-04-01",158.339996,159.449997,156.970001,158.550003,637000,157.954224
"2022-04-04",157.460007,158.570007,155.740005,157.929993,817300,157.336533
"2022-04-05",157.949997,159.020004,153.369995,153.919998,867900,153.341614
"2022-04-06",152,154.850006,151.020004,154.75,832600,154.168488
"2022-04-07",153.630005,155.330002,152.630005,154.429993,979800,153.849686
"2022-04-08",151.199997,153.75,149.410004,150.880005,1223200,150.313034
"2022-04-11",150.880005,152.050003,148.929993,149.229996,857400,148.669235
"2022-04-12",149.880005,151.149994,146.830002,147.869995,779900,147.314346
"2022-04-13",147.470001,149.5,147.440002,149.410004,606200,148.848557
"2022-04-14",149.960007,150.830002,146.270004,146.389999,886100,145.839905
"2022-04-18",145.960007,148.190002,145.839996,146.619995,855000,146.069046
"2022-04-19",147.470001,151.929993,147.199997,151.679993,762100,151.110016
"2022-04-20",154.729996,156.820007,154.130005,155.520004,1154600,154.935608
"2022-04-21",146.470001,151.679993,138.5,144.160004,2189000,143.618286
"2022-04-22",143.020004,143.169998,140.289993,143,1605600,142.462646
"2022-04-25",142.220001,143.169998,139,142.240005,1311700,141.705505
"2022-04-26",141.139999,142.770004,139.039993,139.050003,1577000,138.527496
"2022-04-27",139.059998,141.630005,137.919998,137.990005,1827600,137.471481
"2022-04-28",138.759995,140.649994,136.419998,139.490005,1392400,138.965836
"2022-04-29",138.660004,139.509995,132.690002,133.300003,2175800,132.799103
"2022-05-02",133.020004,135.119995,131.029999,134.369995,1158300,133.865067
"2022-05-03",134.410004,136.710007,133.699997,136.039993,843000,135.528793
"2022-05-04",135.830002,138.699997,134.320007,138.240005,988300,137.720535
"2022-05-05",136.809998,137.839996,134.029999,135.229996,1051200,134.721848
"2022-05-06",134.389999,134.679993,131.509995,133.009995,888800,132.510178
"2022-05-09",131.330002,133.399994,130.529999,132.100006,1204400,131.603607
"2022-05-10",133.399994,134.240005,128.309998,129.949997,979600,129.461685
"2022-05-11",129.399994,132.789993,128.550003,130.080002,1075600,129.591202
"2022-05-12",129.529999,131.410004,128.539993,131.350006,892000,130.85643
"2022-05-13",132.570007,134.229996,131.009995,132.830002,826400,132.330872
"2022-05-16",131.75,134.009995,130.589996,133.369995,1014600,132.868835
"2022-05-17",135.979996,136.240005,133.429993,135.899994,703100,135.389328
"2022-05-18",134.080002,134.330002,128.979996,129.389999,753400,128.903793
"2022-05-19",128.419998,130.899994,127.040001,129.539993,978100,129.053223
"2022-05-20",130.729996,131.149994,127.580002,130.779999,1779000,130.288559
"2022-05-23",132.570007,133.279999,130.210007,130.800003,747900,130.308487
"2022-05-24",130.259995,131.199997,127.349998,130.850006,685400,130.358307
"2022-05-25",129.550003,130.039993,127.809998,129.759995,1481100,129.2724
"2022-05-26",131.460007,133.910004,131.389999,133.059998,572600,132.559998
"2022-05-27",134,134.610001,133.130005,134.550003,661400,134.550003
"2022-05-31",131.979996,134.979996,131.080002,133.910004,2105100,133.910004
"2022-06-01",134.369995,135.100006,131.089996,132.779999,644300,132.779999
"2022-06-02",133.529999,135.559998,132.570007,135.529999,991500,135.529999
"2022-06-03",134.360001,135.139999,132.600006,133.429993,713700,133.429993
"2022-06-06",134.110001,134.649994,132.779999,133.190002,751300,133.190002
"2022-06-07",132.25,136.199997,131.720001,136.119995,625600,136.119995
"2022-06-08",134.850006,135.570007,133.880005,134.619995,514100,134.619995
"2022-06-09",133.990005,135.509995,132.660004,132.710007,647100,132.710007
"2022-06-10",130.350006,130.789993,128.020004,128.410004,682000,128.410004
"2022-06-13",125.68,126.389999,123.32,123.959999,631500,123.959999
"2022-06-14",124.010002,124.919998,122.050003,123,705100,123
"2022-06-15",124.18,125.669998,122.169998,124.059998,666300,124.059998
"2022-06-16",121.43,121.43,118.910004,119.82,796900,119.82
"2022-06-17",119.07,120.720001,117.209999,117.290001,1812800,117.290001
"2022-06-21",118.900002,120.25,118.230003,119.220001,996500,119.220001
"2022-06-22",117.57,120.419998,117.559998,119.419998,783600,119.419998
"2022-06-23",119.120003,120.949997,117.169998,118.580002,2012100,118.580002
"2022-06-24",120,123.5,119.790001,123.220001,1232300,123.220001
"2022-06-27",123.989998,124.5,122.290001,123.07,966100,123.07
"2022-06-28",124.550003,124.860001,121.5,121.779999,1038300,121.779999
"2022-06-29",121.860001,121.860001,119.269997,121.260002,969500,121.260002
