"","A.Open","A.High","A.Low","A.Close","A.Volume","A.Adjusted"
"2022-01-06",148.850006,149.960007,145.580002,149.119995,2298300,148.623001
"2022-01-07",149.119995,149.729996,145.089996,145.149994,2058600,144.666229
"2022-01-10",143.289993,145.309998,140.860001,145.160004,2548100,144.676208
"2022-01-11",145,146.940002,143.809998,146.639999,2194200,146.151276
"2022-01-12",147.800003,150.389999,147.550003,149.509995,2250800,149.011703
"2022-01-13",149.460007,149.539993,144.850006,145.169998,1741800,144.686172
"2022-01-14",144.039993,145.149994,142.360001,144.679993,2225400,144.197784
"2022-01-18",142.419998,143.240005,140.339996,140.470001,1907400,140.001831
"2022-01-19",140.669998,143.600006,140.259995,140.429993,1472100,139.96196
"2022-01-20",141.380005,143.139999,139.050003,139.479996,1861200,139.015121
"2022-01-21",139.539993,140.490005,137.490005,137.509995,1878600,137.051697
"2022-01-24",136.380005,138.490005,131.279999,138.119995,2155300,137.659653
"2022-01-25",135.360001,136.619995,132.649994,134.570007,1705300,134.121506
"2022-01-26",135.539993,138.050003,132.270004,133.509995,1999500,133.065018
"2022-01-27",135.279999,136.360001,131.679993,132.089996,1715800,131.64975
"2022-01-28",133,137.399994,131.220001,137.059998,2174800,136.603195
"2022-01-31",137.320007,139.470001,136.970001,139.320007,1703000,138.855682
"2022-02-01",140.529999,141.270004,138.449997,141.029999,1655900,140.559967
"2022-02-02",140.990005,144.759995,140.779999,144.240005,1475700,143.759262
"2022-02-03",142,143.779999,141.009995,141.789993,914300,141.317429
"2022-02-04",141.479996,142.350006,139.669998,141.119995,1087400,140.649658
"2022-02-07",141.5,142.490005,139.809998,140.369995,1444100,139.902161
"2022-02-08",139.110001,141.410004,138.289993,140.809998,1515400,140.340698
"2022-02-09",142.729996,145.100006,142.149994,144.440002,1216900,143.958603
"2022-02-10",141.559998,144.039993,140.580002,141.660004,1063700,141.187866
"2022-02-11",141.119995,142.509995,136.240005,137.199997,1321900,136.742722
"2022-02-14",136.960007,137.690002,134.100006,135.210007,2205300,134.759369
"2022-02-15",137.25,138.059998,134.729996,135.910004,2368200,135.457031
"2022-02-16",135.550003,135.600006,132.110001,135.149994,3187500,134.699554
"2022-02-17",134.639999,134.639999,129.710007,130.25,2577800,129.815887
"2022-02-18",130.5,133.429993,130,132.050003,3614100,131.609894
"2022-02-22",130.869995,132.690002,129.259995,130.490005,3054800,130.055099
"2022-02-23",129.880005,134.369995,125.949997,126,3938700,125.580055
"2022-02-24",123.699997,128.630005,123.059998,128.149994,3430200,127.722885
"2022-02-25",128.839996,133.75,127.919998,133.729996,3144500,133.284286
"2022-02-28",132.029999,132.880005,129.160004,130.360001,3096400,129.925522
"2022-03-01",130.830002,132.919998,130.089996,131.929993,2634100,131.490295
"2022-03-02",132.679993,133.960007,131.800003,133.160004,1863100,132.716187
"2022-03-03",133.729996,138,133.440002,137.169998,3592100,136.712814
"2022-03-04",135.850006,137.119995,132.139999,133.889999,3848500,133.443756
"2022-03-07",133.550003,133.550003,128.429993,130.339996,2376500,129.905594
"2022-03-08",128.639999,132.5,127.540001,129.320007,2375500,128.889008
"2022-03-09",132.850006,133.940002,131.190002,133.259995,1805500,132.815857
"2022-03-10",131.399994,134.520004,131.289993,134.330002,1933100,133.882294
"2022-03-11",135.429993,136.440002,130.160004,130.309998,1815700,129.875687
"2022-03-14",131,132.259995,126.900002,127.580002,1737100,127.154793
"2022-03-15",129.220001,131.149994,128.869995,130.279999,1649200,129.845779
"2022-03-16",131.929993,135.610001,131.300003,135,1673000,134.550049
"2022-03-17",134,136.850006,133.610001,136.820007,1167900,136.363998
"2022-03-18",136.210007,139.389999,136.210007,139.119995,2766600,138.656326
"2022-03-21",137.630005,139.789993,137.009995,138.139999,1285100,137.679596
"2022-03-22",138.009995,140.199997,137.649994,139.289993,1977700,138.82576
"2022-03-23",137.850006,137.960007,133.449997,134.179993,1337400,133.732788
"2022-03-24",134.889999,136.580002,133.589996,136.410004,1346700,135.955368
"2022-03-25",137.300003,137.660004,133.699997,135.710007,1403700,135.25769
"2022-03-28",136.25,137.25,134.460007,135.419998,1568100,134.968658
"2022-03-29",138.220001,139.320007,137.210007,138.419998,1608600,137.958664
"2022-03-30",137.929993,138.220001,134.520004,135.460007,1439800,135.00853
"2022-03-31",135.169998,136.789993,132.289993,132.330002,3046400,131.888962
"2022-04-01",134.179993,134.600006,131.860001,133.970001,1466900,133.523499
"2022-04-04",133.860001,135.399994,132.889999,134.809998,1388000,134.57164
"2022-04-05",134.089996,135.419998,132.850006,133.259995,1797200,133.024368
"2022-04-06",132.009995,133.320007,129.860001,132.710007,2249500,132.475357
"2022-04-07",132.899994,137.080002,132.229996,135.929993,1956200,135.689651
"2022-04-08",135.710007,136.990005,134.649994,134.869995,2070900,134.631531
"2022-04-11",133.220001,133.880005,130.460007,131.259995,2308200,131.027908
"2022-04-12",131.690002,132.190002,125.029999,125.389999,2657500,125.168297
"2022-04-13",125.260002,128.529999,124.910004,128.289993,2735900,128.063156
"2022-04-14",128.419998,128.960007,125.57,126.440002,3360700,126.216446
"2022-04-18",126.440002,126.75,123.129997,123.839996,1597100,123.621033
"2022-04-19",123.709999,126.830002,123.699997,126.529999,1580000,126.306282
"2022-04-20",127.709999,130.320007,126.839996,129.369995,2026100,129.141251
"2022-04-21",130.360001,131.029999,124.849998,125.290001,2177700,125.068474
"2022-04-22",124.769997,125.099998,121.150002,121.32,1947200,121.105492
"2022-04-25",119.529999,121.610001,118.230003,121.449997,2236900,121.23526
"2022-04-26",121,121.279999,117.239998,117.940002,2931900,117.731468
"2022-04-27",118.199997,120.849998,117.529999,117.68,2007500,117.471931
"2022-04-28",119.519997,121.559998,117.93,121.059998,3152200,120.845947
"2022-04-29",120.709999,123.889999,119.050003,119.269997,2269200,119.059113
"2022-05-02",118.379997,120.339996,116.489998,119.57,1756200,119.358589
"2022-05-03",119.720001,123.980003,119.089996,122.400002,3217800,122.183586
"2022-05-04",121.690002,126.690002,121.440002,126.300003,2460400,126.076691
"2022-05-05",124.620003,125.209999,120.800003,122.150002,2123600,121.934029
"2022-05-06",120.879997,121.879997,118,121.080002,1629000,120.865921
"2022-05-09",119.129997,119.129997,112.639999,113.110001,1861700,112.910011
"2022-05-10",115.440002,117.940002,113.139999,116.639999,2141800,116.433769
"2022-05-11",115.699997,118,113.839996,113.989998,1607000,113.788452
"2022-05-12",113.610001,116.25,112.779999,116.129997,1338000,115.924667
"2022-05-13",117.379997,120.720001,117.269997,119.379997,1328400,119.168922
"2022-05-16",119.629997,121.029999,118.830002,120.300003,2011600,120.087296
"2022-05-17",122.699997,123.699997,121.449997,123.080002,2216200,122.862381
"2022-05-18",121.190002,121.910004,120.309998,120.790001,1336000,120.576431
"2022-05-19",120.309998,123.580002,119.529999,122.400002,2310100,122.183586
"2022-05-20",124.029999,125.580002,122.440002,125.129997,2594600,124.908752
"2022-05-23",126.449997,126.470001,123.760002,125.980003,2037000,125.757256
"2022-05-24",125.32,126,123.800003,124.410004,2187700,124.190033
"2022-05-25",127.209999,127.459999,119.18,120.379997,3524500,120.167152
"2022-05-26",120.75,124.220001,120.720001,123.849998,1768000,123.63102
"2022-05-27",124.919998,130.770004,124.489998,130.550003,2698800,130.319183
"2022-05-31",128.910004,130.070007,126.720001,127.559998,3403100,127.334457
"2022-06-01",127.860001,128.979996,122.43,123.089996,1757600,122.87236
"2022-06-02",122.959999,129.190002,122.300003,129.100006,1444400,128.87175
"2022-06-03",127.620003,128.720001,126.419998,128.490005,1722800,128.262817
"2022-06-06",129.380005,130,126.970001,127.629997,1310600,127.404335
"2022-06-07",126.57,131.199997,126.57,128.899994,1236300,128.672089
"2022-06-08",127.879997,128.639999,126.400002,126.839996,1049500,126.61573
"2022-06-09",126.089996,126.919998,124.129997,124.139999,814400,123.920509
"2022-06-10",121.629997,121.93,119.900002,120.57,1379600,120.356819
"2022-06-13",116.480003,117.699997,115.379997,116.279999,1405800,116.074402
"2022-06-14",115.989998,116.699997,113.25,116.010002,1314000,115.804886
"2022-06-15",117.239998,117.769997,113.769997,116.470001,1886300,116.264069
"2022-06-16",113.800003,115.080002,113.360001,114.959999,1601600,114.756737
"2022-06-17",114.769997,116.730003,112.669998,112.709999,2681500,112.510712
"2022-06-21",114.410004,115.57,113.760002,113.879997,1588200,113.678642
"2022-06-22",112.660004,115.080002,112.519997,113.800003,2585300,113.598793
"2022-06-23",114.599998,118.75,114.269997,118.599998,1801600,118.390297
"2022-06-24",119.949997,121.349998,118.449997,121.290001,3780400,121.075546
"2022-06-27",121.830002,122.300003,119.849998,120.57,1805700,120.356819
"2022-06-28",120.449997,121.239998,116.720001,117.059998,1426100,116.85302
"2022-06-29",117.190002,118.540001,116.239998,117.900002,906600,117.691544
