"","ALL.Open","ALL.High","ALL.Low","ALL.Close","ALL.Volume","ALL.Adjusted"
"2022-01-06",122.93,123.769997,121.220001,122.400002,1510900,120.771935
"2022-01-07",122.809998,126.199997,122.150002,125.949997,2314100,124.274712
"2022-01-10",126.510002,127.230003,123.019997,123.540001,2672400,121.896774
"2022-01-11",124.360001,124.699997,121.849998,123.82,2019000,122.173042
"2022-01-12",123.400002,124.260002,122.5,123.790001,1593100,122.14344
"2022-01-13",124.309998,125.440002,123.870003,124.160004,1723900,122.508522
"2022-01-14",123.900002,124.470001,122.5,124.080002,1991100,122.429588
"2022-01-18",123.639999,124.290001,121.110001,123.220001,2362000,121.581032
"2022-01-19",123.699997,123.699997,120.400002,120.93,1845800,119.321487
"2022-01-20",121.32,122.959999,119.309998,119.489998,2436000,117.900642
"2022-01-21",119.800003,121.309998,119.040001,119.410004,3810400,117.821709
"2022-01-24",119.68,122.269997,117.949997,121.919998,2780400,120.298317
"2022-01-25",120.209999,122.839996,118.580002,121.93,2202000,120.308189
"2022-01-26",121.379997,122.339996,119.230003,120.300003,2634200,118.699867
"2022-01-27",121.040001,123.559998,119.459999,120.25,2184200,118.650528
"2022-01-28",120,120.970001,118.269997,120.860001,1981000,119.252419
"2022-01-31",119.370003,121.080002,118.18,120.669998,3607800,119.064941
"2022-02-01",119.230003,119.5,116.400002,118.720001,3367300,117.140884
"2022-02-02",118.690002,119.75,117.190002,117.690002,5549600,116.12458
"2022-02-03",117.949997,122.099998,115.610001,121.669998,5012100,120.051643
"2022-02-04",120.440002,123.260002,120.440002,122.120003,2637300,120.495659
"2022-02-07",122.980003,125.839996,122.360001,124.760002,3108700,123.100548
"2022-02-08",125.580002,127.540001,125.400002,127.18,2871000,125.48835
"2022-02-09",126.970001,127.239998,124.550003,124.68,1983400,123.021606
"2022-02-10",124.059998,125.93,122.949997,123.279999,2199600,121.640228
"2022-02-11",122.760002,124.489998,122.029999,123.379997,2841600,121.738892
"2022-02-14",125.309998,126.32,123.080002,124.800003,3268800,123.140015
"2022-02-15",125.32,126.120003,123.489998,124.209999,2209800,122.557861
"2022-02-16",123.699997,124.900002,123.32,123.480003,1796800,121.837578
"2022-02-17",122.669998,123.199997,121.220001,122.639999,1801900,121.008736
"2022-02-18",122.510002,126.269997,122.300003,125.889999,5359400,124.215508
"2022-02-22",125.480003,126.199997,124.139999,125.089996,2961300,123.426147
"2022-02-23",125.669998,126.160004,123.059998,123.279999,2100100,121.640228
"2022-02-24",120.529999,121.260002,117.5,120.82,3220300,119.212952
"2022-02-25",120.900002,124.300003,120.709999,124.169998,1787900,123.386444
"2022-02-28",121.110001,123.120003,120.779999,122.360001,2648700,121.587868
"2022-03-01",122.230003,122.949997,118.68,119.860001,1757500,119.103645
"2022-03-02",121.360001,124.260002,121.349998,123.879997,1843300,123.098274
"2022-03-03",123.849998,126.089996,122.690002,125.68,2447200,124.886917
"2022-03-04",123.550003,127.599998,123.360001,127.550003,2862400,126.745117
"2022-03-07",126.410004,128.570007,125.089996,125.169998,2605800,124.380135
"2022-03-08",125.68,126.269997,122,122.029999,2356200,121.259949
"2022-03-09",123.629997,124.129997,121.449997,122.419998,1918700,121.647484
"2022-03-10",122.349998,123.440002,121.519997,122.910004,1563500,122.134399
"2022-03-11",123.43,125.129997,122.779999,123.379997,1475900,122.601425
"2022-03-14",125.589996,127.169998,124.449997,125.879997,1974600,125.085648
"2022-03-15",126.739998,127.349998,125.089996,127.129997,1699600,126.327766
"2022-03-16",127.5,127.669998,124.029999,126.489998,1940600,125.691803
"2022-03-17",126.599998,130.949997,126.5,130.919998,2343800,130.093842
"2022-03-18",132.440002,133.789993,130.080002,133.5,6081800,132.657562
"2022-03-21",133.860001,134.899994,131.970001,134.529999,2523600,133.681061
"2022-03-22",135,137.479996,134.600006,137.039993,2475700,136.175217
"2022-03-23",136.919998,138.059998,135.860001,137.050003,2855500,136.185165
"2022-03-24",136.75,138.820007,136.699997,138.75,1653300,137.874435
"2022-03-25",138.860001,141.820007,138.75,141.800003,1897900,140.905197
"2022-03-28",141.320007,141.5,139.839996,140.600006,2542900,139.712769
"2022-03-29",140.860001,140.910004,138.369995,139.589996,1627000,138.709137
"2022-03-30",140,141.190002,139.630005,140.389999,1310500,139.504089
"2022-03-31",140.470001,141.570007,138.479996,138.509995,2346400,137.635956
"2022-04-01",139.520004,140.020004,138.330002,139.539993,1276300,138.659454
"2022-04-04",139.229996,139.529999,136.830002,137.089996,1815800,136.224915
"2022-04-05",137.039993,139.059998,137.009995,137.240005,1394800,136.373978
"2022-04-06",137.119995,140.089996,136.320007,139.020004,1610500,138.142746
"2022-04-07",139.369995,140.970001,138.240005,140.410004,1703200,139.523972
"2022-04-08",142,142.470001,140.399994,141.929993,1682300,141.034363
"2022-04-11",142.660004,144.410004,142.660004,142.899994,1896800,141.998245
"2022-04-12",142.860001,143.899994,141.470001,142.119995,1872600,141.223175
"2022-04-13",141.369995,143.710007,140.179993,141.880005,1367700,140.984695
"2022-04-14",141.649994,141.649994,139.899994,141.160004,3787400,140.269241
"2022-04-18",139.889999,141.039993,139.240005,139.729996,1440200,138.848251
"2022-04-19",139.860001,142.050003,138.770004,141.740005,1807000,140.845581
"2022-04-20",142.139999,144.100006,141.740005,143.860001,1437100,142.952194
"2022-04-21",144.229996,144.460007,141.020004,141.130005,1276000,140.239426
"2022-04-22",139,140.029999,131.940002,132.070007,2305700,131.236603
"2022-04-25",131.630005,132.470001,129.130005,131.820007,1903100,130.988174
"2022-04-26",130.529999,132.5,128.899994,128.979996,1600600,128.166092
"2022-04-27",129.190002,129.690002,127.75,128.369995,1403600,127.559937
"2022-04-28",129.669998,131.110001,128.759995,130.339996,1355200,129.517502
"2022-04-29",129.270004,129.889999,126.169998,126.540001,1614100,125.741493
"2022-05-02",127.389999,129.410004,125.43,127.730003,1587800,126.923981
"2022-05-03",128.660004,132.059998,128.330002,129.779999,1662300,128.961044
"2022-05-04",129.75,133.899994,128.690002,133.679993,1688600,132.836426
"2022-05-05",131.309998,133.089996,129.610001,131.580002,2465100,130.74968
"2022-05-06",131.259995,132,129.460007,130.559998,1851900,129.736115
"2022-05-09",129.869995,130.029999,127.910004,128.960007,1405400,128.146225
"2022-05-10",129.860001,132.080002,128.389999,129.589996,1739500,128.772232
"2022-05-11",129.639999,131.649994,128.410004,128.550003,1585500,127.738808
"2022-05-12",128.550003,129.350006,125.480003,127.550003,1867200,126.745117
"2022-05-13",128.119995,128.899994,127.099998,128.190002,1384700,127.381081
"2022-05-16",128.589996,128.830002,126.989998,127.25,1465900,126.447006
"2022-05-17",128.229996,129.369995,127.18,129.210007,1208300,128.394653
"2022-05-18",128.490005,130.029999,127.580002,128.009995,1604600,127.202209
"2022-05-19",126.510002,127.440002,123.959999,125.790001,1470300,124.996223
"2022-05-20",125.199997,125.919998,120.57,123.029999,2070000,122.253639
"2022-05-23",124.540001,126.239998,122.830002,125.660004,1498100,124.867043
"2022-05-24",126.720001,128.990005,124.959999,128.830002,1540200,128.017044
"2022-05-25",128.330002,131.570007,127.870003,130.949997,2035600,130.123657
"2022-05-26",132.059998,134.130005,131.589996,133.690002,1676300,132.846375
"2022-05-27",133.639999,136.910004,132.720001,136.889999,1539500,136.026169
"2022-05-31",135.199997,137.5,133.820007,136.690002,6403500,135.827438
"2022-06-01",137.320007,137.539993,133.199997,134.699997,1476900,133.849991
"2022-06-02",134.190002,134.25,132.630005,134.149994,1205600,134.149994
"2022-06-03",133.449997,134.020004,131.880005,131.970001,1031600,131.970001
"2022-06-06",133.169998,133.759995,131.649994,132.350006,1445800,132.350006
"2022-06-07",131.509995,132.539993,130.119995,132.539993,1604500,132.539993
"2022-06-08",132.190002,132.479996,130.419998,131.059998,957000,131.059998
"2022-06-09",131.229996,131.940002,127.839996,127.860001,1137300,127.860001
"2022-06-10",125.540001,125.889999,124.349998,124.589996,1582900,124.589996
"2022-06-13",121.639999,125.620003,121.639999,123.099998,1970400,123.099998
"2022-06-14",123.620003,124.57,121.349998,121.989998,1634000,121.989998
"2022-06-15",122.849998,123.879997,119.879997,121.669998,1661400,121.669998
"2022-06-16",119.919998,120.360001,117.639999,119.529999,2362100,119.529999
"2022-06-17",119.860001,121.360001,118.269997,120.559998,4120600,120.559998
"2022-06-21",122.330002,122.529999,120.779999,121.800003,1161200,121.800003
"2022-06-22",120.309998,123.059998,119.860001,122.07,1245600,122.07
"2022-06-23",122.339996,123.269997,120.620003,121.809998,1368800,121.809998
"2022-06-24",122.709999,127.769997,122.230003,127.160004,5383200,127.160004
"2022-06-27",126.519997,127.57,125.529999,126.190002,953600,126.190002
"2022-06-28",127.220001,128.139999,125.610001,125.699997,1341300,125.699997
"2022-06-29",126.160004,126.529999,124.93,125.419998,1101300,125.419998
