"","VRTX.Open","VRTX.High","VRTX.Low","VRTX.Close","VRTX.Volume","VRTX.Adjusted"
"2022-01-07",220.779999,223.979996,220,221.850006,1277400,221.850006
"2022-01-10",222.910004,225.869995,219.100006,223.960007,1844500,223.960007
"2022-01-11",224.199997,226.910004,222.139999,226.149994,1458900,226.149994
"2022-01-12",225.089996,227.190002,223.679993,226.139999,1225000,226.139999
"2022-01-13",225.229996,228.119995,225.169998,226.580002,1750400,226.580002
"2022-01-14",227,234.580002,226.589996,234.059998,2178400,234.059998
"2022-01-18",231.429993,232.490005,228.740005,231.070007,2016400,231.070007
"2022-01-19",231.399994,232.660004,230.410004,230.839996,1649300,230.839996
"2022-01-20",233.470001,234.410004,228.199997,228.610001,2013100,228.610001
"2022-01-21",228.130005,231.110001,227.259995,228.080002,2214700,228.080002
"2022-01-24",225.130005,229.949997,221.690002,229.679993,2818900,229.679993
"2022-01-25",226.089996,229.630005,223.660004,227.110001,1956300,227.110001
"2022-01-26",226.619995,229.809998,225.009995,226.580002,1998900,226.580002
"2022-01-27",228.990005,233.690002,226.889999,228.220001,2237000,228.220001
"2022-01-28",227.289993,243.300003,227.179993,243.020004,3164300,243.020004
"2022-01-31",240.869995,244.410004,239.160004,243.050003,2829000,243.050003
"2022-02-01",242.389999,245.770004,241.509995,245.660004,2777100,245.660004
"2022-02-02",243.580002,254.929993,241,253.570007,3679900,253.570007
"2022-02-03",250.160004,250.160004,243.539993,243.75,2519800,243.75
"2022-02-04",241.270004,244.630005,238.479996,241.960007,1822400,241.960007
"2022-02-07",243.320007,244.809998,241.220001,243.259995,1202900,243.259995
"2022-02-08",242.360001,243,239.229996,240.940002,1135700,240.940002
"2022-02-09",242.520004,245.610001,241.509995,244.240005,1069900,244.240005
"2022-02-10",238.389999,241.009995,234.460007,235.889999,1809500,235.889999
"2022-02-11",236.550003,237.339996,233.169998,233.889999,1524400,233.889999
"2022-02-14",233.75,234,229.259995,231.229996,1578100,231.229996
"2022-02-15",231.880005,233.869995,231.289993,233.410004,1583900,233.410004
"2022-02-16",233.460007,236.889999,231.559998,235.770004,1402200,235.770004
"2022-02-17",233.850006,234.949997,230.059998,232.770004,1665300,232.770004
"2022-02-18",233,233.889999,228.550003,229.610001,1271200,229.610001
"2022-02-22",229.210007,233.029999,229.210007,230.210007,1692000,230.210007
"2022-02-23",231.699997,233.529999,229.199997,230.690002,1817100,230.690002
"2022-02-24",227.699997,230.429993,225.279999,230.25,1475200,230.25
"2022-02-25",229.460007,233.160004,228.039993,230.300003,1428100,230.300003
"2022-02-28",227.990005,230.130005,226.179993,230.020004,2035700,230.020004
"2022-03-01",229.190002,232.520004,228.5,230.690002,1253800,230.690002
"2022-03-02",230.179993,235.5,229.399994,234.110001,1029100,234.110001
"2022-03-03",234.929993,238.529999,234.740005,235.690002,1140600,235.690002
"2022-03-04",233.399994,243.179993,233.039993,238.660004,2032800,238.660004
"2022-03-07",237.460007,242.5,235.050003,235.539993,1548000,235.539993
"2022-03-08",233.089996,242.899994,232.970001,238.710007,1460200,238.710007
"2022-03-09",240.509995,240.740005,236.350006,239.240005,1378900,239.240005
"2022-03-10",235.160004,242.910004,234.539993,241.929993,1080100,241.929993
"2022-03-11",242.600006,247.490005,236.130005,236.479996,1374000,236.479996
"2022-03-14",239.720001,242.449997,238.660004,241.679993,1414900,241.679993
"2022-03-15",243.929993,247.470001,243.520004,246.990005,1600800,246.990005
"2022-03-16",246.360001,248.800003,243.009995,248.520004,1181900,248.520004
"2022-03-17",248.199997,251.330002,247.369995,250,1418700,250
"2022-03-18",250.130005,250.130005,246.220001,249.080002,2225300,249.080002
"2022-03-21",248.029999,252.190002,246.729996,250.259995,1790100,250.259995
"2022-03-22",249.130005,252.190002,248.5,251.880005,1052600,251.880005
"2022-03-23",251.289993,252.080002,247.940002,248.130005,1241600,248.130005
"2022-03-24",249.309998,253.509995,249.309998,251.699997,1040400,251.699997
"2022-03-25",252,254.149994,250.490005,253.949997,1226600,253.949997
"2022-03-28",253.830002,258.25,252.800003,255.720001,1686900,255.720001
"2022-03-29",256.109985,258,252.520004,257.980011,1644000,257.980011
"2022-03-30",258.809998,260.100006,255.979996,256.519989,1040000,256.519989
"2022-03-31",260,263.579987,256.089996,260.970001,2394900,260.970001
"2022-04-01",261.549988,267.130005,259.040009,266.149994,2120500,266.149994
"2022-04-04",266.839996,269.299988,264.690002,268.640015,1686100,268.640015
"2022-04-05",267.959991,275.880005,267.959991,269.959991,1838000,269.959991
"2022-04-06",266.75,273.040009,266.619995,272.390015,2300100,272.390015
"2022-04-07",272.390015,277.660004,271.799988,275.829987,1651800,275.829987
"2022-04-08",274.410004,281.5,273.200012,280.279999,1574500,280.279999
"2022-04-11",279.859985,282.730011,278.790009,281.089996,1951900,281.089996
"2022-04-12",280.950012,284.769989,278.98999,281.149994,1621800,281.149994
"2022-04-13",281.589996,291.440002,281.589996,290.929993,1685900,290.929993
"2022-04-14",289.320007,292.75,286.079987,287.970001,2520600,287.970001
"2022-04-18",287.670013,287.859985,281.75,282.98999,1326000,282.98999
"2022-04-19",282.98999,284.309998,279.589996,282.519989,1354100,282.519989
"2022-04-20",284.339996,286.880005,282.769989,285.299988,1115800,285.299988
"2022-04-21",286,286.799988,281.450012,281.709991,1118600,281.709991
"2022-04-22",280.579987,281.839996,270.190002,270.420013,1774300,270.420013
"2022-04-25",270,272.5,265.869995,271.679993,1688700,271.679993
"2022-04-26",271.070007,272.230011,267.390015,267.690002,1446500,267.690002
"2022-04-27",267.329987,269.390015,264.809998,267.25,1240000,267.25
"2022-04-28",268.570007,269.299988,262.220001,268.640015,1620700,268.640015
"2022-04-29",275,279.709991,272.630005,273.220001,2871500,273.220001
"2022-05-02",264.149994,266.190002,254.089996,261.959991,3748700,261.959991
"2022-05-03",266.549988,271.25,265.579987,269.109985,1363500,269.109985
"2022-05-04",269.339996,275.26001,266.23999,273.700012,1353400,273.700012
"2022-05-05",271.690002,273.589996,264.589996,266.369995,1556900,266.369995
"2022-05-06",256.320007,261.679993,252.690002,253.929993,2268500,253.929993
"2022-05-09",251,251,234.399994,235.020004,3148800,235.020004
"2022-05-10",239.580002,244.100006,237.410004,240.160004,2041500,240.160004
"2022-05-11",237.850006,241.75,233.009995,234.960007,1905900,234.960007
"2022-05-12",236.550003,241.050003,233.619995,240.850006,1475400,240.850006
"2022-05-13",241.220001,247.539993,240.25,246.720001,1366600,246.720001
"2022-05-16",245.850006,254.710007,244.610001,254.169998,1558200,254.169998
"2022-05-17",255.820007,262.950012,254.669998,261.839996,1566800,261.839996
"2022-05-18",260.589996,262.079987,251.410004,252.350006,1397000,252.350006
"2022-05-19",252.550003,257.149994,250.380005,255.449997,1448800,255.449997
"2022-05-20",256.609985,259.100006,252.509995,258.589996,1552300,258.589996
"2022-05-23",260.049988,270.279999,259.190002,268.350006,1674000,268.350006
"2022-05-24",265.51001,270.980011,263.779999,268.480011,1622100,268.480011
"2022-05-25",269.700012,273.190002,267.820007,270.839996,1880700,270.839996
"2022-05-26",270.839996,274.170013,268.869995,269.649994,1376600,269.649994
"2022-05-27",271.149994,273.859985,268.929993,273.730011,1479100,273.730011
"2022-05-31",274.029999,276,266.470001,268.649994,3878600,268.649994
"2022-06-01",275.329987,275.559998,266.179993,269.410004,1377600,269.410004
"2022-06-02",268.579987,270.959991,260.660004,270.049988,1234700,270.049988
"2022-06-03",268.619995,272.459991,266.290009,269.440002,1134000,269.440002
"2022-06-06",271.440002,272.019989,266.609985,268,907100,268
"2022-06-07",267.220001,272.910004,265.630005,271.859985,962800,271.859985
"2022-06-08",272.200012,279.130005,271.5,274.540009,1770200,274.540009
"2022-06-09",273.170013,273.170013,259.649994,259.700012,1954400,259.700012
"2022-06-10",256.51001,258,252.869995,254.880005,1375600,254.880005
"2022-06-13",250.809998,250.889999,244.130005,245.389999,1583600,245.389999
"2022-06-14",246.330002,249.440002,243.169998,249.080002,1208800,249.080002
"2022-06-15",250.800003,256.220001,248.270004,253.509995,963000,253.509995
"2022-06-16",248.490005,251.449997,245.320007,250.960007,1296000,250.960007
"2022-06-17",251.070007,264.899994,251,263.089996,3443700,263.089996
"2022-06-21",266.220001,271.929993,265.980011,270.170013,1333800,270.170013
"2022-06-22",266.959991,276,266.440002,272.309998,1403200,272.309998
"2022-06-23",275,284.51001,274.200012,283.5,2746000,283.5
"2022-06-24",286.26001,293.170013,280.279999,292.549988,4269000,292.549988
"2022-06-27",289.809998,291.140015,286.709991,287.320007,1976600,287.320007
"2022-06-28",288.450012,289.410004,275.970001,276.170013,1926400,276.170013
"2022-06-29",275.829987,282.290009,275.829987,280.350006,1430100,280.350006
