"","RJF.Open","RJF.High","RJF.Low","RJF.Close","RJF.Volume","RJF.Adjusted"
"2022-01-12",109.150002,110.360001,108.739998,109.57,1167500,108.819458
"2022-01-13",109.809998,110.019997,108.059998,108.370003,978100,107.627678
"2022-01-14",106.769997,108.599998,106.059998,108.440002,999600,107.697197
"2022-01-18",107.230003,107.790001,104.440002,104.940002,1139600,104.221169
"2022-01-19",106,106,102.089996,102.209999,952800,101.509872
"2022-01-20",102.239998,104.660004,101.559998,101.650002,1095000,100.953705
"2022-01-21",101.309998,101.309998,97.75,98.160004,1259600,97.487617
"2022-01-24",95.730003,98,93.050003,97.639999,1705500,96.971176
"2022-01-25",96.050003,98.25,93.860001,96.809998,1583900,96.146858
"2022-01-26",98.510002,100.129997,96.849998,98.459999,1658300,97.785561
"2022-01-27",100.870003,104.720001,99.709999,100.910004,2329100,100.218781
"2022-01-28",101.839996,104.139999,99.760002,104.089996,1672700,103.376991
"2022-01-31",103.470001,106.07,102.239998,105.870003,1546300,105.144806
"2022-02-01",106.169998,109.290001,105.379997,109.080002,1475000,108.332817
"2022-02-02",108.760002,110.110001,108.050003,109.709999,968900,108.958496
"2022-02-03",109.43,110.739998,107.93,108.050003,887900,107.309868
"2022-02-04",108.209999,112.150002,107.82,110.959999,973700,110.199936
"2022-02-07",111.25,113.25,110.610001,112.07,1303200,111.30233
"2022-02-08",112.610001,115.260002,112.610001,114.779999,1228500,113.993767
"2022-02-09",115.57,116.760002,115.330002,115.440002,1020400,114.649246
"2022-02-10",114.400002,117.370003,113.059998,113.620003,1379600,112.841713
"2022-02-11",113.139999,114.589996,110.480003,111.279999,981000,110.517738
"2022-02-14",111.489998,112.110001,108.419998,109.480003,1232700,108.730072
"2022-02-15",110.660004,112.68,110.660004,112.360001,1130500,111.590347
"2022-02-16",111.610001,113.209999,111.449997,112.790001,871700,112.017395
"2022-02-17",111.410004,111.879997,108.660004,108.980003,1274100,108.233498
"2022-02-18",109.029999,110.07,108.190002,108.519997,1154600,107.776642
"2022-02-22",108.519997,109.919998,107.669998,108.760002,1483500,108.015007
"2022-02-23",109.959999,110.510002,106.400002,106.900002,1639400,106.167747
"2022-02-24",102.040001,107.809998,101.620003,107.169998,2252900,106.43589
"2022-02-25",107.290001,112.300003,107.290001,112.290001,1629200,111.520821
"2022-02-28",108.639999,111.32,108.43,109.650002,1864400,108.898911
"2022-03-01",108.489998,109,101.739998,102.68,2365200,101.976654
"2022-03-02",103.660004,106.589996,103.660004,105.790001,1388000,105.065346
"2022-03-03",105.900002,106.269997,102.690002,103.93,1222300,103.218086
"2022-03-04",101.190002,101.720001,98.510002,99.889999,1679600,99.205757
"2022-03-07",98.980003,99.449997,94.730003,94.790001,1780000,94.140694
"2022-03-08",95.900002,96.620003,91.57,92.959999,2227500,92.323227
"2022-03-09",97,98.389999,95.660004,95.879997,1904300,95.223228
"2022-03-10",94.459999,96.419998,93.839996,96.290001,1255600,95.630424
"2022-03-11",97.269997,98.220001,96.050003,96.129997,923200,95.471519
"2022-03-14",98.220001,100.400002,97.669998,98.449997,1091300,97.775627
"2022-03-15",99.190002,99.650002,97.760002,99.470001,857600,98.788643
"2022-03-16",101.230003,103.830002,101.199997,103.790001,880900,103.079048
"2022-03-17",101.989998,104.769997,101.400002,104.730003,795800,104.012611
"2022-03-18",104.639999,105.93,103.139999,105.779999,1660500,105.055412
"2022-03-21",106.199997,107.040001,104.769997,105.779999,731100,105.055412
"2022-03-22",106.989998,108.040001,106.580002,107.599998,801500,106.862953
"2022-03-23",106.720001,107.080002,105.43,105.699997,610200,104.97596
"2022-03-24",106.279999,107.209999,105.400002,107.150002,794800,106.416039
"2022-03-25",107.639999,109.360001,107.209999,109.32,952800,108.571167
"2022-03-28",109.739998,111.790001,109.519997,111.32,1480100,110.557465
"2022-03-29",113.160004,114,111.260002,112.730003,1088400,111.957817
"2022-03-30",112.639999,113.050003,110.959999,111.989998,1078700,111.222878
"2022-03-31",111.610001,112.449997,109.839996,109.910004,1443700,109.157135
"2022-04-01",110.379997,111.169998,108.139999,108.940002,1392600,108.529503
"2022-04-04",108.43,108.949997,107.089996,107.860001,950000,107.453568
"2022-04-05",107.5,109.080002,107.239998,108.720001,1596500,108.310326
"2022-04-06",108.620003,108.720001,106.279999,106.889999,1469200,106.487221
"2022-04-07",106.660004,107.300003,104.849998,106.540001,1434000,106.138542
"2022-04-08",107.25,109.57,107.110001,108.620003,1181800,108.210709
"2022-04-11",107.669998,110.269997,107.339996,108.099998,1202800,107.692665
"2022-04-12",108.5,109.610001,107.730003,108.18,1131600,107.772362
"2022-04-13",107.459999,111.980003,107,111.639999,1680800,111.219322
"2022-04-14",112.010002,113.800003,111.57,111.800003,1864600,111.378723
"2022-04-18",110.669998,111.470001,108.889999,110.919998,906800,110.502037
"2022-04-19",111.150002,113.410004,111.150002,113.050003,1006400,112.624016
"2022-04-20",113.889999,114.389999,112.879997,113.790001,1042000,113.361221
"2022-04-21",115,115.199997,109.43,109.760002,1334400,109.346413
"2022-04-22",109.480003,109.480003,103.360001,103.519997,1901300,103.129921
"2022-04-25",102.209999,104.169998,101.389999,103.970001,1602200,103.578224
"2022-04-26",102.690002,103.089996,99.940002,100.029999,980900,99.653069
"2022-04-27",99.949997,101.989998,99.949997,100.419998,1527900,100.041603
"2022-04-28",102.459999,105,98.910004,104.040001,2475900,103.647964
"2022-04-29",103.769997,103.769997,97.199997,97.459999,1667800,97.092758
"2022-05-02",97.730003,99.400002,95.790001,98.43,1273200,98.059105
"2022-05-03",98.870003,100.93,98.150002,100.349998,1094700,99.971863
"2022-05-04",100.68,103.32,98.43,103.230003,896900,102.841019
"2022-05-05",101.449997,101.910004,97.389999,99.269997,906300,98.895935
"2022-05-06",98.449997,98.449997,96.18,97.220001,941000,96.853661
"2022-05-09",95.589996,95.870003,93.150002,93.629997,1237800,93.277184
"2022-05-10",94.769997,95.389999,92.040001,93.739998,1370200,93.386772
"2022-05-11",93.43,96.169998,92.860001,92.949997,1169000,92.599747
"2022-05-12",92.050003,93.129997,89.830002,92,1123500,91.653328
"2022-05-13",93.440002,95.949997,93,94.989998,900300,94.632065
"2022-05-16",94.730003,95.169998,92.940002,94.150002,813000,93.795227
"2022-05-17",96.349998,97,95.379997,96.919998,897500,96.554787
"2022-05-18",95.75,96,91.709999,91.989998,1323800,91.643364
"2022-05-19",90.589996,92.470001,90.220001,91.540001,900500,91.195068
"2022-05-20",92.830002,93.660004,89.639999,91.769997,1356700,91.424194
"2022-05-23",93.419998,94.879997,91.860001,94.190002,1696700,93.835083
"2022-05-24",93.379997,93.550003,90.790001,93.120003,1303000,92.769112
"2022-05-25",92.110001,93.239998,88.889999,93.099998,2313700,92.749184
"2022-05-26",93.790001,97.290001,93.790001,96.129997,1254500,95.767769
"2022-05-27",97.019997,99.290001,96.839996,99.190002,1193800,98.816238
"2022-05-31",98.230003,99.949997,98.190002,98.489998,2608400,98.118874
"2022-06-01",98.480003,99.339996,96.07,97.739998,1840900,97.371696
"2022-06-02",97.75,99.040001,96.910004,98.360001,3247100,97.989365
"2022-06-03",97.010002,97.690002,95.839996,95.970001,1333100,95.608376
"2022-06-06",98.110001,99.370003,96.400002,97.360001,1299700,96.993134
"2022-06-07",96.459999,98.839996,96.379997,98.650002,963100,98.278275
"2022-06-08",97.57,97.989998,96.139999,96.489998,675500,96.126411
"2022-06-09",96.209999,96.389999,93.559998,93.589996,989300,93.237335
"2022-06-10",91.419998,91.940002,89.129997,89.349998,1302400,89.013313
"2022-06-13",86.540001,87.099998,84.860001,85.449997,1146300,85.128006
"2022-06-14",85.93,87.669998,85.519997,86.779999,1178100,86.452995
"2022-06-15",87.830002,89.589996,86.540001,87.980003,1307700,87.648483
"2022-06-16",85.610001,87.269997,85,86.489998,2048200,86.164093
"2022-06-17",86.489998,88.889999,86.489998,87.5,2921800,87.170288
"2022-06-21",89.510002,90.43,88.709999,90.010002,1455900,89.67083
"2022-06-22",88.339996,90.010002,88.339996,88.669998,1140800,88.335876
"2022-06-23",88.769997,89.580002,86.25,87.809998,1016700,87.479118
"2022-06-24",88.599998,92.660004,88.599998,92.5,1584000,92.151443
"2022-06-27",92.970001,92.970001,91.080002,92.589996,953700,92.241104
"2022-06-28",93.75,94.760002,91.57,91.839996,667000,91.493927
"2022-06-29",92.089996,92.089996,89.949997,90.230003,824400,89.890007
