"","PAYX.Open","PAYX.High","PAYX.Low","PAYX.Close","PAYX.Volume","PAYX.Adjusted"
"2022-01-06",131.690002,132.5,130.300003,130.800003,2453300,129.171387
"2022-01-07",130.759995,131.389999,128.740005,128.839996,1555500,127.235771
"2022-01-10",127.900002,127.900002,125.360001,126.580002,2127600,125.003922
"2022-01-11",128.050003,129,125.910004,128.770004,1847800,127.166664
"2022-01-12",129.990005,129.990005,127.43,128.279999,1213900,126.682755
"2022-01-13",128.449997,128.929993,126.389999,126.629997,1459300,125.053291
"2022-01-14",125.580002,126.720001,124.150002,125,1602300,123.443588
"2022-01-18",122.879997,124.080002,122.099998,123.029999,1887900,121.498123
"2022-01-19",123.449997,124.449997,121.160004,121.269997,1714100,119.760033
"2022-01-20",120.919998,124.029999,120.660004,120.989998,1898100,119.483521
"2022-01-21",121.300003,122.019997,118.629997,118.669998,2268000,117.192406
"2022-01-24",118.160004,120.209999,115.300003,120.089996,3432700,118.594719
"2022-01-25",118.82,120.480003,117,118.769997,2318100,117.291161
"2022-01-26",119.610001,119.879997,112.769997,113.57,3430500,112.155914
"2022-01-27",114.349998,115.059998,110.550003,111.599998,2966200,110.210442
"2022-01-28",111.010002,115.349998,109.870003,115.330002,2813500,114.571571
"2022-01-31",114.43,118.129997,113.860001,117.760002,2127600,116.985588
"2022-02-01",117.080002,118.389999,116.510002,118.099998,2017400,117.323349
"2022-02-02",117.440002,120.440002,117.440002,120.110001,2065100,119.320137
"2022-02-03",118.949997,120.07,118.540001,118.860001,2009900,118.078354
"2022-02-04",118.260002,120.400002,117.150002,119.910004,1892500,119.121452
"2022-02-07",120,120.709999,119.07,119.970001,1386600,119.181053
"2022-02-08",119.760002,121.279999,119.120003,121.019997,1569600,120.224144
"2022-02-09",122.410004,124.300003,121.839996,124.120003,2164300,123.303764
"2022-02-10",121.419998,122.940002,119.849998,120.370003,2448900,119.57843
"2022-02-11",119.580002,121.220001,118.660004,118.910004,2084800,118.128029
"2022-02-14",118.959999,119.339996,117.300003,118.480003,2687400,117.700859
"2022-02-15",119.660004,120.150002,118.830002,120.110001,1774600,119.320137
"2022-02-16",119.730003,120.660004,118.25,120.019997,2175200,119.230721
"2022-02-17",119.099998,119.43,116.150002,116.349998,1897900,115.584862
"2022-02-18",115.940002,117.080002,115.269997,115.839996,1453000,115.078209
"2022-02-22",115.309998,116.779999,114.650002,115.589996,1746800,114.829857
"2022-02-23",116.169998,116.769997,113.339996,113.610001,1743000,112.862885
"2022-02-24",111.639999,115.989998,111.389999,115.790001,2456500,115.028542
"2022-02-25",115.959999,118.690002,115.529999,118.639999,1259700,117.859802
"2022-02-28",117.25,119.370003,116.849998,119.059998,1689300,118.277039
"2022-03-01",118.879997,119.550003,116.839996,117.550003,1468500,116.77697
"2022-03-02",118.199997,120.889999,117.989998,120.379997,1332600,119.588356
"2022-03-03",121.540001,121.980003,119.989998,120.419998,1433500,119.628098
"2022-03-04",119.760002,123.970001,118.550003,123.580002,1967800,122.767319
"2022-03-07",123.550003,124.830002,121.919998,122.410004,2234000,121.605011
"2022-03-08",121.68,123.669998,118.25,118.43,1958000,117.651184
"2022-03-09",120.669998,122.720001,119.5,122.300003,1679600,121.495735
"2022-03-10",120.389999,122.529999,118.559998,122.190002,1317600,121.386459
"2022-03-11",123.110001,124.470001,120.459999,120.589996,1071000,119.796974
"2022-03-14",120.779999,121.720001,119.129997,119.889999,1116400,119.101578
"2022-03-15",120.93,121.910004,118.93,121.82,1321800,121.01889
"2022-03-16",122.389999,124.669998,121.279999,124.550003,1450000,123.730942
"2022-03-17",124.370003,125.699997,123.540001,125.620003,1414100,124.7939
"2022-03-18",125.690002,128.600006,124.769997,128.130005,3561600,127.287399
"2022-03-21",127.449997,127.910004,125.099998,126.660004,1605300,125.827065
"2022-03-22",126.720001,128.020004,126.220001,127.449997,1398400,126.611862
"2022-03-23",126.839996,126.839996,125.279999,125.379997,1562800,124.555473
"2022-03-24",126.300003,127.769997,125.309998,127.739998,1125900,126.899956
"2022-03-25",127.949997,128.949997,126.720001,128.710007,1213400,127.863586
"2022-03-28",128.639999,130.240005,128.059998,129.869995,1812700,129.015945
"2022-03-29",130.759995,132.759995,130.149994,132.529999,2631200,131.658463
"2022-03-30",132,137.559998,128.5,136.889999,2875100,135.989792
"2022-03-31",137.910004,140.669998,136.410004,136.470001,3185600,135.572556
"2022-04-01",136.770004,138.919998,135.350006,138.869995,2305800,137.956757
"2022-04-04",139.259995,139.610001,137.199997,139.309998,2742100,138.393875
"2022-04-05",139.559998,141.919998,138.520004,139.25,2723900,138.334274
"2022-04-06",138.979996,141.919998,138.130005,141.229996,2751500,140.301239
"2022-04-07",140.369995,141.589996,139.300003,139.839996,3452100,138.92038
"2022-04-08",139.009995,140.899994,138.410004,139.289993,2396600,138.373993
"2022-04-11",139.699997,139.869995,136.639999,136.839996,1575600,135.940109
"2022-04-12",138.029999,138.880005,136.119995,136.589996,1359600,135.691757
"2022-04-13",137.149994,138.270004,136,137.889999,1394100,136.983215
"2022-04-14",137.889999,138.509995,136.429993,136.690002,1574900,135.791107
"2022-04-18",135.910004,137.190002,134.929993,135.75,1457900,134.857285
"2022-04-19",135.940002,137.850006,134.850006,137.460007,2158800,136.556046
"2022-04-20",138.509995,140.179993,138.330002,139.630005,1829800,138.711777
"2022-04-21",140.119995,141.270004,137.899994,138.320007,1650700,137.410385
"2022-04-22",137.720001,137.839996,131.139999,131.350006,2375400,130.486221
"2022-04-25",131.509995,132.300003,128.350006,132.25,2766200,131.380295
"2022-04-26",131.460007,132.309998,129.5,129.509995,2248900,128.65831
"2022-04-27",130.690002,132.889999,130.190002,130.690002,1777700,129.830566
"2022-04-28",131.869995,133.190002,130.460007,132.399994,1468400,131.529312
"2022-04-29",131.990005,132,126.449997,126.730003,1981500,125.896606
"2022-05-02",126.889999,128.910004,125.150002,127.650002,1985900,126.810555
"2022-05-03",128.240005,129.039993,127.279999,128.550003,1492200,127.704636
"2022-05-04",128.589996,132.899994,127.730003,132.470001,1916500,131.598862
"2022-05-05",131.380005,131.690002,123.389999,124.589996,2353500,123.770668
"2022-05-06",123.57,124.919998,122.410004,124.160004,1873300,123.343506
"2022-05-09",123.160004,123.160004,119.669998,120.269997,2423500,119.47908
"2022-05-10",122.330002,123.050003,118.849998,120.129997,2248900,119.340004
"2022-05-11",118.080002,119.660004,117.620003,118.220001,2805900,118.220001
"2022-05-12",117.449997,118.290001,115.660004,117.93,2213900,117.93
"2022-05-13",118.910004,120.629997,118.489998,119.690002,1336900,119.690002
"2022-05-16",119.239998,121,118.580002,120.059998,1152900,120.059998
"2022-05-17",121.769997,122.269997,120.940002,121.620003,1328400,121.620003
"2022-05-18",120.389999,120.440002,117.150002,117.440002,1606800,117.440002
"2022-05-19",116.699997,117.43,115.239998,115.839996,2290300,115.839996
"2022-05-20",117.370003,117.889999,114.099998,117.330002,2266500,117.330002
"2022-05-23",118.150002,118.910004,116.190002,118.209999,1801500,118.209999
"2022-05-24",117.510002,118.059998,115.699997,117.839996,1625400,117.839996
"2022-05-25",117.080002,118.940002,116.57,117.989998,1413800,117.989998
"2022-05-26",118.690002,121.940002,118.199997,121.199997,1537300,121.199997
"2022-05-27",122.470001,124.099998,122.150002,124.080002,1560600,124.080002
"2022-05-31",123.529999,124.75,122.139999,123.830002,2523500,123.830002
"2022-06-01",124.199997,124.82,121.529999,122.260002,1483900,122.260002
"2022-06-02",122.779999,126.07,122.089996,125.949997,1551400,125.949997
"2022-06-03",125.43,126.339996,124.809998,125.809998,1355400,125.809998
"2022-06-06",127.040001,127.449997,125.209999,125.93,1210700,125.93
"2022-06-07",124.620003,127,123.669998,126.75,1238500,126.75
"2022-06-08",125.989998,126.419998,124.699997,125.599998,1187400,125.599998
"2022-06-09",125.160004,125.540001,122.580002,122.599998,1066200,122.599998
"2022-06-10",120.959999,122,119.639999,120.629997,1360100,120.629997
"2022-06-13",118.120003,118.889999,116.599998,117.209999,1701000,117.209999
"2022-06-14",118.040001,118.050003,116.190002,117.470001,1509700,117.470001
"2022-06-15",118.080002,119.730003,116.32,117.949997,1380400,117.949997
"2022-06-16",115.690002,116.110001,112.860001,113.809998,2236500,113.809998
"2022-06-17",113.800003,114.849998,110.470001,113,4520600,113
"2022-06-21",114.209999,116.540001,114.080002,116.279999,1992800,116.279999
"2022-06-22",114.889999,117.089996,114,115.629997,1760300,115.629997
"2022-06-23",116.730003,117.660004,115.529999,117.309998,1785500,117.309998
"2022-06-24",118.300003,122.440002,117.949997,122.43,2321600,122.43
"2022-06-27",122.330002,124.730003,122.18,122.660004,2906700,122.660004
"2022-06-28",122.68,124,119.620003,119.879997,2431200,119.879997
"2022-06-29",116.199997,118.290001,112.650002,114.849998,3477800,114.849998
